	Terms
GNGT1	R-HSA-109582,R-HSA-109582,R-HSA-111885,R-HSA-112314,R-HSA-112315,R-HSA-112316,R-HSA-1296041,R-HSA-1296059,R-HSA-1296065,R-HSA-1296071,R-HSA-1430728,R-HSA-1430728,R-HSA-162582,R-HSA-162582,R-HSA-163685,R-HSA-163685,R-HSA-1643685,R-HSA-195721,R-HSA-195721,R-HSA-202040,R-HSA-2187338,R-HSA-2187338,R-HSA-2485179,R-HSA-2485179,R-HSA-2514856,R-HSA-2514856,R-HSA-2514859,R-HSA-2514859,R-HSA-372790,R-HSA-373080,R-HSA-381676,R-HSA-381676,R-HSA-382551,R-HSA-3858494,R-HSA-3858494,R-HSA-388396,R-HSA-390466,R-HSA-391251,R-HSA-392170,R-HSA-392451,R-HSA-392499,R-HSA-392518,R-HSA-392518,R-HSA-392851,R-HSA-392851,R-HSA-397795,R-HSA-400042,R-HSA-400042,R-HSA-4086398,R-HSA-4086398,R-HSA-416476,R-HSA-416482,R-HSA-418217,R-HSA-418346,R-HSA-418346,R-HSA-418555,R-HSA-418592,R-HSA-418592,R-HSA-418594,R-HSA-418597,R-HSA-420092,R-HSA-422356,R-HSA-422356,R-HSA-428930,R-HSA-432040,R-HSA-445717,R-HSA-451326,R-HSA-456926,R-HSA-456926,R-HSA-500657,R-HSA-500792,R-HSA-5663205,R-HSA-6814122,R-HSA-76002,R-HSA-76002,R-HSA-8939211,R-HSA-8964315,R-HSA-8964616,R-HSA-9006931,R-HSA-9009391,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433,R-HSA-9709957,R-HSA-9709957,R-HSA-977443,R-HSA-977444,R-HSA-991365,R-HSA-997272
GNGT2	R-HSA-109582,R-HSA-109582,R-HSA-111885,R-HSA-112314,R-HSA-112315,R-HSA-112316,R-HSA-1296041,R-HSA-1296059,R-HSA-1296065,R-HSA-1296071,R-HSA-1430728,R-HSA-1430728,R-HSA-162582,R-HSA-162582,R-HSA-163685,R-HSA-163685,R-HSA-1643685,R-HSA-195721,R-HSA-195721,R-HSA-202040,R-HSA-372790,R-HSA-373080,R-HSA-381676,R-HSA-381676,R-HSA-382551,R-HSA-3858494,R-HSA-3858494,R-HSA-388396,R-HSA-390466,R-HSA-391251,R-HSA-392170,R-HSA-392451,R-HSA-392499,R-HSA-392518,R-HSA-392518,R-HSA-392851,R-HSA-392851,R-HSA-397795,R-HSA-400042,R-HSA-400042,R-HSA-4086398,R-HSA-4086398,R-HSA-416476,R-HSA-416482,R-HSA-418217,R-HSA-418346,R-HSA-418346,R-HSA-418555,R-HSA-418592,R-HSA-418592,R-HSA-418594,R-HSA-418597,R-HSA-420092,R-HSA-422356,R-HSA-422356,R-HSA-428930,R-HSA-432040,R-HSA-445717,R-HSA-451326,R-HSA-456926,R-HSA-456926,R-HSA-500657,R-HSA-500792,R-HSA-5663205,R-HSA-6814122,R-HSA-76002,R-HSA-76002,R-HSA-8939211,R-HSA-8964315,R-HSA-8964616,R-HSA-9006931,R-HSA-9009391,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433,R-HSA-977443,R-HSA-977444,R-HSA-991365,R-HSA-997272
GNL3	R-HSA-6791226,R-HSA-72312,R-HSA-8868773,R-HSA-8953854
GNLY	R-HSA-168249,R-HSA-168256,R-HSA-6803157
GNMT	R-HSA-1430728,R-HSA-1430728,R-HSA-2408508,R-HSA-2408522,R-HSA-389661,R-HSA-71291,R-HSA-71291
GNPAT	R-HSA-1430728,R-HSA-1483166,R-HSA-1483206,R-HSA-1483257,R-HSA-556833,R-HSA-75896,R-HSA-8848584,R-HSA-9033241,R-HSA-9033241,R-HSA-9609507,R-HSA-9609507
GNPDA1	R-HSA-1430728,R-HSA-70171,R-HSA-70326,R-HSA-71387
GNPDA2	R-HSA-1430728,R-HSA-70171,R-HSA-70326,R-HSA-71387
GNPNAT1	R-HSA-392499,R-HSA-446193,R-HSA-446203,R-HSA-446210,R-HSA-446219,R-HSA-597592
GNRH1	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375281,R-HSA-388396,R-HSA-416476,R-HSA-500792
GNRH2	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375281,R-HSA-388396,R-HSA-416476,R-HSA-500792
GNRHR	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375281,R-HSA-388396,R-HSA-416476,R-HSA-500792
GNS	R-HSA-1430728,R-HSA-1630316,R-HSA-1638074,R-HSA-1643685,R-HSA-168249,R-HSA-168256,R-HSA-199991,R-HSA-199992,R-HSA-2022857,R-HSA-2206281,R-HSA-2206305,R-HSA-432720,R-HSA-5653656,R-HSA-5663084,R-HSA-5668914,R-HSA-6798695,R-HSA-71387
GOLGA1	R-HSA-199991,R-HSA-5653656,R-HSA-6811440,R-HSA-6811442
GOLGA2	R-HSA-162658,R-HSA-162658,R-HSA-1640170,R-HSA-1640170,R-HSA-1643685,R-HSA-199977,R-HSA-199991,R-HSA-204005,R-HSA-392499,R-HSA-446203,R-HSA-5653656,R-HSA-597592,R-HSA-6807878,R-HSA-68875,R-HSA-68875,R-HSA-68886,R-HSA-68886,R-HSA-69278,R-HSA-69278,R-HSA-8862803,R-HSA-8863678,R-HSA-948021,R-HSA-9645723,R-HSA-9734009
GOLGA3	R-HSA-162582,R-HSA-194315,R-HSA-9012999,R-HSA-9696270,R-HSA-9716542
GOLGA4	R-HSA-1643685,R-HSA-199991,R-HSA-5653656,R-HSA-5663202,R-HSA-6811440,R-HSA-6811442,R-HSA-9671555,R-HSA-9673768
GOLGA5	R-HSA-199991,R-HSA-5653656,R-HSA-6811438,R-HSA-6811442
GOLGA7	R-HSA-162582,R-HSA-168249,R-HSA-168256,R-HSA-5673001,R-HSA-5683057,R-HSA-5684996,R-HSA-6798695,R-HSA-9648002
GOLGA8R	R-HSA-162582,R-HSA-194315,R-HSA-9012999,R-HSA-9013148,R-HSA-9013405,R-HSA-9716542
GOLGB1	R-HSA-1643685,R-HSA-1643685,R-HSA-199977,R-HSA-199991,R-HSA-199992,R-HSA-392499,R-HSA-432722,R-HSA-446203,R-HSA-5653656,R-HSA-5663202,R-HSA-5663202,R-HSA-597592,R-HSA-6807878,R-HSA-948021,R-HSA-9682385,R-HSA-9682385,R-HSA-9703465,R-HSA-9703465
GOLIM4	R-HSA-199991,R-HSA-5653656,R-HSA-6811438,R-HSA-6811442
GOLM1	R-HSA-381426,R-HSA-392499,R-HSA-597592,R-HSA-8957275
GOPC	R-HSA-162582,R-HSA-194315,R-HSA-195258,R-HSA-5627083,R-HSA-9012999,R-HSA-9013406,R-HSA-9716542
GORASP1	R-HSA-162658,R-HSA-162658,R-HSA-1640170,R-HSA-1640170,R-HSA-199977,R-HSA-199991,R-HSA-204005,R-HSA-392499,R-HSA-446203,R-HSA-5653656,R-HSA-597592,R-HSA-6807878,R-HSA-68875,R-HSA-68875,R-HSA-68886,R-HSA-68886,R-HSA-69278,R-HSA-69278,R-HSA-948021
GORASP2	R-HSA-162658,R-HSA-1640170,R-HSA-68875,R-HSA-68886,R-HSA-69278
GOSR1	R-HSA-199977,R-HSA-199991,R-HSA-392499,R-HSA-446203,R-HSA-5653656,R-HSA-597592,R-HSA-6807878,R-HSA-6811438,R-HSA-6811442,R-HSA-948021
GOSR2	R-HSA-199977,R-HSA-199991,R-HSA-204005,R-HSA-2262752,R-HSA-381038,R-HSA-381070,R-HSA-381119,R-HSA-392499,R-HSA-446203,R-HSA-5653656,R-HSA-5694530,R-HSA-597592,R-HSA-6807878,R-HSA-6811438,R-HSA-6811442,R-HSA-8953897,R-HSA-948021
GOT1	R-HSA-1237112,R-HSA-1430728,R-HSA-1430728,R-HSA-1614635,R-HSA-70263,R-HSA-70326,R-HSA-71291,R-HSA-71291,R-HSA-71387,R-HSA-8963693
GOT2	R-HSA-1430728,R-HSA-1430728,R-HSA-1614558,R-HSA-1614635,R-HSA-389661,R-HSA-70263,R-HSA-70326,R-HSA-71291,R-HSA-71291,R-HSA-71387,R-HSA-8963693,R-HSA-8964539
GP1BA	R-HSA-109582,R-HSA-140837,R-HSA-140877,R-HSA-1643685,R-HSA-212436,R-HSA-430116,R-HSA-73857,R-HSA-74160,R-HSA-75892,R-HSA-76002,R-HSA-76009,R-HSA-8878171,R-HSA-8936459,R-HSA-9651496,R-HSA-9668250,R-HSA-9671793,R-HSA-9673221
GP1BB	R-HSA-109582,R-HSA-140837,R-HSA-140877,R-HSA-1643685,R-HSA-430116,R-HSA-75892,R-HSA-76002,R-HSA-76009,R-HSA-9651496,R-HSA-9668250,R-HSA-9671793,R-HSA-9673221
GP2	R-HSA-163125,R-HSA-392499,R-HSA-597592
GP5	R-HSA-109582,R-HSA-140837,R-HSA-140877,R-HSA-1643685,R-HSA-430116,R-HSA-75892,R-HSA-76002,R-HSA-76009,R-HSA-9651496,R-HSA-9668250,R-HSA-9671793,R-HSA-9673221
GP6	R-HSA-109582,R-HSA-114604,R-HSA-202733,R-HSA-75892,R-HSA-76002
GP9	R-HSA-109582,R-HSA-140837,R-HSA-140877,R-HSA-1643685,R-HSA-430116,R-HSA-75892,R-HSA-76002,R-HSA-76009,R-HSA-9651496,R-HSA-9668250,R-HSA-9671793,R-HSA-9673221
GPAA1	R-HSA-162791,R-HSA-163125,R-HSA-392499,R-HSA-597592
GPAM	R-HSA-1430728,R-HSA-1483166,R-HSA-1483206,R-HSA-1483257,R-HSA-162582,R-HSA-1655829,R-HSA-212436,R-HSA-2426168,R-HSA-556833,R-HSA-73857,R-HSA-74160,R-HSA-75109,R-HSA-8878171,R-HSA-8931987,R-HSA-8939211,R-HSA-8957322,R-HSA-8979227,R-HSA-9006931,R-HSA-9018519
GPAT2	R-HSA-1430728,R-HSA-1483166,R-HSA-1483206,R-HSA-1483257,R-HSA-556833,R-HSA-75109,R-HSA-8979227
GPAT3	R-HSA-1430728,R-HSA-1483166,R-HSA-1483206,R-HSA-1483257,R-HSA-556833
GPAT4	R-HSA-1430728,R-HSA-1483166,R-HSA-1483206,R-HSA-1483257,R-HSA-556833
GPBAR1	R-HSA-162582,R-HSA-1643685,R-HSA-372790,R-HSA-373076,R-HSA-388396,R-HSA-418555,R-HSA-500792,R-HSA-5663205,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433
GPC1	R-HSA-109582,R-HSA-1266738,R-HSA-1430728,R-HSA-1430728,R-HSA-1630316,R-HSA-1630316,R-HSA-1638091,R-HSA-1638091,R-HSA-1643685,R-HSA-1793185,R-HSA-196854,R-HSA-1971475,R-HSA-2022928,R-HSA-2022928,R-HSA-2024096,R-HSA-202733,R-HSA-2187338,R-HSA-3560782,R-HSA-3560783,R-HSA-3560801,R-HSA-3656237,R-HSA-3656253,R-HSA-376176,R-HSA-3781865,R-HSA-422475,R-HSA-4420332,R-HSA-5668914,R-HSA-6806667,R-HSA-71387,R-HSA-71387,R-HSA-9675108,R-HSA-9709957,R-HSA-975634
GPC2	R-HSA-1430728,R-HSA-1430728,R-HSA-1630316,R-HSA-1630316,R-HSA-1638091,R-HSA-1638091,R-HSA-1643685,R-HSA-1793185,R-HSA-196854,R-HSA-1971475,R-HSA-2022928,R-HSA-2022928,R-HSA-2024096,R-HSA-2187338,R-HSA-3560782,R-HSA-3560783,R-HSA-3560801,R-HSA-3656237,R-HSA-3656253,R-HSA-3781865,R-HSA-4420332,R-HSA-5668914,R-HSA-6806667,R-HSA-71387,R-HSA-71387,R-HSA-9709957,R-HSA-975634
GPC3	R-HSA-1430728,R-HSA-1430728,R-HSA-1630316,R-HSA-1630316,R-HSA-1638091,R-HSA-1638091,R-HSA-1643685,R-HSA-1793185,R-HSA-196854,R-HSA-1971475,R-HSA-2022928,R-HSA-2022928,R-HSA-2024096,R-HSA-2187338,R-HSA-3560782,R-HSA-3560783,R-HSA-3560801,R-HSA-3656237,R-HSA-3656253,R-HSA-3781865,R-HSA-381426,R-HSA-392499,R-HSA-4420332,R-HSA-5668914,R-HSA-597592,R-HSA-6806667,R-HSA-71387,R-HSA-71387,R-HSA-8957275,R-HSA-9709957,R-HSA-975634
GPC4	R-HSA-1430728,R-HSA-1430728,R-HSA-1630316,R-HSA-1630316,R-HSA-1638091,R-HSA-1638091,R-HSA-1643685,R-HSA-1793185,R-HSA-196854,R-HSA-1971475,R-HSA-2022928,R-HSA-2022928,R-HSA-2024096,R-HSA-2187338,R-HSA-3560782,R-HSA-3560783,R-HSA-3560801,R-HSA-3656237,R-HSA-3656253,R-HSA-3781865,R-HSA-4420332,R-HSA-5668914,R-HSA-6806667,R-HSA-71387,R-HSA-71387,R-HSA-9709957,R-HSA-975634
GPC5	R-HSA-1430728,R-HSA-1430728,R-HSA-162582,R-HSA-1630316,R-HSA-1630316,R-HSA-1638091,R-HSA-1638091,R-HSA-1643685,R-HSA-1793185,R-HSA-196854,R-HSA-1971475,R-HSA-2022928,R-HSA-2022928,R-HSA-2024096,R-HSA-2187338,R-HSA-3560782,R-HSA-3560783,R-HSA-3560801,R-HSA-3656237,R-HSA-3656253,R-HSA-3781865,R-HSA-4420332,R-HSA-5358346,R-HSA-5358351,R-HSA-5362798,R-HSA-5668914,R-HSA-6806667,R-HSA-71387,R-HSA-71387,R-HSA-9709957,R-HSA-975634
GPC6	R-HSA-1430728,R-HSA-1430728,R-HSA-1630316,R-HSA-1630316,R-HSA-1638091,R-HSA-1638091,R-HSA-1643685,R-HSA-1793185,R-HSA-196854,R-HSA-1971475,R-HSA-2022928,R-HSA-2022928,R-HSA-2024096,R-HSA-2187338,R-HSA-3560782,R-HSA-3560783,R-HSA-3560801,R-HSA-3656237,R-HSA-3656253,R-HSA-3781865,R-HSA-4420332,R-HSA-5668914,R-HSA-6806667,R-HSA-71387,R-HSA-71387,R-HSA-9709957,R-HSA-975634
GPCPD1	R-HSA-1430728,R-HSA-1483115,R-HSA-1483152,R-HSA-1483206,R-HSA-1483257,R-HSA-556833
GPD1	R-HSA-1430728,R-HSA-1483166,R-HSA-1483206,R-HSA-1483257,R-HSA-556833
GPD1L	R-HSA-1430728,R-HSA-1483166,R-HSA-1483206,R-HSA-1483257,R-HSA-556833
GPD2	R-HSA-1430728,R-HSA-1483166,R-HSA-1483206,R-HSA-1483257,R-HSA-163560,R-HSA-556833,R-HSA-8979227
GPER1	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375276,R-HSA-388396,R-HSA-418594,R-HSA-500792
GPHA2	R-HSA-162582,R-HSA-1643685,R-HSA-372790,R-HSA-373076,R-HSA-375281,R-HSA-388396,R-HSA-418555,R-HSA-500792,R-HSA-5663205,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433
GPHB5	R-HSA-162582,R-HSA-1643685,R-HSA-372790,R-HSA-373076,R-HSA-375281,R-HSA-388396,R-HSA-418555,R-HSA-500792,R-HSA-5663205,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433
GPHN	R-HSA-1430728,R-HSA-196849,R-HSA-196854,R-HSA-947581
GPI	R-HSA-1430728,R-HSA-168249,R-HSA-168256,R-HSA-212436,R-HSA-3700989,R-HSA-5628897,R-HSA-6798695,R-HSA-70171,R-HSA-70263,R-HSA-70326,R-HSA-71387,R-HSA-73857,R-HSA-74160
GPIHBP1	R-HSA-1430728,R-HSA-163125,R-HSA-174824,R-HSA-196854,R-HSA-2187338,R-HSA-382551,R-HSA-392499,R-HSA-597592,R-HSA-6806667,R-HSA-8963889,R-HSA-8963899,R-HSA-8963901,R-HSA-9709957,R-HSA-975634
GPKOW	R-HSA-72163,R-HSA-72172,R-HSA-72203,R-HSA-8953854
GPLD1	R-HSA-163125,R-HSA-392499,R-HSA-597592
GPNMB	R-HSA-162582,R-HSA-8848021,R-HSA-8857538,R-HSA-9006927
GPR119	R-HSA-2980736,R-HSA-381771,R-HSA-392499,R-HSA-400508,R-HSA-400511
GPR132	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-388396,R-HSA-416476,R-HSA-500792
GPR143	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375280,R-HSA-388396,R-HSA-416476,R-HSA-500792
GPR15	R-HSA-162582,R-HSA-1643685,R-HSA-372790,R-HSA-388396,R-HSA-418555,R-HSA-5663205,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433
GPR150	R-HSA-162582,R-HSA-1643685,R-HSA-372790,R-HSA-388396,R-HSA-418555,R-HSA-5663205,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433
GPR161	R-HSA-162582,R-HSA-5358351,R-HSA-5610787,R-HSA-5632684
GPR17	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-388396,R-HSA-391903,R-HSA-391906,R-HSA-416476,R-HSA-417957,R-HSA-418038,R-HSA-418594,R-HSA-500792
GPR176	R-HSA-162582,R-HSA-1643685,R-HSA-372790,R-HSA-388396,R-HSA-418555,R-HSA-5663205,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433
GPR18	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-388396,R-HSA-418594,R-HSA-500792
GPR183	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-388396,R-HSA-418594,R-HSA-500792
GPR20	R-HSA-162582,R-HSA-1643685,R-HSA-372790,R-HSA-388396,R-HSA-418555,R-HSA-5663205,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433
GPR25	R-HSA-162582,R-HSA-1643685,R-HSA-372790,R-HSA-388396,R-HSA-418555,R-HSA-5663205,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433
GPR27	R-HSA-162582,R-HSA-1643685,R-HSA-372790,R-HSA-388396,R-HSA-418555,R-HSA-5663205,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433
GPR31	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-388396,R-HSA-418594,R-HSA-444209,R-HSA-500792
GPR32	R-HSA-162582,R-HSA-1643685,R-HSA-372790,R-HSA-388396,R-HSA-418555,R-HSA-5663205,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433
GPR35	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-500792
GPR37	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375276,R-HSA-388396,R-HSA-418594,R-HSA-500792
GPR37L1	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375276,R-HSA-388396,R-HSA-418594,R-HSA-500792
GPR39	R-HSA-162582,R-HSA-1643685,R-HSA-372790,R-HSA-373076,R-HSA-388396,R-HSA-416476,R-HSA-418555,R-HSA-500792,R-HSA-5663205,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433
GPR4	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-388396,R-HSA-416476,R-HSA-500792
GPR45	R-HSA-162582,R-HSA-1643685,R-HSA-372790,R-HSA-388396,R-HSA-418555,R-HSA-5663205,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433
GPR55	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-388396,R-HSA-418594,R-HSA-500792
GPR65	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-388396,R-HSA-416476,R-HSA-500792
GPR68	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-388396,R-HSA-416476,R-HSA-500792
GPR75-ASB3	R-HSA-1280218,R-HSA-168256,R-HSA-392499,R-HSA-597592,R-HSA-8951664,R-HSA-983168,R-HSA-983169
GPR83	R-HSA-162582,R-HSA-1643685,R-HSA-372790,R-HSA-388396,R-HSA-418555,R-HSA-5663205,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433
GPR84	R-HSA-162582,R-HSA-1643685,R-HSA-168249,R-HSA-168256,R-HSA-372790,R-HSA-388396,R-HSA-418555,R-HSA-5663205,R-HSA-6798695,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433
GPRC6A	R-HSA-162582,R-HSA-372790,R-HSA-388396,R-HSA-416476,R-HSA-420499,R-HSA-500792
GPRIN1	R-HSA-212436,R-HSA-73857,R-HSA-74160,R-HSA-8986944,R-HSA-9022699
GPS1	R-HSA-162582,R-HSA-194315,R-HSA-199991,R-HSA-392499,R-HSA-5653656,R-HSA-5696394,R-HSA-5696398,R-HSA-5696399,R-HSA-597592,R-HSA-6781823,R-HSA-6781827,R-HSA-73894,R-HSA-8856825,R-HSA-8856828,R-HSA-8951664,R-HSA-9012999,R-HSA-9013422,R-HSA-9706574,R-HSA-9716542
GPS2	R-HSA-1430728,R-HSA-162582,R-HSA-1643685,R-HSA-1643685,R-HSA-1989781,R-HSA-212436,R-HSA-3214815,R-HSA-3247509,R-HSA-400206,R-HSA-4839726,R-HSA-556833,R-HSA-5663205,R-HSA-73857,R-HSA-74160,R-HSA-8986944,R-HSA-9005891,R-HSA-9005895,R-HSA-9006931,R-HSA-9022537,R-HSA-9022692,R-HSA-9024446,R-HSA-9029569,R-HSA-9609646,R-HSA-9609690,R-HSA-9675151,R-HSA-9697154
GPSM1	R-HSA-162582,R-HSA-372790,R-HSA-388396,R-HSA-418594
GPSM2	R-HSA-162582,R-HSA-372790,R-HSA-388396,R-HSA-418594
GPSM3	R-HSA-162582,R-HSA-372790,R-HSA-388396,R-HSA-418594
GPT	R-HSA-1430728,R-HSA-71291,R-HSA-8964540
GPT2	R-HSA-1430728,R-HSA-71291,R-HSA-8964540
GPX1	R-HSA-1430728,R-HSA-1430728,R-HSA-2142688,R-HSA-2142712,R-HSA-2142753,R-HSA-2142753,R-HSA-2142770,R-HSA-2262752,R-HSA-3299685,R-HSA-556833,R-HSA-556833,R-HSA-8953897,R-HSA-8978868,R-HSA-8978868,R-HSA-9711123
GPX2	R-HSA-1430728,R-HSA-1430728,R-HSA-212436,R-HSA-2142688,R-HSA-2142712,R-HSA-2142753,R-HSA-2142753,R-HSA-2142770,R-HSA-2262752,R-HSA-3299685,R-HSA-3700989,R-HSA-556833,R-HSA-556833,R-HSA-5628897,R-HSA-73857,R-HSA-74160,R-HSA-8953897,R-HSA-8978868,R-HSA-8978868,R-HSA-9711123
GPX3	R-HSA-2262752,R-HSA-3299685,R-HSA-8953897,R-HSA-9711123
GPX4	R-HSA-1430728,R-HSA-1430728,R-HSA-2142688,R-HSA-2142712,R-HSA-2142753,R-HSA-2142753,R-HSA-2142770,R-HSA-556833,R-HSA-556833,R-HSA-8978868,R-HSA-8978868,R-HSA-9018676,R-HSA-9018677,R-HSA-9018678,R-HSA-9018679,R-HSA-9018896,R-HSA-9020265,R-HSA-9023661
GPX5	R-HSA-2262752,R-HSA-3299685,R-HSA-8953897,R-HSA-9711123
GPX6	R-HSA-2262752,R-HSA-3299685,R-HSA-8953897,R-HSA-9711123
GPX7	R-HSA-2262752,R-HSA-3299685,R-HSA-8953897,R-HSA-9711123
GPX8	R-HSA-2262752,R-HSA-3299685,R-HSA-8953897,R-HSA-9711123
GRAP	R-HSA-1433557,R-HSA-162582,R-HSA-9006934
GRAP2	R-HSA-1280215,R-HSA-1280218,R-HSA-1433557,R-HSA-162582,R-HSA-168249,R-HSA-168249,R-HSA-168256,R-HSA-168256,R-HSA-202403,R-HSA-202433,R-HSA-2172127,R-HSA-2424491,R-HSA-2454202,R-HSA-2454202,R-HSA-2871796,R-HSA-2871809,R-HSA-2871809,R-HSA-388841,R-HSA-389356,R-HSA-9006934,R-HSA-9607240
GRB10	R-HSA-1266738,R-HSA-1280215,R-HSA-1433557,R-HSA-162582,R-HSA-168256,R-HSA-2262752,R-HSA-422475,R-HSA-74713,R-HSA-74749,R-HSA-74751,R-HSA-74752,R-HSA-8853659,R-HSA-8953897,R-HSA-9006934,R-HSA-9607240,R-HSA-9648895,R-HSA-9675108
GRB14	R-HSA-109582,R-HSA-202733,R-HSA-210993
