	Genes
R-HSA-112122	ALKBH2
R-HSA-112126	ASCC3,ALKBH3,ASCC1,ASCC2
R-HSA-112303	GJC1,PANX1,PANX2,GJD2,GJA10
R-HSA-112307	GJC1,PANX1,PANX2,GJD2,GJA10
R-HSA-112308	CACNG2,CACNG4,CACNA2D3,CACNA1A,CACNA1B,CACNA1E,CACNA2D1,CACNB1,CACNB2,CACNB3,CACNB4,CACNA2D2
R-HSA-112310	UNC13B,ARL6IP5,CPLX1,CHAT,SLC32A1,ABAT,RIMS1,GAD1,GAD2,NAAA,GLS2,GLS,APBA1,HSPA8,MAOA,SLC38A2,LIN7C,SLC17A7,RAB3A,SLC5A7,LIN7B,SLC1A1,SLC1A2,SLC1A3,SLC1A6,SLC1A7,SLC6A1,SLC6A11,SLC6A12,SLC6A13,SLC18A2,SLC18A3,SLC22A1,SLC22A2,SNAP25,STX1A,STXBP1,VAMP2,SYN1,SYN2,SYT1,ALDH5A1,DNAJC5,SYN3,PPFIA4,PPFIA2,PPFIA1,PPFIA3,CASK,LIN7A,TSPOAP1
R-HSA-112311	COMT,ALDH2,LRTOMT,MAOA,ACHE,BCHE,SLC6A3,SLC6A4,SLC22A1,SLC22A2
R-HSA-112313	GLUL,SLC1A2,SLC1A3,SLC38A1
R-HSA-112314	CACNG3,CACNG2,TUBA1B,TUBB3,TUBB4A,TUBB4B,CAMKK2,CAMKK2,GNB5,ADCY1,ADCY1,ADCY2,ADCY2,ADCY3,ADCY3,ADCY5,ADCY5,ADCY6,ADCY6,TUBA3E,ADCY7,ADCY7,CHRNA1,TUBA3D,CHRNA2,CHRNA3,CHRNA4,CHRNA5,CHRNA7,ADCY8,ADCY8,CHRNB2,CHRNB3,CHRNB4,CHRND,CHRNE,CHRNG,ADCY9,ADCY9,GRIN3A,GRIN3A,GRIN3B,AP2M1,AP2S1,CREB1,CREB1,AP2A1,AP2A2,AP2B1,HTR3C,DLG1,DLG1,DLG2,DLG2,DLG3,DLG3,DLG4,DLG4,ADCY4,ADCY4,HTR3D,GABRR3,EPB41L1,ERBB4,PPM1E,ARHGEF9,ARHGEF9,PLCB1,GRIP1,GABBR1,GABRA1,GABRA1,GABRA2,GABRA2,GABRA3,GABRA3,GABRA4,GABRA4,GABRA5,GABRA5,GABRA6,GABRA6,GABRB1,GABRB1,GABRB2,GABRB2,GABRB3,GABRB3,GABRG2,GABRG2,GABRG3,GABRG3,GABRR1,GABRR2,NBEA,NPTN,CACNG4,RPS6KA6,RPS6KA6,GLRA1,GLRA1,GLRA2,GLRA2,GLRB,GLRB,GNAI1,GNAI1,GNAI2,GNAI2,GNAI3,GNAI3,GNAL,GNB1,GNB2,GNB3,GNG3,GNG4,GNG5,GNG7,GNG10,GNG11,GNGT1,GNGT2,HTR3E,GRIA1,GRIA1,GRIA2,GRIA2,GRIA3,GRIA3,GRIA4,GRIA4,GIT1,GRIK1,GRIK2,GRIK3,GRIK4,GRIK5,GRIN1,GRIN1,GRIN2A,GRIN2A,GRIN2B,GRIN2B,GRIN2C,GRIN2C,GRIN2D,GRIN2D,NRG1,APBA1,HRAS,HTR3A,GNAT3,GNAT3,TUBB8,TUBB2B,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6,KCNJ9,KCNJ10,KCNJ12,KCNJ15,KCNJ16,KPNA2,KRAS,MAPT,MDM2,MYO6,NEFL,NEFL,NRAS,NRGN,NRGN,NSF,PRKAG2,PDPK1,GNG13,TUBA8,PLCB2,PLCB3,PRKAG3,GNG2,LIN7C,CHRNA9,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKACA,PRKACA,PRKACB,PRKACB,PRKACG,PRKACG,PRKAG1,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRKCA,PRKCB,PRKCG,GABRQ,GABRQ,MAPK1,MAPK3,GNG12,PRKX,KIF17,RAC1,RASGRF1,RASGRF2,CACNG8,GNB4,RPS6KA1,RPS6KA1,RPS6KA2,RPS6KA2,RPS6KA3,RPS6KA3,LIN7B,SRC,TSPAN7,TUBA4A,TUBA3C,TUBB2A,TUBA1A,TUBAL3,GLRA3,GLRA3,CALM1,CALM1,CALM2,CALM2,CALM3,CALM3,GRIP2,TUBB1,CAMK4,CAMK4,CAMK2A,CAMK2A,CAMK2B,CAMK2B,CAMK2D,CAMK2D,CAMK2G,CAMK2G,NCALD,CAMKK1,CAMKK1,TUBB6,TUBA1C,CAMK1,CAMK1,CASK,ACTN2,ACTN2,LIN7A,ARHGEF7,CHRNA6,CHRFAM7A,HTR3B,GNG8,PICK1,AKAP5,GABBR2,PPM1F
R-HSA-112315	CACNG3,CACNG2,TUBA1B,TUBB3,TUBB4A,TUBB4B,UNC13B,ARL6IP5,CAMKK2,CAMKK2,GNB5,ADCY1,ADCY1,ADCY2,ADCY2,CPLX1,ADCY3,ADCY3,CHAT,ADCY5,ADCY5,ADCY6,ADCY6,TUBA3E,ADCY7,ADCY7,CHRNA1,TUBA3D,CHRNA2,CHRNA3,CHRNA4,CHRNA5,CHRNA7,ADCY8,ADCY8,CHRNB2,CHRNB3,CHRNB4,CHRND,CHRNE,CHRNG,ADCY9,ADCY9,GRIN3A,GRIN3A,GRIN3B,AP2M1,AP2S1,COMT,CREB1,CREB1,SLC32A1,AP2A1,AP2A2,AP2B1,HTR3C,DLG1,DLG1,DLG2,DLG2,DLG3,DLG3,DLG4,DLG4,ABAT,ADCY4,ADCY4,HTR3D,GABRR3,EPB41L1,ERBB4,ALDH2,LRTOMT,PPM1E,RIMS1,ARHGEF9,ARHGEF9,PLCB1,GRIP1,GABBR1,GABRA1,GABRA1,GABRA2,GABRA2,GABRA3,GABRA3,GABRA4,GABRA4,GABRA5,GABRA5,GABRA6,GABRA6,GABRB1,GABRB1,GABRB2,GABRB2,GABRB3,GABRB3,GABRG2,GABRG2,GABRG3,GABRG3,GABRR1,GABRR2,GAD1,GAD2,NBEA,NPTN,CACNG4,NAAA,GLS2,RPS6KA6,RPS6KA6,GLRA1,GLRA1,GLRA2,GLRA2,GLRB,GLRB,GLS,GLUL,GNAI1,GNAI1,GNAI2,GNAI2,GNAI3,GNAI3,GNAL,GNB1,GNB2,GNB3,GNG3,GNG4,GNG5,GNG7,GNG10,GNG11,GNGT1,GNGT2,HTR3E,GRIA1,GRIA1,GRIA2,GRIA2,GRIA3,GRIA3,GRIA4,GRIA4,GIT1,GRIK1,GRIK2,GRIK3,GRIK4,GRIK5,GRIN1,GRIN1,GRIN2A,GRIN2A,GRIN2B,GRIN2B,GRIN2C,GRIN2C,GRIN2D,GRIN2D,NRG1,APBA1,APBA1,HRAS,HSPA8,HTR3A,GNAT3,GNAT3,TUBB8,TUBB2B,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6,KCNJ9,KCNJ10,KCNJ12,KCNJ15,KCNJ16,KPNA2,KRAS,MAOA,MAPT,MDM2,ACHE,MYO6,NEFL,NEFL,NRAS,NRGN,NRGN,NSF,PRKAG2,PDPK1,GNG13,TUBA8,PLCB2,PLCB3,PRKAG3,GNG2,SLC38A2,LIN7C,LIN7C,CHRNA9,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKACA,PRKACA,PRKACB,PRKACB,PRKACG,PRKACG,PRKAG1,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRKCA,PRKCB,CACNA2D3,PRKCG,GABRQ,GABRQ,MAPK1,MAPK3,GNG12,PRKX,SLC17A7,KIF17,RAB3A,RAC1,BCHE,RASGRF1,RASGRF2,CACNG8,GNB4,SLC5A7,RPS6KA1,RPS6KA1,RPS6KA2,RPS6KA2,RPS6KA3,RPS6KA3,LIN7B,LIN7B,SLC1A1,SLC1A2,SLC1A3,SLC1A6,SLC1A7,SLC6A1,SLC6A3,SLC6A4,SLC6A11,SLC6A12,SLC6A13,SLC18A2,SLC18A3,SLC22A1,SLC22A2,SNAP25,SRC,STX1A,STXBP1,VAMP2,SYN1,SYN2,SYT1,TSPAN7,TUBA4A,TUBA3C,TUBB2A,CACNA1A,CACNA1B,CACNA1E,CACNA2D1,CACNB1,CACNB2,CACNB3,TUBA1A,CACNB4,ALDH5A1,TUBAL3,GLRA3,GLRA3,CALM1,CALM1,DNAJC5,CALM2,CALM2,CALM3,CALM3,GRIP2,TUBB1,CAMK4,CAMK4,CAMK2A,CAMK2A,SLC38A1,CAMK2B,CAMK2B,CAMK2D,CAMK2D,CAMK2G,CAMK2G,SYN3,NCALD,CAMKK1,CAMKK1,TUBB6,TUBA1C,PPFIA4,PPFIA2,PPFIA1,CAMK1,CAMK1,PPFIA3,CASK,CASK,ACTN2,ACTN2,LIN7A,LIN7A,ARHGEF7,CHRNA6,CHRFAM7A,HTR3B,CACNA2D2,TSPOAP1,GNG8,PICK1,AKAP5,GABBR2,PPM1F
R-HSA-112316	HCN4,GJC1,ABCC9,KCNK7,FLOT1,KCNMB2,RTN3,CACNG3,CACNG2,TUBA1B,TUBB3,TUBB4A,TUBB4B,UNC13B,ARL6IP5,PDLIM5,CAMKK2,CAMKK2,GNB5,ADCY1,ADCY1,ADCY2,ADCY2,CPLX1,ADCY3,ADCY3,CHAT,ADCY5,ADCY5,IL1RAPL1,ADCY6,ADCY6,TUBA3E,ADCY7,ADCY7,CHRNA1,TUBA3D,CHRNA2,CHRNA3,CHRNA4,CHRNA5,CHRNA7,ADCY8,ADCY8,CHRNB2,CHRNB3,CHRNB4,CHRND,CHRNE,CHRNG,SLITRK1,ADCY9,ADCY9,GRIN3A,GRIN3A,GRIN3B,AP2M1,AP2S1,SYT2,KCNH8,COMT,CREB1,CREB1,SLITRK4,SLC32A1,SYT9,AP2A1,AP2A2,AP2B1,KCNV2,HTR3C,KCNG3,DLG1,DLG1,DLG2,DLG2,DLG3,DLG3,DLG4,DLG4,ABAT,ADCY4,ADCY4,HTR3D,GABRR3,EPB41,EPB41L1,EPB41L2,ERBB4,ALDH2,LRTOMT,NLGN4Y,NLGN4Y,DLGAP4,DLGAP4,PPM1E,SLITRK3,NLGN1,NLGN1,SHANK2,SHANK2,RIMS1,EPB41L3,FLOT2,ARHGEF9,ARHGEF9,PLCB1,KCNH4,KCNH3,GRIP1,PANX1,GABBR1,GABRA1,GABRA1,GABRA2,GABRA2,GABRA3,GABRA3,GABRA4,GABRA4,GABRA5,GABRA5,GABRA6,GABRA6,GABRB1,GABRB1,GABRB2,GABRB2,GABRB3,GABRB3,GABRG2,GABRG2,GABRG3,GABRG3,GABRR1,GABRR2,GAD1,GAD2,SIPA1L1,LRRTM2,SLITRK5,KCNG2,IL1RAPL2,NBEA,KCNV1,NPTN,CACNG4,KCNMB3,KCNH5,NAAA,GLS2,RPS6KA6,RPS6KA6,KCNMB4,GLRA1,GLRA1,GLRA2,GLRA2,GLRB,GLRB,GLS,GLUL,GNAI1,GNAI1,GNAI2,GNAI2,GNAI3,GNAI3,GNAL,GNB1,GNB2,GNB3,GNG3,GNG4,GNG5,GNG7,GNG10,GNG11,GNGT1,GNGT2,HTR3E,GRIA1,GRIA1,GRIA2,GRIA2,GRIA3,GRIA3,GRIA4,GRIA4,GIT1,GRIK1,GRIK2,DBNL,GRIK3,GRIK4,GRIK5,GRIN1,GRIN1,GRIN2A,GRIN2A,GRIN2B,GRIN2B,GRIN2C,GRIN2C,GRIN2D,GRIN2D,GRM1,GRM1,GRM5,GRM5,NRG1,APBA1,APBA1,APBA2,HRAS,HSPA8,HTR3A,KCNK18,SYT10,GNAT3,GNAT3,TUBB8,LRRTM1,LRRTM3,TUBB2B,HCN1,IL1RAP,KCNA1,KCNA2,KCNA3,KCNA4,KCNA5,KCNA6,KCNA7,KCNA10,KCNB1,KCNC1,KCNC2,KCNC3,KCNC4,KCND1,KCND2,KCND3,KCNF1,KCNG1,KCNH1,KCNH2,KCNJ1,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6,KCNJ8,KCNJ9,KCNJ10,KCNJ11,KCNJ12,KCNJ14,KCNJ15,KCNJ16,KCNK1,KCNK2,KCNK3,KCNMA1,KCNMB1,KCNN1,KCNN2,KCNN3,KCNN4,KCNQ1,KCNQ2,KCNQ3,KCNS1,KCNS2,KCNS3,KPNA2,KRAS,MAOA,MAPT,MDM2,ACHE,MYO6,NEFL,NEFL,NRAS,NRGN,NRGN,NSF,NTRK3,KCNK4,SHANK1,SHANK1,KCNK9,PRKAG2,PDPK1,GNG13,TUBA8,PLCB2,PLCB3,PRKAG3,KCNK10,GNG2,SLC38A2,NLGN3,NLGN3,LIN7C,LIN7C,CHRNA9,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKACA,PRKACA,PRKACB,PRKACB,PRKACG,PRKACG,PRKAG1,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRKCA,PRKCB,CACNA2D3,PRKCG,GABRQ,GABRQ,MAPK1,MAPK3,GNG12,PRKX,KCNQ5,KCNK13,PANX2,SLC17A7,GJD2,LRFN2,NLGN4X,NLGN4X,NLGN2,NLGN2,KIF17,BEGAIN,LRFN1,HCN3,EPB41L5,PTPRD,PTPRF,PTPRS,DLGAP3,DLGAP3,RAB3A,RAC1,BCHE,RASGRF1,RASGRF2,CACNG8,GNB4,SLC5A7,HCN2,RPS6KA1,RPS6KA1,RPS6KA2,RPS6KA2,RPS6KA3,RPS6KA3,LIN7B,LIN7B,SLC1A1,SLC1A2,SLC1A3,SLC1A6,SLC1A7,SLC6A1,SLC6A3,SLC6A4,SLC6A11,SLC6A12,SLC6A13,SLC18A2,SLC18A3,SLC22A1,SLC22A2,SNAP25,SRC,STX1A,STX1A,STXBP1,STXBP1,ABCC8,VAMP2,SYN1,SYN2,SYT1,SYT1,TSPAN7,TUBA4A,TUBA3C,TUBB2A,CACNA1A,CACNA1B,CACNA1E,CACNA2D1,CACNB1,CACNB2,CACNB3,TUBA1A,CACNB4,KCNAB1,LRFN4,ALDH5A1,LRFN3,TUBAL3,GLRA3,GLRA3,LRRTM4,CALM1,CALM1,DNAJC5,CALM2,CALM2,CALM3,CALM3,GRIP2,TUBB1,KCNH6,CAMK4,CAMK4,CAMK2A,CAMK2A,SLC38A1,CAMK2B,CAMK2B,CAMK2D,CAMK2D,CAMK2G,CAMK2G,SHARPIN,SYN3,KCNK16,NCALD,SLITRK6,CAMKK1,CAMKK1,TUBB6,SLITRK2,GJA10,TUBA1C,PPFIBP2,PPFIBP1,PPFIA4,PPFIA2,PPFIA1,KCNAB2,CAMK1,CAMK1,PPFIA3,CASK,CASK,ACTN2,ACTN2,LIN7A,LIN7A,ARHGEF7,CHRNA6,KCNK17,CHRFAM7A,KCNH7,SYT7,KCNQ4,SYT12,HTR3B,KCNAB3,DLGAP1,DLGAP1,CACNA2D2,TSPOAP1,KCNG4,KCNB2,NRXN3,NRXN3,NRXN1,NRXN1,NRXN2,NRXN2,LRRC4B,GNG8,KCNK6,HOMER3,HOMER3,HOMER2,HOMER2,HOMER1,HOMER1,PICK1,AKAP5,APBA3,GABBR2,PPM1F
R-HSA-112382	ELOA3DP,CDK7,CDK9,SUPT16H,LEO1,ELOA3P,ERCC2,ERCC3,NCBP2,RTF1,NELFB,AFF4,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,MLLT1,MLLT3,MNAT1,NCBP1,ELOA2,NELFCD,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,PAF1,IWS1,EAF2,SSRP1,SUPT4H1,SUPT5H,SUPT6H,TCEA1,ELOC,ELOB,ELOA,ELOA3BP,NELFA,NELFE,CDC73,WDR61,ELL,EAF1,CCNK,CCNH,CCNT1,CCNT2,CTDP1,CTR9
R-HSA-112399	FRS2,THEM4,KLB,AKT2,AKT2,FGF1,FGF2,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGF10,FGFR1,FGFR3,FGFR2,FGFR4,FLT3,FLT3LG,GAB1,FGF20,FGF22,GRB2,GRB2,PIK3R4,HRAS,IRS1,IRS1,KRAS,NRAS,PDE3B,PDE3B,PDPK1,PIK3C3,PIK3CA,PIK3CB,PIK3R1,PIK3R2,TLR9,TRIB3,PTPN11,SOS1,SOS1,FGF23,IRS2,IRS2,FGF18,FGF17,FGF16,KL,GAB2,FGF19
R-HSA-112409	DUSP10,DUSP1,DUSP2,DUSP4,DUSP5,DUSP6,DUSP7,DUSP8,DUSP9,IL6,IL6R,IL6ST,JAK1,JAK2,MAPK1,MAPK3,MAP2K1,MAP2K2,PTPN11,TYK2,DUSP16,PEA15,CDK1
R-HSA-112411	IL6,IL6R,IL6ST,JAK1,JAK2,MAPK1,MAP2K2,PTPN11,TYK2
R-HSA-112412	GRB2,GRB2,HRAS,IRS1,IRS1,KRAS,NRAS,SOS1,SOS1,IRS2,IRS2
R-HSA-113418	CDK7,ERCC2,ERCC3,NCBP2,NELFB,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,MNAT1,NCBP1,NELFCD,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,SUPT4H1,SUPT5H,NELFA,NELFE,CCNH,CTDP1
R-HSA-113501	E2F1,POLA2,PPP2R3B,POLA1,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PRIM1,PRIM2,RB1,RB1,TFDP1,TFDP2
R-HSA-113507	ORC6,ORC3,ORC1,ORC2,ORC4,ORC5,CCNB1,CDK1
R-HSA-113510	E2F1,ORC6,ORC3,POLA2,PPP2R3B,ORC1,ORC2,ORC4,ORC5,POLA1,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PRIM1,PRIM2,RB1,RB1,TFDP1,TFDP2,CCNB1,CDK1
R-HSA-114294	BAX,BID
R-HSA-114452	AKT3,BCL2L11,YWHAQ,DYNLL2,E2F1,AKT1,AKT2,PPP1R13B,BBC3,SFN,PMAIP1,PPP3CC,PPP3R1,MAPK8,BAD,BAD,BCL2,BID,TFDP1,TFDP2,TP53,TP53BP2,TP73,YWHAB,YWHAE,YWHAG,YWHAH,YWHAZ,TP63,DYNLL1,BMF
R-HSA-114508	RASGRP1,RASGRP2,MGLL,DGKK,DGKA,DGKB,DGKG,DGKH,DGKQ,DAGLB,ABHD12,ITPR1,ITPR2,ITPR3,PRKCD,PRKCE,PRKCH,PRKCQ,TRPC7,ABHD6,TRPC3,TRPC6,DAGLA,DGKZ,DGKE,DGKD,DGKI
R-HSA-114516	PRKCA,PRKCB,PRKCG,STX4,STXBP3
R-HSA-114604	VAV3,VAV3,PDPN,COL1A1,COL1A2,PIK3R6,FCER1G,PIK3R5,FYN,LAT,RHOA,RHOB,RHOG,LCK,LCP2,LYN,GP6,CLEC1B,PDPK1,PDPK1,PIK3CA,PIK3CB,PIK3CG,PIK3R1,PIK3R2,PLCG2,PRKCZ,PTPN6,PTPN11,RAC1,RAC2,SYK,SYK,VAV1,VAV1,VAV2,VAV2,MPIG6B,PIK3R3,CDC42
R-HSA-114608	A1BG,LHFPL2,ABCC4,FAM3C,CAP1,VTI1B,CFL1,MAGED2,CLU,SERPINA3,CD109,APOOL,CTSW,CFD,ECM1,EGF,AHSG,A2M,ALB,F5,F8,F13A1,FGA,FGB,ALDOA,FGG,VEGFD,MMRN1,HABP4,ENDOD1,FLNA,FN1,LY6G6F,GAS6,BRPF3,SCG3,OLA1,ANXA5,HGF,HRG,HSPA5,APLP2,APOA1,IGF1,IGF2,APOH,APP,ISLR,ITGA2B,ITGB3,ITIH3,ITIH4,NHLRC2,KNG1,LAMP2,LGALS3BP,ORM1,ORM2,SERPINE1,PCDH7,SCCPDH,TEX264,PDGFA,PDGFB,CYRIB,CYB5R1,PECAM1,PF4,PFN1,SERPINA1,SERPINA4,PLG,PLEK,SERPINF2,TMX3,GTPBP2,PPBP,PPIA,TOR4A,SRGN,CDC37L1,PROS1,PSAP,QSOX1,RAB27B,RARRES2,SELP,SELENOP,CHID1,SOD1,SPARC,SPP2,STXBP2,TF,TGFB1,TGFB2,TGFB3,LEFTY2,THBS1,TIMP1,TIMP3,TLN1,SERPING1,TMSB4X,CLEC3B,TTN,TUBA4A,VCL,VEGFA,VEGFB,VEGFC,VWF,MANF,PCYOX1L,CALM1,CALM2,CALM3,ACTN4,CALU,FERMT3,TAGLN2,ACTN1,ACTN2,CD9,SYTL4,CD36,CD63,PHACTR2,WDR1
R-HSA-1168372	RASGRP1,RASGRP1,PSME3,PSMD14,MALT1,MALT1,CHUK,CHUK,PSMB11,PSMA8,FKBP1A,FKBP1A,PSME4,FBXW11,RASGRP3,RASGRP3,HRAS,IKBKB,IKBKB,KRAS,NFATC1,NFATC1,NFATC2,NFATC2,NFATC3,NFATC3,NFKB1,NFKBIA,NFKBIB,NFKBIE,NRAS,PPIA,PPP3CA,PPP3CA,PPP3CB,PPP3CB,PPP3R1,PPP3R1,PRKCB,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMB10,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD7,PSMD8,PSMD9,PSMD10,PSMD11,PSMD12,PSMD13,PSME1,PSME2,REL,RELA,RPS27A,SKP1,MAP3K7,UBA52,UBB,UBC,SEM1,CALM1,CALM1,CALM2,CALM2,CALM3,CALM3,CARD11,CARD11,CUL1,IKBKG,IKBKG,BCL10,BCL10,BTRC,PSMF1,PSMD6
R-HSA-1169091	PSME3,PSMD14,MALT1,MALT1,CHUK,CHUK,PSMB11,PSMA8,PSME4,FBXW11,IKBKB,IKBKB,NFKB1,NFKBIA,NFKBIB,NFKBIE,PRKCB,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMB10,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD7,PSMD8,PSMD9,PSMD10,PSMD11,PSMD12,PSMD13,PSME1,PSME2,REL,RELA,RPS27A,SKP1,MAP3K7,UBA52,UBB,UBC,SEM1,CARD11,CARD11,CUL1,IKBKG,IKBKG,BCL10,BCL10,BTRC,PSMF1,PSMD6
R-HSA-1169092	RASGRP1,RASGRP1,RASGRP3,RASGRP3,HRAS,KRAS,NRAS
R-HSA-1169408	NUP50,NUP42,USP18,NUP35,EIF4A1,EIF4A2,EIF4E,EIF4G1,EIF4G2,NUP205,FLNB,NUP210,NUP160,NUP188,DDX58,NUP62,ARIH1,EIF4E3,IFIT1,NUP43,IRF3,JAK1,KPNA1,KPNB1,KPNA2,KPNA3,KPNA4,KPNA5,KPNA7,MX1,MX2,NEDD4,NUP88,NUP98,HERC5,PIN1,PLCG1,NUP54,PPM1B,NDC1,NUP133,MAPK3,EIF2AK2,NUP107,RANBP2,RPS27A,SEC13,STAT1,TPR,UBA52,UBB,UBC,UBA7,UBE2E1,UBE2N,TRIM25,NUP37,NUP85,NUP214,AAAS,SEH1L,RAE1,EIF4G3,UBE2L6,EIF4E2,NUP155,ISG15,NUP93,EIF4A3,NUP58,POM121,NUP153
R-HSA-1169410	NUP50,NUP42,USP18,NUP35,EIF4A1,EIF4A2,EIF4E,EIF4G1,EIF4G2,PDE12,FLNA,NUP205,FLNB,NUP210,NUP160,NUP188,DDX58,NUP62,ARIH1,EIF4E3,IFIT1,NUP43,IRF3,JAK1,KPNA1,KPNB1,KPNA2,KPNA3,KPNA4,KPNA5,KPNA7,MX1,MX2,NEDD4,NUP88,NUP98,OAS1,OAS2,OAS3,HERC5,PIN1,PLCG1,NUP54,PPM1B,NDC1,NUP133,MAPK3,EIF2AK2,NUP107,RANBP2,RNASEL,ABCE1,RPS27A,SEC13,STAT1,TPR,UBA52,UBB,UBC,UBA7,UBE2E1,UBE2N,TRIM25,NUP37,NUP85,NUP214,AAAS,SEH1L,RAE1,OASL,EIF4G3,UBE2L6,EIF4E2,NUP155,ISG15,NUP93,EIF4A3,NUP58,POM121,NUP153
R-HSA-1170546	CSH1,CSH1,SH2B1,GH1,GH1,GH2,GH2,GHR,JAK2,JAK2,PRL,PRL,PRLR,PRLR,PTPN11,SKP1,STAT5A,STAT5B,CUL1,BTRC,RBX1
R-HSA-1181150	DRAP1,LEFTY1,ACVR1C,DAND5,FOXO3,GDF1,SMAD2,SMAD2,SMAD3,SMAD3,SMAD4,SMAD4,NODAL,FURIN,PCSK6,MAPK1,MAPK3,CFC1,TDGF1,LEFTY2,FOXH1,ACVR1B,ACVR2A,ACVR2B,CER1
R-HSA-1187000	ADAM30,IZUMO4,CATSPER1,CATSPER2,IZUMO2,KCNU1,ZP1,ADAM2,CATSPERD,B4GALT1,IZUMO1,CATSPER3,CATSPER4,ACR,OVGP1,CATSPERG,ZP4,SPAM1,ZP2,ZP3,CATSPERB,HVCN1,ADAM21,ADAM20,CD9
R-HSA-1221632	LOC102724334,STAG1,SYCP2,STAG3,STAG2,DIDO1,H4-16,H2BU1,SYNE2,SYNE1,SUN1,H2BC1,SYCE2,SUN2,POT1,TINF2,SMC1B,H2AC8,H2AC7,H2AX,H2AZ1,H2BC5,H2BC3,HSPA2,LMNA,LMNB1,H2AB1,SYCP3,TERF2IP,ATR,H4C15,H2AJ,TEX12,RAD21,SYCE3,ACD,BRCA1,SYCP1,TERF1,TERF2,H2AC19,UBE2I,SMC1A,H3-4,H4C9,H2AC14,H2AC6,H2AC4,H2AC18,H2AC20,H2BC8,H2BC13,H2BC15,H2BC14,H2BC7,H2BC6,H2BC9,H2BC10,H2BC4,H2BC17,H2BC21,H4C1,H4C4,H4C6,H4C12,H4C11,H4C3,H4C8,H4C2,H4C5,H4C13,H4C14,FKBP6,H2BC12,H2BC11,SMC3,SYCE1,H2AZ2,REC8
R-HSA-1222449	LTF
R-HSA-1222499	LTF
R-HSA-1222556	TCIRG1,ATP6V1G3,CYBA,CYBB,ATP6V0E2,ATP6V0A2,ATP6V0D2,ATP6V1C2,LPO,MPO,NCF2,NCF4,NOS1,NOS2,NOS3,ATP6V0A4,ATP6V1D,ATP6V1H,ATP6V1A,ATP6V1B1,ATP6V1B2,ATP6V0C,ATP6V1C1,ATP6V1E1,ATP6V0B,ATP6V1G2,ATP6V0A1,RAC2,NCF1,SLC11A1,HVCN1,ATP6V0E1,ATP6V1E2,ATP6V0D1,ATP6V1F,ATP6V1G1
R-HSA-1226099	FRS2,CPSF6,CNTRL,CEP43,ERLIN2,CUX1,FGF1,FGF1,FGF2,FGF2,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGF10,FGFR1,FGFR3,FGFR2,FGFR2,FGFR4,NCBP2,GAB1,FGFR1OP2,FGF20,FGF22,GRB2,GTF2F1,GTF2F2,HRAS,KRAS,MYO18A,NCBP1,NRAS,PIK3CA,PIK3R1,PLCG1,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,BCR,SOS1,STAT1,STAT3,STAT5A,STAT5B,ZMYM2,FGF23,TRIM24,FGF18,FGF17,FGF16,LRRFIP1,BAG4,GAB2
