	Genes
R-HSA-380612	ALDH2,MAOA
R-HSA-380615	ALDH2,MAOA,SLC6A4
R-HSA-380972	RRAGB,LAMTOR5,RRAGA,SLC38A9,MTOR,LAMTOR2,LAMTOR4,PRKAG2,CAB39,PRKAG3,PPM1A,LAMTOR1,STRADB,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKAG1,RPTOR,RRAGD,RHEB,RRAGC,MLST8,STK11,TSC1,TSC2,CAB39L,LAMTOR3,STRADA
R-HSA-380994	CEBPB,CEBPG,EXOSC8,EXOSC6,DDIT3,DCP2,DIS3,ATF6,EXOSC7,EXOSC2,IGFBP1,CXCL8,ASNS,ATF3,ATF4,ATF4,NFYA,NFYB,NFYC,PARN,EXOSC3,EXOSC1,EXOSC9,EXOSC4,EXOSC5,CCL2,KHSRP,HERPUD1
R-HSA-381033	DDIT3,ATF6,ATF6,HSPA5,ATF4,ATF4,NFYA,NFYA,NFYB,NFYB,NFYC,NFYC,MBTPS2,HSP90B1,XBP1,CALR,MBTPS1
R-HSA-381038	PLA2G4B,CTDSP2,PREB,PDIA6,HYOU1,YIF1A,PDIA5,KDELR3,KLHDC3,ADD1,TPP1,DCTN1,DDX11,EXTL1,EXTL2,EXTL3,SEC31A,GFPT1,SERP1,GSK3A,HDGF,CXXC1,ACADVL,LMNA,DNAJB9,SULT1A4,DNAJB11,FKBP14,WIPI1,PPP2R5B,ARFGAP1,MYDGF,DNAJC3,SRPRB,TSPYL2,SHC1,SRPRA,SSR1,SULT1A3,TLN1,WFS1,XBP1,ZBTB17,SYVN1,JMJD7-PLA2G4B,ATP6V0D1,GOSR2,EDEM1,TATDN2,CUL7
R-HSA-381042	CEBPB,CEBPG,EXOSC8,EXOSC6,DDIT3,DCP2,EIF2S1,EIF2S1,EIF2S3,EIF2S3,DIS3,ATF6,EXOSC7,EXOSC2,HSPA5,IGFBP1,CXCL8,ASNS,ATF3,ATF4,ATF4,NFYA,NFYB,NFYC,PARN,EXOSC3,EXOSC1,EXOSC9,EXOSC4,EXOSC5,CCL2,KHSRP,EIF2S2,EIF2S2,EIF2AK3,HERPUD1
R-HSA-381070	PLA2G4B,CTDSP2,PREB,PDIA6,HYOU1,YIF1A,PDIA5,KDELR3,KLHDC3,ADD1,TPP1,DCTN1,DDX11,ERN1,ERN1,EXTL1,EXTL2,EXTL3,SEC31A,GFPT1,SERP1,GSK3A,HDGF,CXXC1,HSPA5,ACADVL,LMNA,DNAJB9,SULT1A4,DNAJB11,FKBP14,WIPI1,PPP2R5B,ARFGAP1,MYDGF,DNAJC3,SRPRB,TSPYL2,SHC1,SRPRA,SSR1,SULT1A3,TLN1,WFS1,XBP1,ZBTB17,SYVN1,JMJD7-PLA2G4B,ATP6V0D1,GOSR2,EDEM1,TATDN2,CUL7
R-HSA-381119	PLA2G4B,CTDSP2,PREB,PDIA6,CREB3,CREB3,CEBPB,HYOU1,CEBPG,YIF1A,PDIA5,KDELR3,EXOSC8,KLHDC3,ADD1,EXOSC6,TPP1,CREB3L4,CREBRF,DCTN1,DDIT3,DDX11,DCP2,EIF2S1,EIF2S1,EIF2S3,EIF2S3,ERN1,ERN1,EXTL1,EXTL2,EXTL3,SEC31A,DIS3,ATF6,ATF6,EXOSC7,EXOSC2,GFPT1,SERP1,GSK3A,HDGF,CXXC1,HSPA5,IGFBP1,CXCL8,ACADVL,LMNA,DNAJB9,ASNS,SULT1A4,ATF3,ATF4,ATF4,NFYA,NFYA,NFYB,NFYB,NFYC,NFYC,PARN,EXOSC3,EXOSC1,MBTPS2,MBTPS2,DNAJB11,EXOSC9,EXOSC4,FKBP14,WIPI1,PPP2R5B,ARFGAP1,MYDGF,DNAJC3,EXOSC5,SRPRB,CCL2,TSPYL2,SHC1,CREB3L2,SRPRA,SSR1,SULT1A3,TLN1,HSP90B1,WFS1,XBP1,ZBTB17,CALR,DCSTAMP,SYVN1,CREB3L3,KHSRP,JMJD7-PLA2G4B,MBTPS1,MBTPS1,EIF2S2,EIF2S2,CREB3L1,ATP6V0D1,EIF2AK3,GOSR2,EDEM1,HERPUD1,TATDN2,CUL7
R-HSA-381183	DDIT3,ATF6,ATF6,HSPA5,ATF4,ATF4,NFYA,NFYA,NFYB,NFYB,NFYC,NFYC,HSP90B1,XBP1,CALR
R-HSA-381340	MED6,MED6,MED16,MED16,CDK4,CDK8,CDK8,CARM1,NCOA2,NCOA2,CEBPA,CEBPA,CEBPB,CEBPB,CEBPD,PPARGC1A,PPARGC1A,ADIRF,MED8,MED8,CREBBP,CREBBP,ZNF467,EBF1,EGR2,EP300,EP300,FABP4,FABP4,MED19,MED19,NCOA6,CDK19,CDK19,MED13L,MED13L,ZNF638,MED4,MED4,LEP,MED11,MED11,LPL,NFKB1,MED31,MED31,PCK1,ANGPTL4,MED15,MED15,PLIN1,PPARA,PPARG,PPARG,MED1,MED1,MED18,MED18,MED9,MED9,MED29,MED29,RELA,RXRA,RXRA,SLC2A4,SMARCD3,SREBF1,SREBF2,MED22,MED22,KLF5,TBL1X,NR2F2,TGFB1,TNF,WNT1,WNT10B,TBL1XR1,CHD9,MED28,MED28,MED25,MED25,NCOA3,NCOA3,MED10,MED10,FAM120B,FAM120B,HELZ2,HELZ2,NCOA1,NCOA1,HDAC3,HDAC3,CCNC,CCNC,CCND3,MED30,MED30,MED14,MED14,KLF4,ADIPOQ,MED21,MED21,MED23,MED23,MED17,MED17,MED26,MED26,MED27,MED27,MED7,MED7,MED20,MED20,CD36,NCOR1,NCOR1,NCOR2,NCOR2,TGS1,MED24,MED24,THRAP3,THRAP3,MED12,MED12,MED13,MED13
R-HSA-381426	CDH2,ENAM,PDIA6,ADAM10,MSLN,FSTL3,TGOLN2,CKAP4,PRSS23,CHGB,FSTL1,MGAT4A,APOA5,CP,CSF1,VCAN,CST3,NOTUM,CTSG,AFP,DMP1,AHSG,ALB,F2,F5,FBN1,FGA,FGG,FN1,FUCA2,PCSK9,AMBN,KLK13,GAS6,AMELX,GPC3,SCG3,GZMH,SERPIND1,HRC,APLP2,APOA1,APOA2,TNC,APOB,IGF1,APOE,IGF2,IGFALS,IGFBP1,IGFBP2,IGFBP3,IGFBP4,IGFBP5,IGFBP6,IGFBP7,CCN1,APP,KLK3,IL6,ITIH2,MIA3,KLK1,KLK2,KNG1,KTN1,LAMB1,LAMB2,LAMC1,LGALS1,AMTN,LTBP1,MATN3,MEN1,MFGE8,MELTF,MMP1,MMP2,SERPINC1,NUCB1,P4HB,PAPPA,SERPINA10,SHISA5,GOLM1,PENK,SERPINA1,PLG,MXRA8,FAM20A,TMEM132A,PRKCSH,DNAJC3,PROC,MEPE,FAM20C,PNPLA2,QSOX1,ANO8,RCN1,PAPPA2,SDC2,VWA1,BMP4,SPP2,SPP1,TF,TIMP1,C3,HSP90B1,C4A,C4B,VGF,WFS1,SCG2,BPIFB2,FGF23,CALU,SPARCL1,EVA1A,APOL1,STC2,MBTPS1,CHRDL1,BMP15
R-HSA-3814836	GYG1,GYS1
R-HSA-381676	RAPGEF3,GNB5,GNB5,RAPGEF4,ADCY5,ADCY6,ADCY8,KCNG2,GCG,GCG,GLP1R,GLP1R,GNAS,GNAS,GNB1,GNB1,GNB2,GNB2,GNB3,GNB3,GNG3,GNG3,GNG4,GNG4,GNG5,GNG5,GNG7,GNG7,GNG10,GNG10,GNG11,GNG11,GNGT1,GNGT1,GNGT2,GNGT2,ITPR1,ITPR2,ITPR3,KCNB1,KCNC2,KCNS3,GNG13,GNG13,GNG2,GNG2,PRKACA,PRKACA,PRKACB,PRKACB,PRKACG,PRKACG,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,GNG12,GNG12,RAP1A,GNB4,GNB4,IQGAP1,GNG8,GNG8,AKAP5
R-HSA-381753	ADCY3,OR51L1,OR51L1,OR5P3,OR5P3,OR56A4,OR56A4,OR4L1,OR4L1,OR11H6,OR11H6,OR4D2,OR4D2,CNGB1,OR7D4,OR7D4,CNGA2,CNGA4,OR10J5,OR10J5,OR2B11,OR2B11,OR6P1,OR6P1,OR10X1,OR10X1,OR13C3,OR13C3,OR1N2,OR1N2,OR51E1,OR51E1,OR5D14,OR5D14,OR8K3,OR8K3,OR1C1,OR1C1,OR2F1,OR2F1,OR5K1,OR5K1,OR11A1,OR11A1,OR10G3,OR10G3,OR10H2,OR10H2,OR7C1,OR7C1,OR2W1,OR2W1,OR2T1,OR2T1,OR2J2,OR2J2,GNAL,GNAL,GNB1,GNB1,OR4C12,OR4C12,OR8D1,OR8D1,OR10H5,OR10H5,OR52B6,OR52B6,OR2AT4,OR2AT4,OR6F1,OR6F1,OR51D1,OR51D1,OR10A6,OR10A6,OR9G1,OR9G1,OR10G4,OR10G4,OR10G7,OR10G7,OR8B3,OR8B3,OR11H4,OR11H4,OR7G2,OR7G2,OR2M2,OR2M2,OR2M7,OR2M7,OR2A25,OR2A25,OR4Q3,OR4Q3,OR2J1,OR2J1,OR2J3,OR2J3,OR14J1,OR14J1,OR1D2,OR1D2,OR2C1,OR2C1,OR3A1,OR3A1,GNG13,GNG13,OR2S2,OR2S2,ANO2,OR5AL1,OR5AL1,OR4F17,OR4F17,OR51E2,OR51E2,OR1A1,OR1A1,OR1D5,OR1D5,OR1E1,OR1E1
R-HSA-381771	CDX2,GPR119,CTNNB1,DPP4,SEC11A,GCG,GCG,GNB1,GNB3,FFAR1,SPCS1,GRP,FFAR4,GNAT3,LEP,PAX6,PCSK1,GNG13,SPCS3,TCF7L2,SEC11C,SPCS2
R-HSA-382551	C8orf44-SGK3,ABCC5,ABCB6,ABCC9,NR1H3,ATP9A,SGK2,PSME3,PSMD14,ABCC4,TCIRG1,TRDN,ABCA7,ABCA10,ABCA9,ABCA8,MICU1,ATP8A1,SLC9A6,GLRX3,SLC35A1,SLC34A2,NPC2,SLCO1B1,ERLIN1,GNB5,ADCY1,CETP,SLC12A7,YME1L1,SLC17A3,ADCY2,CFTR,SLC26A1,SLC22A7,ADCY3,AFG3L2,OS9,SLC38A3,SLC27A4,RIPK3,SLC35D2,WWP1,ADCY5,SLC7A9,ERLIN2,SLC2A6,ABCB8,ADCY6,SLC6A14,ADCY7,SLCO2B1,SLC46A1,PHB2,ADCY8,SLC2A13,CYGB,ADCY9,SLC26A9,SLC26A7,SLC25A26,SLC5A11,SLC22A12,APOA5,APOA5,SLC16A10,AP2M1,AP2S1,CLCA1,ADD1,CLCN1,CLCN2,CLCN3,CLCN4,CLCN5,CLCN6,CLCN7,CLCNKA,CLCNKB,ADD2,CLIC2,ADD3,SLC36A4,CLTA,SLC15A4,CLTC,ANO4,PSMB11,SLC24A4,SLC25A29,NIPA1,ABCC2,SLC43A2,SLC5A10,SLC44A3,ATP6V1G3,SLC31A1,SLC9B2,EMB,CP,SLC32A1,TRPM6,SLC34A3,PSMA8,SLC2A14,BEST3,CSN1S1,CSN3,SLC25A10,SLC47A2,ATP8B3,SLC30A7,CTNS,SLC9B1,NIPAL1,SLC36A2,SLC2A12,ATP6V0E2,SLC2A7,SLC5A12,AP2A1,SLC5A8,AP2A2,STOML3,TRPV3,AP2B1,SLC30A8,SLC26A3,TSC22D3,SLC26A2,ABCA1,EIF2S1,ANO6,EIF2S3,ADCY4,MLKL,A2M,ABCA2,SLC5A9,SLC29A1,ANO5,DMTN,STOM,SLC44A5,SLC36A1,ABCA3,ALB,ABCD1,TPCN2,ABCB7,MICU2,SLC29A4,ABCD2,CLCA4,FKBP1B,RAB11FIP2,ABCF1,ATP10B,SLC35D1,PSME4,ATP11B,PMPCA,ATP11A,SLC9A8,NEDD4L,AHCYL2,ATP13A2,SLC7A8,SLC35A3,SLC44A1,ABCB10,ABCB9,ABCA6,ABCA5,CES3,LRRC8B,SLC39A14,SLC16A8,ATP6V0A2,ARL2BP,SLC7A11,SGK3,ABCA4,ATP6V0D2,ATP6V1C2,SLC17A8,FTH1,FTL,SLC41A1,MCOLN2,PCSK9,SLC24A2,SLC39A6,NALCN,LDLRAP1,TRPC4AP,ABCA12,STEAP2,FBXL5,SLC13A4,FGF21,FGF21,SLC17A5,BEST4,ATP2C1,SLC39A1,ERLEC1,ANGPTL3,GNAS,GNB1,GNB2,GNB3,GNG3,GNG4,GNG5,GNG7,GNG10,GNG11,GNGT1,GNGT2,SLCO4A1,SLCO3A1,SLCO1B3,AQP11,SLC39A5,SLC24A5,SLC13A5,SLC26A11,SLC9C2,UNC80,SLC9A9,SLC9C1,MICU3,LCN12,ATP11C,OSTM1,SLC27A6,FLVCR1,SLC25A4,MYLIP,SLC25A5,SLC25A6,ZDHHC8,TRPM5,SLC39A3,SLC39A2,SLC2A8,SLC40A1,HBA1,HBA2,HBB,HDLBP,HFE,STOML2,HMOX1,HMOX2,SLC29A2,APOF,APOA1,APOA2,APOA4,APOA4,APOB,APOB,GPIHBP1,ANO9,SLC6A19,ABCB5,APOC1,APOC1,AQP8,APOC2,APOC2,ATP13A5,APOC3,SLC10A6,APOC4,APOC4,APOD,SLC35B2,APOE,APOE,SLC6A18,NIPAL4,SLCO4C1,AQP1,AQP2,AQP3,AQP4,AQP5,AQP6,AQP7,IREB2,AQP9,ABCC6,ATP9B,AQP12A,SLC27A1,KCNJ11,SLC9A4,LCN15,LCN9,LCAT,LCN1,LCN2,LCN2,LDLR,LDLR,LETM1,LIPA,LIPC,ASIC2,ARL2,LPL,ASIC1,MB,MIP,TRPM1,ABCC1,ASPH,MTTP,MYO5B,NEDD8,ATP1A1,ATP1A2,ATP1A3,ATP12A,ACO1,ATP1A4,ATP1B1,ATP1B2,ATP1B3,FXYD2,NPC1,ATP2A1,ATP2A2,ATP2A3,SLC11A2,ATP2B1,ATP2B2,ATP2B3,ATP2B4,ATP4A,ATP4B,SLC22A18,P4HB,FURIN,PCSK6,ATP6V0A4,ANO7,SLC35B3,DERL2,CUTC,SAR1B,ANGPTL4,CYB5R4,PDZD11,PCSK5,SLC15A3,SLC22A17,SLC22A17,MBTPS2,ATP6V1D,TRPV2,RHCG,LSR,ATP6V1H,CYB5R2,CYB5R1,SLC26A4,ATP8A2,GNG13,ASIC5,ATP8B1,ATP6V1A,ABCB1,ABCB4,PHB,ATP6V1B1,ATP6V1B2,ATP6V0C,ATP6V1C1,ATP6V1E1,PIP,ATP6V0B,TPCN1,ATP6V1G2,FXYD1,FXYD3,ATP6V0A1,PLN,PLTP,ATP6AP1,ATP7A,FXYD7,FXYD6,FXYD4,SLCO1C1,ATP7B,GNG2,SLC38A2,SLC6A20,TRPM4,TRPM7,BEST2,SLC66A1,MCUB,SLC38A4,AVP,ANO1,SLC6A15,ANO10,LRRC8D,STEAP3,SLC47A1,MCOLN3,SLC29A3,SLC35C1,SLC22A15,AVPR2,PARL,TRPV6,ASIC4,SLC30A10,SLC39A4,PRKACA,PRKACB,SLC30A6,PRKACG,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,CAND1,SLC22A11,ANGPTL8,APOBR,GNG12,SLC50A1,ANKH,LRRC8A,AZGP1,SLC7A10,TRPV5,SLC2A9,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMB10,PSMC1,PSMC2,PSMC3,SLC17A7,PSMC4,PSMC5,PSMC6,PSMD1,PSMD2,SLC17A6,PSMD3,PSMD4,ANO2,PSMD5,TRPC7,RHBG,PSMD7,ATP13A1,PSMD8,PSMD9,SLC44A2,PSMD10,PSMD11,PSMD12,SLC39A10,NIPAL3,PSMD13,MCOLN1,ATP10A,ATP8B2,PSME1,ATP10D,PSME2,SLC4A10,TTYH1,MRS2,SLC24A3,SLC12A5,NCEH1,UNC79,ANO8,SLC4A5,NGB,PEX19,ABCD3,RAF1,TRPV4,GNB4,RHAG,RNF5,SLC5A7,CYB5RL,RPS27A,RSC1A1,RYR1,RYR2,RYR3,SCNN1A,SCNN1B,SCNN1D,SCNN1G,CIDEC,ANO3,SEL1L,SLC28A3,SLC39A8,ABCG4,ABCG5,ABCG8,SGK1,LMF1,SLC13A3,BMP1,SLC30A5,SKP1,SLC26A6,SLC1A1,SLC1A2,SLC1A3,SLC4A3,SLC1A4,SLC1A5,SLC1A6,SLC1A7,WNK1,SLC2A1,SLC2A2,SLC2A3,SLC2A4,SLC3A1,SLC3A2,SLC4A1,SLC4A2,SLC5A1,SLC5A2,WNK4,WNK3,WNK2,SLC5A4,SLC5A5,SLC6A1,SLC6A2,SLC6A3,SLC6A6,SLC6A7,SLC6A9,SLC6A11,SLC6A12,SLC6A13,SLC7A1,SLC7A2,SLC8A2,SLC8A1,SLC8A3,SLC8A3,SLC9A1,SLC9A2,SLC9A3,SLC9A5,SLC11A1,SLC12A1,SLC12A2,SLC12A3,SLC12A4,SLC13A1,SLC14A1,SLC15A1,SLC15A2,SLC16A1,SLC16A2,SLC17A1,SLC34A1,SLC18A1,SLC18A2,SLC20A1,SLC20A2,SLCO2A1,SLCO1A2,SLC22A1,SLC22A3,SLC22A2,SLC22A4,SLC22A5,SLN,SLC2A11,SOAT1,SPG7,SRI,BSG,TF,TFR2,TFRC,TRPC1,TRPC3,TRPC4,TRPC5,TRPC6,TRPM2,UBA52,UBB,UBC,SLC35A2,NR1H2,VCP,VDAC1,VDAC2,VDAC3,VLDLR,BEST1,TRPV1,CA1,CA2,CA4,SLC30A1,SLC30A2,SLC30A3,BSND,TRPM8,DERL1,SLC39A7,MAIP1,SLC25A22,SEM1,NIPAL2,ATP8B4,CYBRD1,TUSC3,SLC8B1,TRPM3,CALM1,LRRC8E,CUBN,CALM2,TTYH3,SLC44A4,CALM3,SLC2A10,SLC7A5,CAMK2A,SLC38A1,CAMK2B,NIPA2,AKAP1,AMN,CAMK2D,SLC14A2,CAMK2G,SLC4A9,SLC25A18,MAGT1,SLC41A2,LRRC8C,ATP13A4,SOAT2,CASQ1,CASQ2,CUL1,SLC9A7,CREB3L3,SLC7A3,SLC35B4,SLC43A1,PEX3,ABCC11,SLC22A16,SLC45A3,RUNX1,SLC4A4,ABCC3,MBTPS1,RIPK1,RAB11A,SLC5A6,EIF2S2,ABCC10,AQP10,TRPA1,ATP6V0E1,ATP6V1E2,MCU,SLC7A7,SLC7A6,SLC13A2,ATP6V0D1,SLC16A3,LMF2,DERL3,RNF185,SLC6A5,SLC28A2,SLC28A1,SMDT1,MFSD4B,SLC24A1,SLC16A7,SLC33A1,SLC38A5,ATP6V1F,ASIC3,MMGT1,SLC22A6,SLC22A8,LIPG,TTYH2,FTMT,GNG8,ABCG2,SCARB1,PSMF1,SLC4A7,SLC4A8,PMPCB,ATP6V1G1,ABCG1,CLCA2,HEPH,PSMD6,ATP2C2,SLC12A6
R-HSA-382556	ABCC5,ABCB6,ABCC9,PSME3,PSMD14,ABCC4,ABCA7,ABCA10,ABCA9,ABCA8,ERLIN1,CFTR,OS9,ERLIN2,ABCB8,PSMB11,ABCC2,PSMA8,EIF2S1,EIF2S3,ABCA2,ABCA3,ABCD1,ABCB7,ABCD2,ABCF1,PSME4,ABCB10,ABCB9,ABCA6,ABCA5,ABCA4,ABCA12,ERLEC1,APOA1,ABCB5,ABCC6,KCNJ11,ABCC1,DERL2,ABCB1,ABCB4,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMB10,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD7,PSMD8,PSMD9,PSMD10,PSMD11,PSMD12,PSMD13,PSME1,PSME2,PEX19,ABCD3,RNF5,RPS27A,SEL1L,ABCG4,ABCG5,ABCG8,UBA52,UBB,UBC,VCP,DERL1,SEM1,PEX3,ABCC11,ABCC3,EIF2S2,ABCC10,DERL3,RNF185,PSMF1,ABCG1,PSMD6
R-HSA-3828062	GYG1,GYS1
R-HSA-383280	NR2E3,NR1H3,NR2C2AP,NR0B1,NR2F6,ESR1,ESR2,ESRRA,ESRRB,ESRRG,NR5A2,NR5A1,NR6A1,NR3C1,NRBP1,NRBF2,NR4A1,HNF4A,HNF4G,AR,NR3C2,NR4A2,PGR,PPARA,PPARD,PPARG,MED1,RARA,RARB,RARG,RORA,RORC,RXRA,RXRB,RXRG,NR2F1,THRA,THRB,NR2E1,NR2C1,NR2C2,NR1H2,VDR,NR4A3,NR0B2,NR1I2,NR1D1,NCOR1,NCOR2,NR1I3,NR1H4,NR1D2
R-HSA-3858494	PSME3,PSMD14,GNB5,GNB5,AP2M1,AP2S1,CLTA,CLTB,CLTC,PSMB11,PSMA8,PRICKLE1,CTNNB1,AP2A1,AP2A2,AP2B1,DVL1,DVL1,DVL2,DVL2,DVL3,DVL3,AGO3,AGO4,DAAM1,TNRC6B,PSME4,PLCB1,SCRIB,FZD2,FZD2,AGO1,AGO2,TNRC6A,GNAO1,GNAO1,GNAT2,GNAT2,GNB1,GNB1,GNB2,GNB2,GNB3,GNB3,GNG3,GNG3,GNG4,GNG4,GNG5,GNG5,GNG7,GNG7,GNG10,GNG10,GNG11,GNG11,GNGT1,GNGT1,GNGT2,GNGT2,ITPR1,ITPR2,ITPR3,KRAS,RHOA,ARRB2,MOV10,NFATC1,ROR1,ROR2,ROR2,PARD6A,LEF1,PDE6A,PDE6A,PDE6G,PDE6G,PDE6B,PDE6B,NLK,GNG13,GNG13,PFN1,PLCB2,PLCB3,GNG2,GNG2,WNT4,WNT4,PPP3CA,PPP3CB,PPP3R1,PRKCA,PRKCA,PRKCB,PRKCG,PRKG1,PRKG2,GNG12,GNG12,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMB10,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD7,PSMD8,PSMD9,SMURF1,PSMD10,PSMD11,PSMD12,PSMD13,PSME1,PSME2,VANGL2,TNRC6C,RAC1,RAC2,RAC3,GNB4,GNB4,RPS27A,RYK,SMURF2,MAP3K7,TCF7,TCF7L2,UBA52,UBB,UBC,WNT1,WNT1,WNT5A,WNT5A,WNT11,WNT11,FZD5,FZD5,FZD3,FZD3,SEM1,CALM1,CALM2,CALM3,WNT5B,WNT5B,CAMK2A,FZD1,FZD1,FZD4,FZD4,FZD6,FZD6,FZD7,FZD7,FZD8,TCF7L1,GNG8,GNG8,PSMF1,PSMD6
R-HSA-3858516	GYS2,GYG2
R-HSA-3878781	GBE1,GYS2,GYG2
