	Genes
GO:0016056	Gnat1,Opn4,Opn4,Pcp2,Rho
GO:0016062	Rdh11,Rs1
GO:0016064	Bcl10,C4b,Card9,Card9,Cd19,Cd74,Cfh,Cr2,Fcer1g,Fcer1g,Fcgr2b,Fcgr2b,H2-DMa,Igh-7,Igh-7,Igh-8,Igh-8,Igh-8,Igha,Ighd,Ighg1,Ighg1,Ighg1,Ighg1,Ighg1,Ighg1,Ighg1,Ighg1,Ighg1,Ighg2a,Ighg2a,Ighg2a,Ighg2a,Ighg2a,Ighg2b,Ighg2b,Ighg2b,Ighg2b,Ighg2b,Ighg2c,Ighm,Ighm,Ighm,Ighm,Il13ra2,Il4ra,Il9,Il9r,Inpp5d,Irf7,Myd88,Prkcd,Tcirg1,Tnfsf13,Fcer1g
GO:0016070	Ddx54,Dusp11,Ear7,Ncbp1,Pop5,Rnaseh2a,Tsn,Wdr74,Xrn2,Lsm8,Lsm1
GO:0016071	Cebpg,Hnrnpdl,Hnrnpu,Lncbate1,Tbrg4,Usp25
GO:0016072	Nat10
GO:0016073	Mepce
GO:0016074	Fbl
GO:0016075	Dicer1,Dis3,Dis3l,Drosha,Ern2,Slfn14,Slfn14,Slfn8,Slfn8,Slfn9,Trir,Xrn1,Exosc4,Dis3l,Xrn1,Slfn14,Exosc7,Dis3,Exosc9,Exosc8,Exosc5,Exosc6
GO:0016076	Rbm7
GO:0016077	Nudt16l1,Nudt16l2,Nudt16
GO:0016078	Pop1,Slfn8,Slfn8,Slfn9
GO:0016079	Cadps,Cadps2,Cplx1,Cplx1,Cplx2,Cplx3,Otof,Otof,Otof,P2rx7,Ppfia3,Ppfia3,Rab3a,Rab3a,Snap25,Snap25,Snap25,Snapin,Snca,Sptbn2,Stx1a,Stx1a,Stx1a,Stx1a,Stx1b,Stx1b,Stx4a,Syt1,Syt10,Trim9,Unc13a,Unc13a,Unc13b,Unc13b,Unc13b,Unc13b,Unc13c,Vamp2,Vamp2,Vamp2,Snapin,Cplx2,Cplx4,Cplx3,Cplx1
GO:0016080	Nlgn1,Pclo,Psen1,Scrib
GO:0016081	Ctbp2,Ctbp2,Ppfia3,Ppfia3,Rims1,Rims1,Rims2,Rims2,Stx1b,Stx1b,Stx3,Stx4a,Syde1,Unc13a,Unc13b,Vamp2,Vamp2,Unc13c,Unc13b,Unc13a
GO:0016082	Cadps,Cadps,Cadps,Cadps,Cadps2,Cadps2,Cadps2,Cadps2,Cadps2,Erc1,Erc1,Erc2,Erc2,Napa,Napa,Otof,Rims1,Rims1,Rims1,Rims1,Rims1,Rims2,Rims2,Snca,Stxbp1,Stxbp1,Stxbp1,Sv2a,Sv2a,Sv2a,Sv2a,Synj1,Unc13a,Unc13a,Unc13a,Unc13a,Unc13b,Unc13b,Unc13b,Unc13b,Unc13c,Vamp1,Vamp1,Vamp1,Vamp1,Vamp1,Snap23,Snap29,Otof,Snap25,Unc13b,Snap47,Unc13c,Unc13a
GO:0016094	Dhdds
GO:0016095	Srd5a3,Srd5a3,Srd5a3
GO:0016098	Cyp1a2,Cyp2e1
GO:0016104	Lss
GO:0016116	Bco2
GO:0016119	Bco2,Bco2
GO:0016121	Bco2,Bco2,Bco1,Bco2
GO:0016122	Bco2
GO:0016125	Dhcr24,Ebp,Ebpl,Lipa,Lss,Cyp51,Cyp26a1,Lipa,Arv1,Cyp26c1,Cyp26b1
GO:0016126	Cyb5r1,Cyb5r2,Cyb5r3,Cyp51,Dhcr24,Dhcr7,Ebp,Ebp,Erg28,Fdft1,Fdps,Gm9745,Hmgcs1,Hmgcs2,Idi2,Insig1,Insig2,Mvd,Mvk,Nsdhl,Pmvk,Prkaa1,Prkaa2,Sqle,Hmgcr,Ch25h,Gm12248,Lbr,Ebp,Dhcr7,Sc5d,Tm7sf2,Insig2,Sqle,Insig1,Msmo1
GO:0016132	Dhcr7
GO:0016139	Fuca1,Fuca2,Gba2,Naga,Gla,Fuca1,Fuca2
GO:0016149	Etf1
GO:0016150	Mrpl58,Mrpl58
GO:0016151	Car3,Fhit,Gstm1,P2rx2,Slc11a2
GO:0016153	Uroc1,Uroc1
GO:0016154	Tymp
GO:0016155	Aldh1l1,Aldh1l2
GO:0016160	Amy1,Amy2a5,Mgam
GO:0016165	Alox12,Alox12,Alox12e,Alox15,Alox8,Alox12
GO:0016167	Gfra2,Gfra4,Gfral,Gfral,Gfral,Gfral,Gfra3,Gfra2,Gfra4
GO:0016170	Syk
GO:0016174	Aifm1,Aifm1,Duox1,Duox2,Fmo5,Kmo,Mical1,Mical2,Nox1,Nox4,Txnrd1,Aifm1,Kmo
GO:0016175	Cyba,Cyba,Cybb,Cybb,Ncf1,Ncf1,Ncf2,Ncf2,Nox1,Nox1,Nox1,Nox3,Nox4,Nox4,Cybb,Duox2,Nox1,Nox4,Nox3,Duox1
GO:0016176	Ncf1,Ncf1,Ncf1,Ncf2,Ncf4,Noxa1,Noxa1,Noxo1,Pdgfb,Sh3pxd2a,Sh3pxd2b,Ncf2,Ncf4,Ncf1,Noxa1,Noxo1
GO:0016180	Ints1,Ints10,Ints11,Ints12,Ints2,Ints3,Ints4,Ints5,Ints6,Ints7,Ints8,Ints9,Tut1,Ints10,Ints11,Ints4
GO:0016182	Ap1s2,Ap1s2,Ap1s2,Ap3b1,Ap3b1,Ap3d1,Ap3d1,Ap3d1,Btbd8,Btbd8,Btbd8,Btbd8,Ap3d1
GO:0016185	Dnm1,Dnm3,Snap91,Picalm,Snap91
GO:0016188	Dlg4,Dlg4,Picalm,Rab3a,Snapin,Stxbp1,Unc13a,Zdhhc15,Zdhhc15,Zdhhc2,Unc13c,Unc13b,Zdhhc15,Unc13a
GO:0016189	Stx12,Stx6,Vamp4,Vti1a
GO:0016191	Dnajc6,Dnajc6,Dnajc6,Dnajc6,Dnajc6,Dnajc6,Sh3gl1,Sh3gl2,Sh3gl3,Synj1,Synj1,Synj1,Synj1,Synj1,Dnajc6
GO:0016192	Ahi1,Ap1b1,Ap1g1,Ap1g2,Ap1m1,Ap1m2,Ap1s1,Ap1s1,Ap1s2,Ap2a1,Ap2a2,Ap2m1,Ap3b1,Ap3b2,Ap3d1,Ap3s1,Ap3s2,Ap4b1,Ap4e1,Ap4m1,Ap4s1,Arcn1,Arf1,Arfgap1,Arfgap2,Arfgap3,Bcap29,Bcap31,Bet1,Bloc1s5,Blzf1,Bnip1,Bves,Caml,Chmp1a,Clint1,Clta,Cltb,Cltc,Cnih1,Cnih1,Cnih2,Cnih3,Cnih4,Cnih4,Copa,Copa,Copb1,Copb1,Copb2,Copb2,Cope,Copg1,Copg1,Copg2,Copg2,Copz1,Copz1,Copz2,Cul3,Ergic1,Ergic2,Ergic3,Fmn2,Fuz,Gga1,Gga2,Gga3,Golt1b,Gosr1,Gosr2,Gsn,Hps1,Hps4,Intu,Jagn1,Kdelr1,Kdelr2,Kdelr3,Kif17,Kif3b,Kif5a,Klhl12,Kxd1,Lman1,Mapk8ip1,Mapk8ip3,Mcfd2,Mia3,Mlc1,Mon1a,Mon1b,Mppe1,Myo5a,Myo5b,Napa,Napb,Napg,Nsf,Optn,Picalm,Preb,Rab10,Rab11a,Rab11fip3,Rab1a,Rab27a,Rab29,Rab2a,Rab2b,Rab32,Rab38,Rab39b,Rab6a,Rab6b,Rabep1,Rhobtb3,Rint1,Rtn3,Sar1a,Sar1b,Scyl1,Sec13,Sec13,Sec16a,Sec16b,Sec22a,Sec22b,Sec22c,Sec23a,Sec23b,Sec24a,Sec31a,Sec31b,Sft2d2,Sft2d3,Snap23,Spire1,Spire2,Sptbn2,Stx11,Stx12,Stx16,Stx17,Stx17,Stx18,Stx19,Stx1a,Stx1b,Stx2,Stx3,Stx4a,Stx5a,Stx6,Stx7,Stx8,Stxbp6,Syt13,Sytl1,Tbc1d23,Tbc1d4,Tbc1d8b,Tgfbrap1,Tmed10,Tmed2,Trappc1,Trappc1,Trappc10,Trappc11,Trappc12,Trappc2l,Trappc3,Trappc3l,Trappc4,Trappc5,Trappc6a,Tulp1,Use1,Uso1,Uso1,Vamp1,Vamp2,Vamp3,Vamp4,Vamp5,Vamp7,Vamp7,Vamp7,Vamp8,Vps11,Vps18,Vps33a,Vps33b,Vps39,Vps41,Vps4a,Vti1a,Vti1b,Yif1a,Yipf1,Yipf2,Yipf5,Ykt6,Ykt6,Zfpl1,Zfyve27,Zfyve27,Zw10,Ap3m2,Ap1m2,Mapk8ip3,Hspa1l,Trim23,Ston1,Tvp23a,Arf4,Stxbp1,Kif1b,Ap2b1,Syt8,Vps33a,Chm,Syt7,Ap1m1,Hspa2,Arl6,Hspa1b,Arl5a,Ap1s3,Syt1,Necap1,Hspa8,Scfd2,Arf1,Ap2m1,Arl5b,Ccz1,Syt10,Ap3b1,Cacfd1,Arf5,Syt15,Arf2,Zfyve27,Ap3m1,Arl11,Ap4s1,Ston2,Stxbp2,Arl1,Syt5,Tvp23b,Syt13,Syt6,Syt17,Ap2s1,Syt4,Arf6,Ap3b2,Ap3s1,Ap4b1,Spag9,Arl5c,Arl14,Syt11,Jagn1,Ap1s1,Hspa1a,Syt3,Vps45,Hspa14,Stxbp3,Necap2,Kif1c,Arl4c,Vps33b,Syt9,Syt12,Chml,Ap4m1,Arf3,Scfd1,Ap3s2,Arl4d,Kif1a,Syt2,Arl4a,Gdi1,Ap1s2,Gdi2,Ap1b1
GO:0016197	4932438A13Rik,Abca1,Agap2,Alms1,Als2,Als2,Ankfy1,Ap5b1,Ap5m1,Ap5s1,Ap5z1,Arhgap1,Arl8b,Cdc42,Coro1c,Cracr2a,Dpy30,Ehd1,Htt,Lamtor1,Lrba,Lrp2,Mcoln1,Myo5b,Nsg1,Picalm,Rab10,Rab13,Rab35,Rassf9,Snap25,Snx18,Snx27,Snx27,Snx27,Snx33,Snx9,Tmcc1,Vps36,Vps4a,Vps4b,Was,Washc1,Washc4,Washc4,Washc5,Zfyve16,Vps4a,Itsn2,Vps16,Ehd4,Ap5s1,Ehd2,Ehd1,Zfyve16,Itsn1,Nsg1,Ap5m1,Reps2,Srl,Nsg2,Eps15,Zfyve9,Tmcc1,Clec16a,Anxa8,Reps1,Washc4,Ehd3,Caly,Bloc1s2,Ap5b1,Bloc1s1,Eps15l1
GO:0016198	Efnb3,Gap43,Gap43
GO:0016199	App,Foxg1,Robo1,Robo2,Robo3,Robo3
GO:0016202	Boc,Cdon,Cenpf,Lox,Smad3,Tgfb1
GO:0016203	Dag1
GO:0016206	Comt,Comt,Comt,Comt,Tomt,Tomt,Comt
GO:0016208	Acss1,Ak8,Akap7,Aprt,Aprt,Cfap45,Cyb5r3,Fbp1,H1f4,Mpped2,Oxgr1,Pfkm,Prkag1,Prkag2,Prps2,Pygl,Pygm,Prkag2,Prkag1,Pfkm,Prkag3,Aprt,Pfkl,Pfkp
GO:0016209	Apoa4,Apoe,Apom,Apom,Cat,Fabp1,Hp,Prdx1,Prdx1,Prdx2,Prdx3,Prdx3,Prdx4,Prdx4,Prdx5,Prdx5,Prdx6,Prdx6,Prxl2a,S100a8,S100a9,Selenos,Selenow,Sod1,Sod3,Srxn1,Trp53inp1,Ubiad1,Prxl2c,Prxl2a,Prxl2b
GO:0016212	Aadat,Aadat,Got2,Kyat1,Kyat3,Kyat3,Kyat1,Aadat
GO:0016213	Fads1,Fads2
GO:0016222	P4ha1,P4ha2,P4hb
GO:0016223	Agxt2
GO:0016226	Abcb7,Ciao1,Ciao2a,Ciao2b,Ciao3,Ciao3,Fxn,Fxn,Fxn,Hscb,Hspa9,Hspa9,Iscu,Mms19,Nfu1,Nubp1,Xdh,Ciao1,Ciapin1,Mms19,Isca1,Lyrm4,AK157302,Isca2,Nubpl,Nfs1,Nubp1,Ciao3,Iba57,Ciao2b,Nfu1,Nubp2
GO:0016229	Akr1c14,Hsd17b11,Rdh1,Rdh14,Akr1c18,Akr1d1,Akr1c21,Hsd17b13,Akr1c13,Akr1cl,Akr1c20,Akr1c14,Hsd17b11,Akr1c6,Akr1c19,Akr1c12
GO:0016230	Nsmaf,Stx4a
GO:0016231	Hexb,Oga,Oga,Oga
GO:0016232	Chst10
GO:0016233	Acd,Acd,Dclre1b,Hnrnpa2b1,Pot1a,Pot1b,Pot1b,Prkdc,Stn1,Terf2,Tinf2,Acd,Pot1a,Pot1b,Tinf2
GO:0016234	Agl,Bag5,Bag5,Dnajb2,Gys1,Hap1,Hdac6,Hsp90ab1,Hspa1a,Hspa1a,Hspa1b,Htt,Htt,Iapp,Keap1,Keap1,Keap1,Lrrk2,Mt3,Prnp,Psmc4,Psmc5,Psmc6,Rad50,Snca,Snca,Snca,Sncb,Sqstm1,Wdfy3
GO:0016235	Cabin1,Card14,Clu,Dvl2,Edem1,Eef2,Eps15,Fgr,Hdac6,Hoxc9,Hoxd3,Hspa1a,Hspa1a,Hspa1b,Hspb7,Klf8,Klhl14,Pold1,Prdm16,Prkcq,Prkn,Psap,Psen1,Rangap1,Rnf32,Sfmbt2,Sqstm1,Stradb,Tdp2,Trim37,Trim50,Trim66,Ubd,Ubqln1,Ucma,Ucma,Urb2,Xrn2,Zbtb14,Zdhhc17,Trim37,Sqstm1
GO:0016236	Atg14,Atg3,Atg5,Atg5,Atg5,Atg5,Atg7,Atg7,Atg7,Atg7,Becn1,Becn1,Becn1,Cln3,Hdac10,Map1lc3a,Myo5a,Nbr1,Pik3c2a,Pik3c2b,Pik3c3,Pik3c3,Plaa,Sqstm1,Tbc1d5,Tcirg1,Tmem74,Trp53inp2,Ubqln1,Ubxn6,Ulk1,Ulk1,Ulk1,Vcp,Yod1,Zfyve1,Nbr1,Ilrun,Gabarapl1,Vti1b,Map1lc3b,Vti1a,Gabarap,Atg10,Map1lc3a,Ei24,Pik3r4,Gabarapl2,Vps41
GO:0016239	Bnip3,Bnip3l,C9orf72,Dcn,Dcn,Epm2a,Epm2a,Epm2a,Gnai3,Gpsm1,Hif1a,Hmox1,Ikbkg,Il4,Kdr,Larp1,Map3k7,Pafah1b2,Pim2,Pink1,Rab12,Rufy4,Scoc,Sesn2,Sirt1,Sirt1,Sirt1,Sting1,Sting1,Supt5,Tbk1,Tsc1,Tsc2,Tsc2,Tsc2,Wac,Sting1,Trim13,Sesn3,Sesn2,Sesn1,Rufy4,Il4
GO:0016240	Atg14,Atp2a2,Snap29,Stx17,Vamp8,Vmp1
GO:0016241	Atp13a2,Atp6v0a1,Hdac6,Prkaa2,Ubqln2,Ubqln2,Ubqln1
GO:0016242	Hmox1,Lrrk2,Lzts1,Mtor,Mtor,Mtor,Npc1,Npc1,Nrbp2,Pink1,Poldip2,Qsox1,Smcr8,Tsc1,Tsc2,Usp36,Mtor,Smg1
GO:0016243	Atp13a2,Atp13a2,Cln3
GO:0016246	Dicer1,Nrde2
GO:0016247	Cnih2,Cnih3,Snf8,Cacng8,Cacng7,Cacng2,Cacng5,Cacng4,Cacng3
GO:0016248	Bcl2,Slc15a1
GO:0016250	Sgsh,Sgsh
GO:0016251	Ccnh,Dr1,Drap1,Foxa2,Gtf2a1,Gtf2a2,Gtf2b,Gtf2e1,Gtf2e2,Gtf2f1,Gtf2f2,Gtf2h2,Gtf2h3,Gtf2h4,Snapc4,Snapc5,Taf1,Taf10,Taf10,Taf12,Taf4,Taf5,Taf5,Taf6,Taf6,Taf6l,Taf7,Taf7,Tbp,Tbp,Tbpl1,Gtf2b,Taf9b,Taf10,Taf4,Gtf2f1,Tbpl2,Taf9,Taf5,Taf7l,Taf4b,Tbp,Taf7l2,Taf6,Taf7,Taf1,Taf2,Drap1,Gtf2a2
GO:0016255	Pigs,Pigt,Pigu,Pigt,Pigu,Pigk,Pigs,Gpaa1
GO:0016256	Gnptab,Gnptab
GO:0016259	Txnrd1
GO:0016260	Sephs2,Sephs2,Sephs1
GO:0016261	Scly
GO:0016262	B3gnt8,Eogt,Ogt,Ogt,Ogt,Eogt,B3gnt8
GO:0016263	C1galt1,C1galt1,C1galt1c1
GO:0016264	Ctnna1,Gja5,Gjb2,Gjb2,Gjb6,Gjc1,Gjd3,Gjd3
GO:0016266	C1galt1,Galnt10,Galnt2,Gxylt1,Gxylt2,Pomgnt1,Xxylt1,Xxylt1,Pomgnt1,Gxylt1,Gxylt2
GO:0016267	C1galt1,C1galt1c1,C1galt1
GO:0016272	Pdrg1,Pfdn1,Pfdn2,Pfdn4,Pfdn5,Pfdn6,Vbp1,Pfdn5,Pfdn6,Vbp1,Pfdn4
GO:0016274	Carm1,Carm1,Fbxo11,Prmt1,Prmt1,Prmt1,Prmt1,Prmt2,Prmt3,Prmt3,Prmt5,Prmt6,Prmt6,Prmt7,Prmt8,Prmt9
GO:0016275	Prmt1
GO:0016277	Prmt7
GO:0016279	Antkmt,Atpsckmt,Atpsckmt,Eef1akmt1,Eef1akmt2,Eef1akmt3,Eef1akmt3,Eef1akmt4,Eef2kmt,Ehmt1,Ehmt2,Etfbkmt,Etfbkmt,Ezh2,Kmt5a,Mettl21a,Mettl21c,Mettl21c,Setd2,Setd6,Setd7,Setd7,Smyd2,Vcpkmt,Eef1akmt3,Vcpkmt,Etfbkmt,Mettl21e,Antkmt,Mettl21c,Setd3,Eef1akmt2,Mettl21a,Setd4,Setd6,Atpsckmt
GO:0016281	Eif4e,Eif4e,Eif4g1,Eif4g1,Eif4g2,Otud6b,Eif4g1,Eif4g3,Eif4e3,Eif4e1b,Eif4e,Eif4g2,Eif4e2,Gm20696
GO:0016282	Dhx29,Eif1b,Eif1,Eif3h
GO:0016286	Kcnn1,Kcnn1,Kcnn1,Kcnn2,Kcnn2,Kcnn2,Kcnn2,Kcnn2,Kcnn3,Kcnn3,Kcnn4,Kcnn2,Kcnn3,Kcnn1
GO:0016287	Gnpat,Gnpat,Gnpat,Gnpat
GO:0016290	Acaa2,Acot1,Acot11,Acot13,Acot2,Acot3,Acot5,Acot7,Acot7,Acot8,Acot9,Baat,Hnf4a,Mblac2,Pla2g6,Pla2g6,Pla2g6,Ppt1,Them4,Them5,Them5,Pla2g6,Acot7
GO:0016295	Fasn,Olah
GO:0016296	Fasn,Olah
GO:0016297	Fasn,Olah
GO:0016298	Aadac,Daglb,Daglb,Ldah,Lipa,Lipa,Lipc,Lipc,Lipe,Lypla1,Notum,Plb1,Pnlip,Pnlip,Pnliprp1,Pnliprp2,Lipi,Pnlip,Lpl,Mgll,Pnliprp2,Liph,Lipg,Pla1a,Lipc
GO:0016300	Alkbh8,Alkbh8,Trmt9b,Trmt44
GO:0016301	4921509C19Rik,Aak1,Aatk,Abl1,Abl1,Abl2,Acvr1,Acvr1b,Acvr1c,Acvr2a,Acvr2b,Acvrl1,Adck1,Adck2,Adck5,Adk,Adpgk,Agk,Agk,Ak1,Ak2,Ak3,Ak4,Ak5,Ak7,Ak8,Akt1,Akt2,Akt3,Aldh18a1,Alk,Alpk1,Alpk2,Alpk3,Amhr2,Ankk1,Araf,Atm,Atm,Atr,Atr,Aurka,Aurkb,Aurkc,Axl,Baz1b,Bckdk,Bcr,Blk,Bmp2k,Bmpr1a,Bmpr1b,Bmpr2,Bmx,Braf,Brsk1,Brsk2,Btk,Bub1,Bub1b,Camk1,Camk1d,Camk1g,Camk2a,Camk2b,Camk2d,Camk2g,Camk4,Camkk1,Camkk2,Cask,Ccl3,Ccnd1,Ccne1,Ccnh,Cdc42bpa,Cdc42bpb,Cdc42bpg,Cdc7,Cdk1,Cdk1,Cdk10,Cdk11b,Cdk12,Cdk13,Cdk14,Cdk15,Cdk16,Cdk17,Cdk18,Cdk19,Cdk2,Cdk20,Cdk4,Cdk5,Cdk5r1,Cdk6,Cdk7,Cdk8,Cdk9,Cdkl1,Cdkl2,Cdkl3,Cdkl4,Cdkl5,Cerk,Cerk,Cert1,Chek1,Chek2,Chka,Chkb,Chkb,Chuk,Ciita,Cilk1,Cit,Clk1,Clk2,Clk3,Clk4,Clp1,Cmpk1,Cmpk2,Coasy,Coq8a,Csf1r,Csk,Csnk1a1,Csnk1d,Csnk1e,Csnk1g1,Csnk1g2,Csnk1g3,Csnk2a1,Csnk2a1,Csnk2a2,Dapk1,Dapk2,Dapk3,Dapk3,Dcaf1,Dck,Dclk1,Dclk2,Dclk3,Ddr1,Ddr2,Dgka,Dgkb,Dgkb,Dgkd,Dgkd,Dgke,Dgkg,Dgkg,Dgkh,Dgkh,Dgki,Dgki,Dgkq,Dgkq,Dgkz,Dguok,Dmpk,Dolk,Dstyk,Dtymk,Dyrk1a,Dyrk1b,Dyrk2,Dyrk3,Dyrk4,Eef2k,Egfr,Eif2ak1,Eif2ak2,Eif2ak3,Eif2ak4,Epha1,Epha10,Epha2,Epha3,Epha4,Epha5,Epha6,Epha7,Epha8,Ephb1,Ephb2,Ephb3,Ephb4,Erbb2,Erbb3,Erbb4,Ern1,Ern2,Etnk1,Etnk2,Fam20b,Fam20c,Fastk,Fcsk,Fer,Fes,Fgfr1,Fgfr2,Fgfr3,Fgfr4,Fggy,Fgr,Flt1,Flt3,Flt4,Frk,Fyn,Gak,Galk1,Galk1,Galk2,Galk2,Gck,Gk,Gk2,Gk5,Glyctk,Gm4922,Gm7168,Gne,Grk1,Grk2,Grk3,Grk4,Grk5,Grk6,Gsk3a,Gsk3b,Gsk3b,Guk1,Haspin,Hck,Hipk1,Hipk2,Hipk3,Hipk4,Hk1,Hk2,Hk3,Hkdc1,Hunk,Hykk,Idnk,Idnk,Igf1r,Ikbkb,Ikbke,Ilk,Insr,Insrr,Ippk,Irak1,Irak4,Itk,Itpk1,Itpkc,Jak1,Jak2,Jak3,Kalrn,Kdr,Khk,Kit,Ksr1,Ksr2,Lats1,Lats2,Lck,Limk1,Limk2,Lmtk2,Lmtk3,Lrguk,Lrrk1,Lrrk2,Ltk,Lyn,Mak,Map2k1,Map2k2,Map2k3,Map2k4,Map2k5,Map2k6,Map3k1,Map3k10,Map3k11,Map3k12,Map3k13,Map3k14,Map3k15,Map3k19,Map3k2,Map3k20,Map3k21,Map3k3,Map3k4,Map3k5,Map3k6,Map3k7,Map3k8,Map3k9,Map4k1,Map4k2,Map4k3,Map4k4,Map4k5,Mapk1,Mapk1,Mapk10,Mapk11,Mapk12,Mapk13,Mapk14,Mapk14,Mapk15,Mapk3,Mapk4,Mapk6,Mapk7,Mapk8,Mapk8,Mapk8,Mapk9,Mapkapk2,Mapkapk3,Mapkapk5,Mark1,Mark2,Mark3,Mark4,Mast1,Mast2,Mast3,Mast4,Mastl,Matk,Melk,Mertk,Met,Mink1,Mknk1,Mknk2,Mok,Mos,Mst1r,Mtor,Mtor,Musk,Mvk,Mylk,Mylk2,Mylk3,Myo3a,Myo3b,Nadk,Nadk2,Nagk,Nek1,Nek10,Nek11,Nek2,Nek3,Nek4,Nek5,Nek6,Nek7,Nek8,Nek9,Nim1k,Nlk,Nme1,Nme2,Nme3,Nme4,Nme6,Nme7,Nmrk1,Nmrk2,Nol9,Nrk,Ntrk1,Ntrk2,Ntrk3,Nuak1,Nuak2,Obscn,Oxsr1,Pak1,Pak2,Pak3,Pak4,Pak5,Pak6,Pank1,Pank2,Pank3,Papss1,Papss2,Pask,Pbk,Pck1,Pdgfra,Pdgfrb,Pdik1l,Pdk1,Pdk2,Pdk3,Pdk4,Pdpk1,Pdxk,Pfkfb1,Pfkfb4,Pfkl,Pfkm,Pfkp,Pgk1,Pgk2,Phkg1,Phkg2,Pi4k2a,Pi4k2b,Pi4ka,Pi4kb,Pi4kb,Pik3c2a,Pik3c2a,Pik3c2g,Pik3c2g,Pik3c3,Pik3ca,Pik3cb,Pik3cd,Pik3cg,Pik3r4,Pikfyve,Pim1,Pim2,Pim3,Pink1,Pink1,Pip4k2a,Pip4k2b,Pip4k2c,Pip5k1a,Pip5k1b,Pip5k1c,Pip5kl1,Pkdcc,Pklr,Pkm,Pkmyt1,Pkn1,Pkn2,Pkn3,Plk1,Plk2,Plk3,Plk4,Plk5,Pmvk,Pnck,Pnkp,Pomk,Ppip5k1,Ppip5k2,Prkaa1,Prkaa2,Prkaca,Prkacb,Prkca,Prkcb,Prkcd,Prkce,Prkcg,Prkch,Prkci,Prkcq,Prkcz,Prkd1,Prkd2,Prkd3,Prkdc,Prkdc,Prkg1,Prkg2,Prkx,Prpf4b,Prps1,Prps2,Pskh1,Ptk2,Ptk2b,Ptk6,Ptk7,Raf1,Rbks,Rbks,Ret,Rfk,Riok1,Riok2,Riok3,Ripk1,Ripk2,Ripk3,Ripk4,Rock1,Rock2,Ror2,Ros1,Rps6ka1,Rps6ka2,Rps6ka3,Rps6ka4,Rps6ka5,Rps6ka6,Rps6kb1,Rps6kb2,Rps6kc1,Rps6kl1,Rskr,Ryk,Sbk1,Sbk2,Sbk3,Sephs1,Sephs2,Sgk1,Sgk2,Sgk3,Sgms1,Sgms2,Shpk,Sik1,Sik2,Sik3,Slk,Smg1,Smg1,Smok2a,Smok2b,Snrk,Speg,Sphk1,Sphk1,Sphk2,Sphk2,Src,Srms,Srpk1,Srpk2,Srpk3,Stk10,Stk11,Stk16,Stk17b,Stk19,Stk24,Stk25,Stk26,Stk3,Stk31,Stk32a,Stk32b,Stk32c,Stk33,Stk35,Stk36,Stk38,Stk38l,Stk39,Stk39,Stk4,Stk40,Styk1,Syk,Taf1,Taok1,Taok2,Taok3,Tbk1,Tec,Tek,Tesk1,Tesk2,Tgfbr1,Tgfbr2,Tie1,Tk1,Tk2,Tkfc,Tlk1,Tlk2,Tnik,Tnk1,Tnk2,Tnni3k,Tpk1,Trio,Trpm6,Trpm7,Tssk1,Tssk2,Tssk3,Tssk4,Tssk5,Tssk6,Ttbk1,Ttk,Ttn,Txk,Tyk2,Tyro3,Uck1,Uck1,Uck2,Uck2,Uckl1,Uckl1,Uhmk1,Ulk1,Ulk2,Ulk3,Ulk4,Vrk1,Vrk2,Wee1,Wee2,Wnk1,Wnk2,Wnk3,Wnk4,Xylb,Yes1,Zap70,Fn3krp,Ckmt2,Ckb,Itpka,Ip6k1,Itpkb,Ckm,Fn3k,Ip6k3,Pstk,Ip6k2,Coq8b,Ckmt1,Itpkc,Ipmk,Coq8a
GO:0016303	Atm,Pik3c2a,Pik3c2a,Pik3c2a,Pik3c2b,Pik3c3,Pik3c3,Pik3ca,Pik3ca,Pik3ca,Pik3cb,Pik3cb,Pik3cb,Pik3cg,Pik3cg,Pik3cg,Pik3r1,Pik3r1,Pik3cd,Pik3c2a,Pik3c3,Pik3ca,Pik3cb,Pik3cg,Pik3c2g,Pik3c2b
GO:0016307	Pikfyve,Pip4k2a,Pip4k2b,Pip4k2c,Pip5k1a,Pip5k1b,Pip5k1c,Pip5kl1
GO:0016308	Pikfyve,Pip4k2a,Pip4k2b,Pip4k2b,Pip4k2c,Pip4k2c,Pip5k1a,Pip5k1a,Pip5k1a,Pip5k1a,Pip5k1b,Pip5k1b,Pip5k1b,Pip5k1b,Pip5k1c,Pip5k1c,Pip5k1c,Pip5k1c,Pip5k1c,Pip5kl1
GO:0016309	Pip4k2a,Pip4k2b,Pip4k2c
