	Genes
GO:0000122	Acvr2b,Aebp1,Aebp2,Ahr,Ahrr,Ajuba,Akirin2,Alx1,Ankrd1,Ankrd2,Ankrd33,Apbb1,Apbb1,Apbb2,Apbb3,App,Ar,Arid1a,Arid1a,Arid5a,Arid5b,Arx,Ascl1,Ascl2,Ascl3,Asxl2,Atf2,Atf3,Atf3,Atf4,Atf7,Atf7ip,Atn1,Atn1,Atxn1,Atxn1l,Atxn1l,Aurkb,Bach1,Bach1,Bach2,Barx2,Batf3,Bcl11a,Bcl11a,Bcl11a,Bcl6,Bcl6,Bcl6,Bcl6,Bcl6,Bcl6,Bcl6,Bcl6,Bcl6,Bcl6,Bcl6,Bcl6,Bcl6b,Bcor,Bcor,Bcor,Bend3,Bhlhe40,Bhlhe40,Bhlhe41,Bhlhe41,Bhlhe41,Bmi1,Bmi1,Bmi1,Bmi1,Bmi1,Bmp2,Bmp2,Bmp2,Bmp2,Bmp4,Bmp4,Bmp4,Bmp6,Bptf,Btg2,C1qbp,Calr,Cav1,Cbfa2t2,Cbfa2t3,Cbfb,Cbx2,Cbx2,Cbx2,Cbx4,Cbx4,Cbx4,Cbx4,Cbx5,Cbx6,Cbx7,Cbx8,Cc2d1a,Cc2d1b,Ccnd1,Ccnd1,Ccnd3,Ccne1,Cd36,Cdc73,Cdc73,Cdk2,Cdk6,Cdkn1c,Cdx2,Cdx2,Cdx2,Cdx4,Cebpa,Cebpb,Cebpb,Cela1,Cggbp1,Chd3,Chd4,Chd5,Chd8,Cic,Cic,Ciita,Ciita,Cir1,Cited2,Cnbp,Cnot1,Cnot2,Cops2,Coq7,Cpeb3,Crebbp,Crebrf,Crem,Cry1,Cry1,Cry2,Crym,Ctbp1,Ctbp1,Ctcf,Ctcf,Ctnnb1,Ctnnbip1,Ctnnbip1,Ctr9,Cul3,Cux1,Cux1,Cux2,Cux2,Cxxc5,Dab2,Dab2ip,Dach1,Dach1,Dach1,Dach1,Dact1,Daxx,Dcaf1,Ddit3,Ddit3,Ddit3,Ddit3,Ddx20,Ddx20,Ddx5,Deaf1,Dicer1,Dicer1,Dkk1,Dkk1,Dkk1,Dlg1,Dll4,Dlx1,Dlx1,Dlx2,Dlx4,Dmap1,Dmap1,Dmbx1,Dmbx1,Dmrt1,Dmrt1,Dmrt1,Dnaja3,Dnajb5,Dnajc17,Dnmt1,Dnmt1,Dnmt1,Dnmt3a,Dnmt3a,Dnmt3b,Dnmt3b,Dr1,Drap1,Drap1,Drd3,Dubr,Dusp15,Dusp22,Dusp26,E2f1,E2f6,E2f7,E2f7,E2f7,E2f7,E2f7,E2f8,E2f8,E2f8,E2f8,E4f1,Edn1,Ednrb,Ednrb,Eed,Eed,Eef1aknmt,Efna1,Egr1,Ehmt1,Ehmt2,Ehmt2,Ehmt2,Ehmt2,Eid1,Eid2,Elane,Elk4,En1,Eng,Eno1,Eno1b,Eomes,Ep300,Epas1,Epc1,Epo,Erf,Esr1,Esr2,Esr2,Esrra,Esx1,Ets2,Etv3,Etv5,Etv6,Ezh1,Ezh1,Ezh2,Ezh2,Ezh2,Ezr,Fam220a,Fasl,Fbln5,Fbp1,Ferd3l,Fezf1,Fezf2,Fgf9,Fgfr1,Fgfr2,Fgfr3,Fhl2,Fhl2,Flcn,Flcn,Fnip1,Fnip2,Foxa1,Foxa1,Foxc1,Foxc2,Foxd3,Foxd3,Foxe1,Foxf1,Foxf1,Foxg1,Foxh1,Foxh1,Foxj1,Foxl2,Foxm1,Foxo3,Foxp1,Foxp1,Foxp1,Foxp1,Foxp1,Foxp1,Foxp2,Foxp2,Foxp2,Foxp3,Foxp3,Foxp3,Foxp3,Foxp3,Foxp3,Foxp3,Foxp4,Foxp4,Foxq1,Foxs1,Frk,Fst,Gabpa,Gadd45a,Gata1,Gata1,Gata1,Gata2,Gata3,Gata6,Gbp4,Gfi1,Gfi1,Gfi1b,Gli2,Gli2,Gli3,Glis1,Glis2,Glis2,Glis2,Glis3,Glis3,Glrp1,Gm4924,Gps2,Gps2,Gsc,Gsc,Gtf2ird1,Gzf1,Gzf1,H1f0,H1f2,H1f3,H1f4,H1f5,H3c14,Halr1,Halr1,Halr1,Hamp,Hand1,Hand1,Hba-x,Hbb-bh1,Hbb-y,Hbb-y,Hbp1,Hcfc1,Hcfc2,Hcls1,Hdac1,Hdac1,Hdac1,Hdac1,Hdac10,Hdac2,Hdac2,Hdac2,Hdac3,Hdac3,Hdac3,Hdac3,Hdac4,Hdac4,Hdac4,Hdac4,Hdac4,Hdac4,Hdac4,Hdac5,Hdac5,Hdac5,Hdac5,Hdac5,Hdac5,Hdac5,Hdac7,Hdac9,Hdac9,Hdac9,Hdgf,Hdgf,Helt,Hes1,Hes1,Hes1,Hes1,Hes1,Hes1,Hes1,Hes1,Hes1,Hes1,Hes1,Hes2,Hes3,Hes3,Hes5,Hes5,Hes5,Hes5,Hes6,Hes7,Hes7,Hes7,Hes7,Hesx1,Hesx1,Hexim1,Hexim2,Hey1,Hey1,Hey1,Hey1,Hey2,Hey2,Hey2,Hey2,Hey2,Hey2,Heyl,Hhex,Hhex,Hhex,Hhex,Hic1,Hic1,Hif1a,Hinfp,Hipk1,Hipk2,Hipk3,Hivep1,Hivep1,Hivep1,Hivep1,Hjv,Hmbox1,Hmg20a,Hmga2,Hmga2,Hmgb1,Hmgn2,Hmx1,Hmx1,Hnf1a,Hnf1b,Hnrnpa2b1,Hnrnpab,Hnrnpk,Hnrnpu,Hopx,Hopx,Hoxa2,Hoxa7,Hoxa7,Hoxb13,Hoxb3,Hoxb4,Hoxb8,Hoxc8,Hoxd8,Hoxd9,Hsf1,Hsf4,Hsf4,Id1,Id1,Id1,Id1,Id2,Id2,Id2,Id2,Id2,Id3,Id3,Id4,Id4,Ifi204,Ifi206,Ifi207,Ifi27,Ifng,Ift172,Igbp1,Igbp1b,Igf2,Ighmbp2,Ighmbp2,Ikzf1,Ikzf1,Ikzf5,Il1b,Il33,Il4,Impact,Ins2,Insm1,Irf2bp1,Irf2bp1,Irf2bp2,Irf2bpl,Irf3,Irf8,Irf8,Irx1,Irx2,Irx3,Isl1,Jarid2,Jarid2,Jazf1,Jdp2,Jdp2,Jdp2,Jph2,Jun,Kank2,Kat5,Kcnip3,Kcnip3,Kdm1a,Kdm1a,Kdm1a,Kdm1a,Kdm2b,Kdm2b,Kdm5a,Kdm5c,Khdrbs1,Klf11,Klf12,Klf12,Klf12,Klf16,Klf17,Klf2,Klf3,Klf4,Klf5,Klf7,Klf8,Kmt5a,Larp7,Larp7,Lcor,Lcor,Lcor,Lef1,Lef1,Lefty1,Lep,Lmcd1,Lmo1,Loxl2,Lpin1,Lrrfip1,Lyar,Lyar,Macroh2a1,Macroh2a1,Macroh2a2,Macroh2a2,Mad2l2,Mael,Maf,Mafk,Map2k5,Mapk10,Mapk15,Max,Maz,Mbd2,Mbd2,Mbd2,Mbd2,Mbd3,Mbd3l1,Mcph1,Mdfi,Mdm2,Mdm4,Mecp2,Mecp2,Mecp2,Med1,Med25,Mef2a,Mef2c,Mef2c,Men1,Men1,Men1,Mepce,Met,Mir7-1,Mir7-1,Mitf,Mkx,Mkx,Mlip,Mlx,Mlxipl,Mmp12,Mnt,Mospd1,Msc,Msc,Msx1,Msx1,Msx1,Msx1,Msx1,Msx1,Msx1,Msx1,Msx2,Msx2,Msx2,Msx2,Msx2,Msx2,Msx3,Msx3,Msx3,Msx3,Mta2,Mtdh,Mtf2,Mxd1,Mxd3,Mxd4,Mxi1,Mxi1,Myb,Myc,Myc,Myc,Myef2,Myocd,Myocd,Myoz1,Myoz2,Mypop,Myt1l,Mzf1,N4bp2l2,Nacc2,Nanog,Nanog,Nanog,Ncoa2,Ncor1,Ncor1,Ncor1,Ncor1,Ncor1,Ncor1,Ncor1,Ncor2,Ncor2,Ncor2,Ncor2,Ncor2,Ncor2,Ncor2,Ncor2,Ndn,Nedd4,Nelfe,Nepn,Neurog3,Nfatc1,Nfatc1,Nfatc1,Nfatc2,Nfatc4,Nfatc4,Nfe2l1,Nfe2l1,Nfe2l3,Nfib,Nfic,Nfic,Nfil3,Nfix,Nfix,Nfkb1,Nfx1,Nfx1,Nipbl,Nkap,Nkap,Nkx2-1,Nkx2-1,Nkx2-5,Nkx2-5,Nkx2-5,Nkx2-5,Nkx3-2,Nkx6-1,Nkx6-2,Nkx6-3,Noc2l,Noc2l,Nodal,Nog,Nop53,Notch1,Notch1,Notch1,Notch1,Notch1,Notch2,Notch3,Notch4,Npas1,Nr0b1,Nr0b1,Nr0b1,Nr0b2,Nr1d1,Nr1d1,Nr1d2,Nr1h2,Nr1h3,Nr1h4,Nr1h4,Nr2c1,Nr2c1,Nr2c1,Nr2c1,Nr2c1,Nr2c2,Nr2e1,Nr2e1,Nr2e1,Nr2e1,Nr2e3,Nr2f1,Nr2f1,Nr2f2,Nr2f2,Nr2f6,Nr2f6,Nr2f6,Nr3c1,Nr4a2,Nr4a3,Nr6a1,Nr6a1,Nr6a1,Nrarp,Nrip1,Nrip1,Nrip2,Nsd1,Nsd2,Nupr1l,Olig2,Olig3,Osr1,Osr2,Osr2,Otp,Otud7b,Otud7b,Ovol1,Ovol1,Ovol1,Paf1,Parp9,Pawr,Pax2,Pax3,Pax4,Pax4,Pax5,Pax5,Pax6,Pcbp3,Pcgf2,Pcgf2,Pcgf6,Pcgf6,Pcna,Pde2a,Pdx1,Peg3,Peg3,Per1,Per1,Per1,Per1,Per2,Per2,Per2,Per3,Per3,Pex2,Phb,Phb,Phf12,Phf14,Phf19,Phf21a,Phf6,Pias1,Pias3,Pias4,Pias4,Pitx2,Pkia,Pkig,Plk1,Plk3,Pou1f1,Pou1f1,Pou3f1,Pou3f3,Pou4f1,Pou4f1,Pou4f1,Pou4f2,Pou4f2,Pou4f2,Pou4f2,Pou4f2,Pou4f2,Pou5f1,Pou6f1,Ppara,Ppard,Pparg,Pparg,Pparg,Ppid,Ppp1r13l,Ppp2ca,Prdm1,Prdm1,Prdm1,Prdm12,Prdm13,Prdm13,Prdm14,Prdm16,Prdm16,Prdm2,Prdm5,Prdm6,Prkn,Prmt5,Prmt6,Prop1,Prox1,Prox1,Prrx1,Prrx1,Psen1,Psen1,Psen2,Psmd10,Ptch1,Ptgs2os,Ptpn2,Pura,Purb,Purb,Rara,Rara,Rarb,Rarg,Rb1,Rb1,Rb1,Rb1,Rbbp7,Rbl1,Rbl1,Rbm10,Rbm15,Rbpj,Rbpj,Rbpj,Rbpj,Rela,Rela,Rest,Rest,Rfc1,Rfx5,Rhox2a,Rhox3a,Rhox5,Rhox5,Rif1,Ripply3,Rlim,Rlim,Rlim,Rlim,Rlim,Rlim,Rnf2,Rnf2,Rorc,Rpl10,Rpl23,Rps14,Rreb1,Rreb1,Rsl1,Rtf1,Runx1,Runx3,Runx3,Rxra,Rxra,Rybp,S100a1,Sall1,Sall1,Sall1,Sall1,Sall1,Sall1,Sall2,Sall4,Samd11,Sap130,Sap30,Sap30,Sap30l,Sarnp,Sarnp,Sars,Satb1,Satb1,Satb2,Scgb1a1,Scgb1a1,Scrt1,Scrt1,Scrt2,Sdcbp,Sdr16c5,Sema4d,Sema4d,Setdb1,Sfpq,Shh,Shh,Shh,Shox2,Shox2,Shox2,Sik1,Sim2,Sin3a,Sin3a,Sin3a,Sin3a,Sirt1,Sirt1,Sirt1,Sirt2,Sirt2,Sirt2,Sirt2,Sirt7,Six1,Ski,Ski,Ski,Skil,Skil,Skil,Skil,Skor2,Skor2,Sla2,Slfn1,Smad3,Smad3,Smad3,Smad3,Smad4,Smad4,Smad4,Smad4,Smad5,Smad7,Smarca4,Smarca4,Smarca4,Smarcc2,Smo,Smyd2,Snai1,Snai1,Snai1,Snai1,Snai1,Snai2,Snai2,Snai2,Snai3,Snw1,Sorbs3,Sorbs3,Sox1,Sox11,Sox11,Sox13,Sox15,Sox15,Sox18,Sox2,Sox30,Sox6,Sox6,Sox9,Sox9,Sp100,Sp2,Sp5,Spdef,Spdef,Spdef,Spen,Spi1,Spi1,Spi1,Spop,Sqstm1,Srebf1,Srebf1,Srebf1,Srebf2,Sry,St18,Stat6,Stat6,Strap,Strn3,Suds3,Sufu,Sufu,Sufu,Supt4a,Supt4b,Supt5,Suv39h1,Suv39h2,Suz12,T,Taf3,Taf3,Taf7,Taf9b,Tagln3,Tagln3,Tal1,Tal1,Tal1,Tbl1xr1,Tbx1,Tbx15,Tbx18,Tbx2,Tbx2,Tbx2,Tbx2,Tbx20,Tbx20,Tbx21,Tbx22,Tbx3,Tbx3,Tbx6,Tcerg1,Tcf21,Tcf21,Tcf21,Tcf23,Tcf25,Tcf3,Tcf4,Tcf7,Tcf7l2,Tcf7l2,Tcfl5,Tdg,Tdg,Tfap2a,Tfap2a,Tfap2b,Tfcp2l1,Tfec,Tgfb1,Tgfb1,Tgfb1,Tgfb1,Tgif1,Tgif1,Tgif1,Thap1,Thap11,Thap7,Thrb,Thrb,Timeless,Tle1,Tle1,Tle4,Tle5,Tle6,Tmprss6,Tnf,Tnf,Tnf,Tnf,Tpr,Traf3ip1,Traf6,Traf7,Trib3,Trim27,Trim27,Trim28,Trim28,Trim29,Trim37,Trp53,Trp53,Trp53,Trp53,Trp53,Trp53,Trp63,Trp63,Trp63,Trp63,Trp63,Trps1,Trpv1,Trpv4,Tsc22d3,Tsc22d3,Tsg101,Tsix,Twist1,Twist1,Twist1,Twist2,Twist2,Twist2,Txn1,Txnip,Ube2i,Ube2i,Uhrf1,Uhrf1,Uri1,Usp2,Uxt,Vax1,Vax1,Vax2,Vax2,Vdr,Vegfa,Vhl,Vsx2,Wdtc1,Wfs1,Wfs1,Wnt10b,Wnt10b,Wt1,Wt1,Wwc1,Wwc2,Wwp2,Wwp2,Wwtr1,Xbp1,Xpo1,Yap1,Ybx1,Ybx1,Ybx1,Ybx3,Ybx3,Yeats2,Ylpm1,Yy1,Yy1,Yy1,Yy1,Yy1,Zbed6,Zbed6,Zbed6,Zbed6,Zbtb1,Zbtb10,Zbtb14,Zbtb16,Zbtb18,Zbtb18,Zbtb18,Zbtb2,Zbtb20,Zbtb21,Zbtb32,Zbtb4,Zbtb42,Zbtb5,Zbtb7a,Zbtb7a,Zbtb7a,Zbtb7b,Zc3h8,Zeb1,Zeb1,Zeb1,Zeb2,Zeb2,Zfhx3,Zfp128,Zfp13,Zfp13,Zfp148,Zfp148,Zfp174,Zfp202,Zfp217,Zfp219,Zfp239,Zfp263,Zfp281,Zfp296,Zfp354a,Zfp354b,Zfp36,Zfp36,Zfp366,Zfp382,Zfp536,Zfp568,Zfp568,Zfp57,Zfp608,Zfp668,Zfp692,Zfp715,Zfp746,Zfp746,Zfp748,Zfp750,Zfp867,Zfp90,Zfp932,Zfp932,Zfpm1,Zfpm1,Zfpm1,Zfpm1,Zfpm2,Zfpm2,Zfpm2,Zfpm2,Zglp1,Zglp1,Zgpat,Zhx1,Zhx2,Zhx2,Zhx2,Zhx3,Zkscan17,Zmym5,Znhit1,Nr1h2,Gm21060,Noc2l,Zfp180,Rxra,Hexim1,Gm45871,Magee1,Gata1,Mageh1,Gm10770,Mageb5b,Bmp4,Dr1,Sema4d,Id1,Atxn1,Magea4,Fam220a,Nr2f2,Uri1,Zfp9,Skor2,Bmp2,Gm28360,Zfp157,Sin3b,Magee2,Flcn,Trim27,Sox3,2610008E11Rik,Sap130,Rarg,Nr2c1,Zfp383,Mageb18,Nfx1,Ncor2,Magea1,Phf12,Mier2,Sirt7,Mier1,Ppara,Drap1,AU041133,Glis2,Mageb16,Zfp566,Nr1i2,Zfpm1,Per3,Sox11,Pcgf1,Zfp146,Nr2e1,Dmap1,Gm4924,Ddit3,Thrb,Hexim2,Zfp366,Insm1,Ncor1,Nr1d2,Zfp78,Mageb6b1,Nr0b2,Mta1,Nr1i3,Zfp248,Zfp459,Magea5,Magea2,Gm10139,Fhl2,N4bp2l2,Ppard,Magel2,Mageb2,Gm28168,Lyar,Nr1h5,Ripply1,Zfp626,Kdm1a,Foxp1,Zfp128,Sox15,Foxp2,Zfp266,Mta3,Gm14322,Magea3,Dlx2,Nr2f1,Zfp57,Zfp81,Bcl6,Mta2,Mlip,Zfp41,Zfp810,Sox9,Rara,Magea10,Bcl6b,Dnajb1,Kank2,Ripply3,Id2,Cbx2,Zfp882,Sox16,Thra,Dlx4,Zfp37,Magea14,Per2,Nr1d1,Gata6,Nr0b1,Nr1h4,Sox2,Aebp1,Zfp120,Foxp3,Bmi1,Suds3,Ripply2,Brms1,Magec2,Id3,Foxp4,Zfp169,Zfp790,Mageb3,Gatad2b,Hnrnpu,Kdm1b,Ldb1,Gm28363,Zfpm2,Insm2,Per1,Skor1,Zfp952,Sirt6,Sox10,Magea6,Zfp46,Zfp961,Magea8,Nr1h3,Nrip1,Gm10772,Sox8,Zfp763,Zfp777,Id4,Pparg,Bend3,Zfp819,Zfp955b,Magea13,A630089N07Rik,Ldb2,Zfp558,Gm3854,Nsmce3,Gata3,Zfp949,Gm14325,Sin3a,Wwp2,Dlx1,Brms1l,Mier3,A430033K04Rik,Pcgf2,Tro,Sry,Zfp729b,Ankrd33,Mageb11,Mecp2,Gm14391,Magea9,Lin37,Skil,Maged2,Zfp709,Zfp597,Phf21a,AI987944,Gm21994,Zfp90,Vdr,Mageb4,Nr2e3,Nscme3l,Nr2f6,Zfp955a,Mageb5,Zfp971,Zfp398,Ski,Zfp69,Zfp101,Zfp282,Ndn,Hdac9,Maged1,Gatad2a,Eed,Rarb
GO:0000123	Brpf1,Brpf3,Crebbp,Ep300,Hcfc1,Ing4,Ing5,Jade1,Jade2,Jade3,Kansl1,Kansl1l,Kansl2,Kansl3,Kat2a,Kat2a,Kat2b,Kat7,Kat8,Mcrs1,Meaf6,Ogt,Phf20,Trrap,Wdr5,Crebbp,Morf4l1,Msl3,Msl3l2,Ep300,Jade3,Taf5l,Jade1,Morf4l2,Jade2
GO:0000124	Atxn7l3,Eny2,Kat2a,Kat2a,Supt3,Supt7l,Tada1,Tada2a,Tada2b,Tada3,Tada3,Taf10,Taf10,Taf12,Taf12,Taf12,Taf5l,Taf6,Taf6l,Taf9,Taf9,Trrap,Usp22,Taf10,Eny2,Taf9,Taf6l,Supt20,Trrap,Atxn7l3,Tada1,Sgf29,Supt3,Supt7l,Tada3
GO:0000126	Brf2,Bdp1,Brf1
GO:0000127	Gtf3c1,Gtf3c2,Gtf3c3,Gtf3c4,Gtf3c5,Gtf3c6,Gtf3c2,Gtf3c1,Gtf3c4,Gtf3c6,Gm29609,Gtf3c3,Gtf3c5
GO:0000132	Arhgef2,Bccip,Cdk5rap2,Cenpa,Dctn1,Dynlt1b,Eya1,Eya1,Fgf10,Gpsm2,Gpsm2,Htt,Insc,Itgb1,Mad2l1,Mcph1,Misp,Ndc80,Nde1,Nsfl1c,Numa1,Numa1,Numa1,Pafah1b1,Pax6,Pkhd1,Plk1,Sapcd2,Spdl1,Spry1,Spry2,Ubxn2b,Zw10,Ndel1,Dctn1,Insc,Nde1,Fbxw11,Numa1,Ankfn1,Spdl1,Pafah1b1,Cdk5rap2
GO:0000137	Atl1,Bet1,Golga2,Golga2,Golga5,Golt1a,Llgl1,Lyz1,Lyz2,Necab3,Necab3,Necab3,Smpd3,Tmem59,Xylt1,Necab3,Golga2
GO:0000138	B4galt1,Golga5,Hid1,Sgms1,St6gal1,Tmem59,Yipf1,Yipf2,Yipf6,Gm45785,Hid1,Bet1,Bet1l
GO:0000139	Abca12,Abca6,Abcb11,Abcb1b,Abcb4,Acbd3,Acbd3,Actr3,Apoo,Arf1,Arfgap1,Arfgef1,Arfgef2,Arfip1,Armh3,Atp2c1,B3galt1,B3gat1,B4galnt1,BC004004,Bcap31,Bet1,Bet1l,Bet1l,Blzf1,Cabp1,Cav1,Cdc42,Chp1,Chst1,Chst2,Chst3,Chst4,Chst5,Chst7,Cln3,Cop1,Copb2,Copg1,Copg1,Copg2,Cracr2a,Creb3,Cux1,Cyp2e1,Dipk2a,Dnm1l,Dnm2,Entpd4b,Ext2,Ftcd,Ftcd,Furin,Fut10,Fut11,Gabarapl2,Gabarapl2,Gal3st1,Glg1,Glipr2,Gnai3,Gnptab,Gnptg,Golga2,Golga3,Golga5,Golga5,Golga7,Golim4,Gorasp2,Gosr1,Gosr1,Gosr2,Gosr2,Gpsm1,Grm6,H2-D1,H2-K1,H2-M1,H2-M10.1,H2-M10.2,H2-M10.3,H2-M10.4,H2-M10.5,H2-M10.6,H2-M2,H2-M3,H2-M5,H2-M9,H2-Q1,H2-Q10,H2-Q2,H2-Q4,H2-Q6,H2-Q7,H2-Q8,H2-T22,H2-T23,H2-T3,Hace1,Hpd,Hyal2,Hyal2,Ica1,Ica1,Igtp,Inpp5e,Irgm1,Kdelr1,Kdelr2,Kdelr3,Mall,Man1a,Man1a2,Man2a1,Man2a1,Manea,Mapk8ip3,Mgat1,Mgat2,Mpp4,Mymx,Naa60,Nlrp3,Numa1,Osbp,Pgap2,Pgap4,Pi4kb,Pitpnb,Pla2g4a,Pld3,Plekhb1,Pmepa1,Prkce,Prkn,Ptges2,Pycard,Qsox1,Rab1a,Rab26,Rab2a,Rab6a,Rac1,Rhbdd2,Rhbdf1,Rnf125,Rtn1,Sacm1l,Scamp3,Scamp5,Scap,Scyl3,Sec22b,Sec22b,Sec23a,Slc35a1,Slc35a2,Slc35a3,Slc35a4,Slc35a5,Spring1,Sptbn2,Srgn,St3gal2,St6gal1,St8sia5,Stk24,Stk25,Stk26,Stx5a,Stx5a,Syndig1,Sys1,Tapbp,Tmed10,Tnfrsf1a,Trappc3,Trim23,Trpc2,Trpc2,Ugcg,Ugcg,Uso1,Vps45,Wasl,Whamm,Wls,Xylt1,Zdhhc13,Zdhhc15,Zdhhc17,Zdhhc19,Lfng,Notch1,Notch1,Slc30a8,Creb3l2,Creb3l2,Creb3l2,Mbtps2,Mbtps2,Mbtps2,Mmgt1,Mmgt2,Golga2,Creb3l4,Creb3l4,Glce,Slc30a7,Srebf1,Mbtps1,Mbtps1,Mbtps1,Creb3l1,Creb3l1,Creb3l1,Pikfyve,Lman2,B3gat2,B3gnt6,B3gnt3,Stx5a,Zdhhc13,Rab42,Sec22b,B3gnt7,Arfgap1,B3gnt9,Rgp1,Ift27,B3galt4,B3gat1,Golga5,B3galt2,Hace1,B3galt9,Ldlrad4,B3galt5,Mgat2,Blzf1,Man2a2,B3galt6,Ric1,Gosr1,Pmepa1,Rab2a,Acbd3,Rnf121,B3gnt2,Mymx,Rab39b,BC004004,B3galnt2,Lman1l,Rab39,Scfd1,Pgap4,B3gat3,B3gnt4,Atp2c1,Man2a1,Lman1,Man1a,B3galt1,Man1a2,Copg1,Zdhhc17,Man1c1,Rab2b,B3galnt1,Hpd,Lman2l,Naa60,B3gnt5,Glg1,Atp2c2,B3gnt8,Vps45,Copg2,Huwe1
GO:0000140	Dhrs7b
GO:0000145	Exoc2,Exoc2,Exoc2,Exoc3l,Exoc5,Exoc8,Exoc8,Myrip,Septin2,Sh3bp1,Washc1,Exoc7,Exoc1,Exoc8,Exoc3l4,Exoc3l2,Exoc6,Exoc5,Exoc4,Exoc3,Gm7271,Tnfaip2,Stxbp6,Exoc3l,Exoc2,Exoc6b
GO:0000146	Actc1,Myh10,Myh14,Myh14,Myh14,Myh3,Myh6,Myh6,Myh6,Myh6,Myh7,Myh7,Myh8,Myh9,Myo1b,Myo1b,Myo1c,Myo1c,Myo1d,Myo3a,Myo3a,Myo3b,Myo5a,Myo5a,Myo5a,Myo7a,Myo7a,Myo9b,Myo9b,Myo9b,Myo9b,Tnnt2,Myo5a,Myo5a,Myo5a,Myo1a,Myo6,Myo15,Myo5c,Myo19,Myo1h,Myo1b,Myo7a,Myo1g,Myo1e,Myo1f,Myo7b,Myo1c,Myo5b,Myo1d
GO:0000149	Adcy6,Ankrd27,Baiap3,Capn10,Cav1,Cav2,Cplx1,Cplx2,Cplx3,Cplx4,Gria2,Kcnb1,Lrrk2,Myo5a,Napa,Napa,Napb,Nbas,Picalm,Picalm,Sec24c,Sec24d,Septin8,Snap25,Snap25,Snap25,Snap91,Snapin,Snca,Stx17,Stx17,Stx1a,Stx1a,Stx1a,Stx2,Stx4a,Stx4a,Stx7,Stx7,Stx8,Stxbp1,Syp,Syt1,Syt10,Syt11,Syt11,Syt3,Syt4,Syt5,Syt7,Syt9,Trim9,Unc13a,Uvrag,Vamp2,Vamp2,Vamp2,Vamp3,Vps50,Vti1b,Syt15,Syt6,Cplx2,Syt9,Syt17,Syt3,Stx1a,Sec24d,Stx4a,Vti1b,Ankrd27,Cplx1,Nbas,Stx1b,Stx16,Stx8,Syt11,Syt5,Sec24b,Cplx3,Syt2,Stx19,Exoc3l,Sec24c,Exoc3,Syt7,Exoc3l4,Syt12,Vps50,Stx5a,Lrrk2,Stx7,Uvrag,Syt8,Syt4,Gosr2,Vamp9,Stx11,Vamp7,Sec24a,Stx12,Syt1,Syt13,Snapin,Cplx4,Stx17,Stx2,Snap91,Picalm,Tnfaip2,Syt10,Stx6,Stx3,Vti1a,Exoc3l2
GO:0000150	Dmc1,Rad51
GO:0000151	Armc8,Asb1,Asb12,Asb2,Asb2,Bmi1,Bmi1,Brap,Brcc3,Cand1,Cblc,Cbx8,Ccnc,Dcun1d1,Dyrk2,Fbxl12,Fbxo11,Fbxo4,Fbxo7,Fbxo8,Gid4,Gid8,Gpr37,Ikbkg,Itch,Maea,Med1,Med10,Med11,Med12,Med20,Med21,Med23,Med24,Med27,Med30,Med31,Med6,Med7,Mib2,Mkln1,Nedd4,Prkn,Ranbp10,Ranbp9,Rbx1,Rchy1,Ring1,Rmnd5a,Rnf11,Rnf11,Rnf168,Rnf2,Rnf2,Rnf20,Rnf40,Rnf8,Smurf2,Stub1,Syvn1,Topors,Traf2,Traf7,Ube2c,Ube2cbp,Ube2d1,Ube2d2a,Ube2d2b,Ube2e1,Ube2j2,Ube2n,Ube2v1,Ube4a,Ube4b,Ubr1,Ubr2,Wdr26,Ypel5,Ubr2,Abtb1,Arih2,Ube2d1,Ube2cbp,Ankib1,Asb12,Ubr1,Rnf19a,Ube2l6,Rnf8,Dcun1d2,Rnf144b,Tes3-ps,Dcun1d4,Ubr3,Fem1a,Amfr,Dcun1d5,Rnf144a,Ring1,Rnf2,Rnf19b,Fem1al,Dcun1d1,Ypel5,Ube2l3,Rnf14,Fem1c,Prkn,Asb1,Asb2,Rbck1,Gm28043,Arih1,Sharpin,Rnf217,Dcun1d3
GO:0000152	Babam2,Brcc3
GO:0000153	Atg3,Atg3
GO:0000154	Dimt1,Tfb1m,Tfb2m
GO:0000159	Ier5,Nkd1,Ppp2ca,Ppp2ca,Ppp2ca,Ppp2cb,Ppp2r1a,Ppp2r1a,Ppp2r2a,Ppp2r2b,Ppp2r3a,Ppp2r3a,Ppp2r3d,Ppp2r5a,Ppp2r5c,Ppp2r5c,Ptpa,Ppp2r5d,Ppp2r1a,Ppp2r3a,Ppp2r2d,Ppp2r2a,Ppp2r2b,Ppp2r5e,Ptpa,Ppp2r1b,Ppp2r5b,Ppp2r5c,Ppp2r2c,Ppp2r3d,Ppp2r5a
GO:0000164	Nck1,Ppp1ca,Ppp1cb,Ppp1cc,Ppp1r15a,Ppp1r15b,Ppp1r15b,Ppp1r15b,Ppp1r3b,Shoc2,Ppp1r3g,Ppp1r15b,Ppp1r3e,Ppp1r3f,Ppp1r3d,Ppp1r3a,Ppp1r3c,Ppp1r3b,Ppp1r15a
