	Genes
GO:0000226	KIF2A,EML1,ATXN7,MID1,CLASP2,CLASP2,OBSL1,ZPR1,VAMP4,GABARAP,PCNT,APC2,GAPDH,CDK1,NEFL,CNP,MAPT,MAPT,MAP2,NEFH,FER,SON,MAP4,WEE1,PAFAH1B1,ATXN3,MAP1A,CDK5,CNTN2,PRKCZ,CAMSAP2,CAMSAP2,CAMSAP2,CAMSAP2,CAMSAP2,CRMP1,CUL7,CDK5R1,SS18,TBCE,CAMSAP1,CAMSAP1,TTBK2,TAOK1,CLASP1,CLASP1,PHLDB2,GAS2L3,MAP7D3,CUL9,CCDC170,TTL,ULK4,MAP6,MARK4,MARK4,CFAP44,DOCK7,BBS4,CDK5RAP2,CCDC8,MAP6D1,DISC1,RNF19A,MARK1,CAMSAP3,CAMSAP3,CAMSAP3,BCCIP,UXT,KNSTRN,TTLL9,EML4,SIK3,CLASP2,PARD3,TACC3,TUBD1,CDC14B,TUBA3E,TUBB1,TUBB6,CDC14A,MAP1B,TUBA3C,TUBB4B,A0A2R8YFB7,TUBB3,PRC1,EML2,PPP2R3C,TUBA4B,DCLK2,DYNC1LI1,TBCE,TUBG1,SPATA7,TUBB8,TUBG2,HAUS6,TBCEL,TUBA1C,MARK4,TUBB2B,CLASP1,CCDC170,MAP1S,TUBA1B,TTLL2,TOGARAM2,TTLL6,TUBE1,TTLL11,EML3,TACC1,TTLL1,TBCD,TUBB8B,TUBB2A,TTLL4,MAP7D1,TUBA8,MAP7D3,MAP1A,MARK3,TTLL7,EML1,MAP4,DYNC1LI2,MARK1,TUBA3D,MAP2,TUBAL3,MAP7D2,CCDC8,TTLL13P,MAP7,TUBB,TUBA1A,CDC14C,TTLL5,TUBB4A,MARK2,TOGARAM1,TUBA4A,MAPT,TACC2,PARD3B,VAMP4,TXNDC9
GO:0000228	BIRC5,MACROH2A1,SMC2,JUN,TOP1,TOP2A,ATRX,HMGA2,BLM,H4-16,H3C1,H3-3A,HNRNPU,EXOSC9,RAD51,SMARCB1,IK,SPIDR,NCAPD2,FIGNL1,SETX,PBRM1,SMARCE1,PINX1,HDAC8,BAZ1A,TERF2IP,SPO11,HNRNPU,SPIDR,MSH5
GO:0000235	PAFAH1B1,FAM161A,MAP9,KIF18B,MAP9
GO:0000242	DYRK3,CEP152,TNKS,LCK,TCP1,TUBG1,PCM1,BBS9,CEP85L,CEP85,HOOK3,NIN,DYNC2I1,NEK1,BBS4,BBS4,CDK5RAP2,TNKS2,TUBG2,TUBE1,RABL2B,NEDD1,CEP192,NIN,CDK5RAP2
GO:0000243	SNRPC,SNRPD3,U2AF2,SNRPD1,PRPF39
GO:0000244	PRPF3,SRSF10,PRPF6,PRPF6,CD2BP2,USP4,SART3,SART3,PRPF8,PRPF31,PRPF31,SRSF12,DDX20,PRPF19,AAR2,LSM2,AAR2,PRPF6,PRPF8
GO:0000245	GEMIN2,PRPF6,GCFC2,RBM5,SNRPE,SNRPG,SNRPD1,SNRPD2,SRPK2,TXNL4A,NCBP1,DDX39B,SF1,ZRSR2,SMN1,SMN1,USP39,GEMIN6,DDX1,SCAF11,CRNKL1,PRPF19,SRPK3,SF3A2,SCAF11,CRNKL1,SRPK2,SF3B1,SRPK1
GO:0000246	DHCR24,DHCR24
GO:0000247	SREBF2,EBP,EBP
GO:0000248	FADS1,SC5D,SC5D,SC5D
GO:0000250	LSS,LSS,LSS,LSS
GO:0000252	NSDHL,NSDHL
GO:0000253	CBR3,HSD3B1,HSD17B7,HSD17B7,HSD17B7,DHRS11,DHRS4,DHRS4,HSD17B7
GO:0000254	MSMO1,MSMO1,FAXDC2,MSMO1,CH25H
GO:0000255	URAD,DNPH1,PNP,ADA,XDH,NT5C2,NT5C,NT5C1A,GDA
GO:0000256	ALLC
GO:0000266	DNM1L,DNM1L,DNM1L,DNM1L,DNM1L,PRKN,OPA1,COX10,MTFR1,GGNBP1,MTFR2,GDAP1,MUL1,MFF,MIEF1,MTFP1,FIS1,FIS1,FIS1,MTFR1,FIS1,SLC25A46,MTFP1,DNM1L,MTFR2,GDAP1,MTFR1L
GO:0000268	CAT,PEX5,PEX5L,BABAM2
GO:0000272	CHIT1,CHIA
GO:0000274	ATP5PD,H7C0C1,ATP5PO
GO:0000275	ATP5F1D,ATP5F1C,ATP5F1E,ATP5F1EP2,ATP5F1D,ATP5F1C
GO:0000276	MT-ATP8,ATP5PF,ATP5MF,ATP5ME,ATP5MGL,ATP5PB,ATP5MC2,ATP5MG,ATP5MC1,ATP5MC3
GO:0000278	MEN1,CIT,NDC80,AURKA,PPP1R12A,XRCC2,RGS14,ENSA,AKAP8,ZNRD2,BUB1B,TADA3,OFD1,DCTN3,JTB,RECQL5,YEATS4,ABL1,WEE2,HGF,CDK11B,CCNO,RRM1,CDC25B,CLIP1,NUP214,CETN2,CENPF,NEK2,NEK3,NEK4,KIF11,PPP5C,PLK1,PLK1,CLTCL1,CLTCL1,GEM,CDH13,ARPP19,RAN,CLTC,SRSF2,CENPE,CENPC,IK,DCTN1,KIF22,NOLC1,ABRAXAS2,CENPW,PPP2R2D,WAPL,PBRM1,KIF18B,PHF13,SKA3,DIS3L2,SKA2,SKA1,CENPT,CDCA5,MASTL,VCPIP1,PBK,SETDB2,CDC5L,RNF2,NUP88,PKMYT1,CDC6,TBCD,CEP250,RAB6C,CDT1,AZI2,NRDE2,EML4,PRDM5,KIF15,NUDT15,ANAPC11,FBXL7,CDC23,TPX2,CDK11A,SMC3,SUGT1,USP16,USP3,DNMT3A,TUBE1,TUBA1C,TUBA3C,TUBB8,TUBGCP2,TUBA4B,TUBG1,SKA3,MYBL1,TUBGCP4,SKA1,TUBB2B,POLE,TUBB4B,TUBD1,WDHD1,CETN1,TUBB1,TUBA8,CDT1,TUBB,MCPH1,DYNC1H1,CENPW,CLTC,PLK1,TUBG2,CENPE,TUBA4A,PLK4,TUBA3D,TUBGCP3,TUBB3,TUBGCP6,PLK3,CENPF,TUBA3E,MYB,TUBB2A,HASPIN,TUBAL3,PLK5,TUBB6,CETN2,CENPT,PLK2,SKA2,TUBB8B,TUBA1A,MYBL2,TUBA1B,TUBGCP5,TUBB4A
GO:0000281	CIT,CIT,JTB,KIF20A,KIF4A,STAMBP,RHOC,STMN1,SON,RASA1,APC,MYH10,ARL3,USP8,CENPA,PLK1,RHOB,SPTBN1,KIF23,KIF23,ANK3,ANK3,UNC119,SEPTIN6,ESPL1,CUL7,RAB35,KIF4B,MAP9,CEP55,EFHC1,ZFYVE26,TTC19,PDCD6IP,SNX33,MITD1,CKAP2,SNX18,BBS4,LZTS2,NUSAP1,RACGAP1,RACGAP1,RACGAP1,RACGAP1,CHMP4B,ECT2,TRIM36,INCENP,ANLN,SPAST,SNX9,ECT2,RTKN,ROCK2,INCENP,EFHC2,ROCK1,UNC119,NUSAP1,JTB,ANLN,EFHC1,A0A3B3ITX8,M0QYC6,CEP55
GO:0000285	PIP5K1B,PIP5K1A,PIKFYVE,PIKFYVE
GO:0000287	SIK1B,CIB4,ILVBL,GTPBP10,PGP,ENO4,YDJC,NUDT19,EYA2,PDE2A,PDXK,MAP2K7,MAST4,PLSCR1,SEPTIN4,MAP3K7,ATP8B1,DYRK3,IDH3B,ATP9B,PRPSAP2,MAST3,ATP10A,OPA1,ATP8B3,HPGDS,RNASEH1,ATP9A,PDCD6,ERN1,RPS6KA5,RPS6KA4,PPM1B,RP2,CIB2,IDH1,DXO,TPPP,ATP10B,MAP3K6,PGM3,TDP2,TDP2,TDP2,OXSR1,LATS1,NUDT3,HPRT1,ABL1,ALPP,ENO1,ENO2,ALPI,NUDT7,WEE2,RAP2A,RAP2A,TOP2A,PRPS2,ENO3,MTHFD2,MTHFD2,PKM,GLUL,NME1,PRKACA,ATP4A,PRPS1L1,COMT,PRKACB,S100P,IMPA1,IMPA1,TKT,WEE1,ADSS2,PKLR,EPHX2,PCK1,PPM1A,HMGCL,ARL3,PGM1,SNCA,MAP3K8,ABL2,MSH2,GCLC,GSS,IDH2,PRIM1,IDH3A,PAPOLA,IDH3G,RPS6KA3,MSH6,PLK1,MAPK12,ADPRH,ADPRH,GEM,SIK1,SIK1,PRPS1,NCS1,RAN,RAN,GNAI1,PSPH,SRPK2,ARF1,ARF1,ATP11A,ATP8B2,FOXK2,MVK,ADCY2,STK4,STK3,TDG,ITPK1,WRN,PRPSAP1,PGM5,STK38,RPS6KA2,RHEB,RPS6KA1,STK11,GEN1,LRRK2,CDC42BPA,CDC42BPG,MAST2,FIGNL1,TSSK4,TSSK4,NUDT18,ERN2,MARK2,ENOSF1,BRSK2,NIM1K,DIS3L2,CLYBL,CLYBL,ADSS1,PPM1N,ENDOV,ENDOV,ATP11C,XXYLT1,ADPRHL1,CERK,BRSK1,ATP8B4,NUDT8,DYRK2,NT5C3B,TESC,TESC,NUDT16,NUDT16,NUDT16,PGM2,PDXP,SUCLG2,NT5C1B,TSSK2,TSSK2,ADCY10,TSSK3,CIB3,SRPK1,MAP3K5,TREX2,NUDT12,PI4K2A,THTPA,TSSK6,TSSK1B,NT5C1A,PINK1,MOV10L1,SRR,NUAK2,SIK2,NT5C3A,XYLT2,DHX36,DHX36,WNK1,MTG2,PIF1,DCTPP1,RRAGC,NEK6,NLRC4,PRTFDC1,SNRK,AASDHPPT,PLSCR3,FARSB,TREX1,ATP8A2,EXD2,MTPAP,THG1L,IRAK4,ADPRS,SPHK1,MAP3K20,MARK1,ATP10D,STK26,SUCLA2,NLK,UBA2,ENOPH1,HACL1,RPS6KA6,NUDT5,CILK1,ATP11B,STK38L,MAST1,SIK3,FAN1,ATP8A1,CDC42BPB,IRAK3,MORC2,FEN1,SRR,THTPA,,PPA1,PSPH,HPRT1,EPHX2,DUT,PPA2,PSPHP1,NUDT18,ENOSF1
GO:0000288	ZFP36,ZFP36L2,ZFP36L1,RC3H1,PDE12,DCPS,DCPS,DCPS,RC3H2,POLR2D,CNOT1,PDE12,RC3H1
GO:0000289	ZFP36,MLH1,PAN2,TUT4,TUT7,PNLDC1,CNOT6L,CNOT7,CNOT6,CNOT6,CNOT6L,PAN2,CNOT6,CNOT2,SAMD4B,SAMD4A,PARN,CNOT3,PAN3,PNLDC1
GO:0000290	PATL1,PATL1,CNOT7,NOCT,DCP1A,PATL2,DCPS,PATL1,DCP2,DCP1B,LSM1
GO:0000291	DIS3L2,POLR2G
GO:0000293	NOX5
GO:0000294	ZC3H12A,UPF1,ZC3H12A
GO:0000295	SLC25A17,SLC25A5
GO:0000296	TAF7
GO:0000298	NUDT4B,NUDT11,NUDT3,NUDT4,NUDT10
GO:0000301	CUX1,GOLGA5
GO:0000302	APOE,CAT,APOD,GSTP1,S100A7,RBX1,TRA2B,PJVK,HYAL1,HYAL2,HIF1A,PTPRN,COA8,PLK3,NUDT15,PPARGC1A,APOD
GO:0000303	SOD1,SOD2,UCP2,UCP3,UCP3,ERCC6
GO:0000304	FYN
GO:0000305	TXNRD2
GO:0000306	VAC14
GO:0000307	CDK1,CDK4,CDK4,PCNA,CCNA2,CCND1,CCND1,CDK2,CDK2,CCND2,CCND2,CCND3,CDKN1A,CDK6,CCNG2,CCNP,CCNA2,CCNF,CCNI2,CKS1B,CDK13,CNPPD1,CCNB1,CCNB3,CCNJL,CCNJ,CCNE1,CCNG1,CDK12,CCNI,CDK2,CCNA1,CKS2,CCND1,CCND3,CCNB2,CCNO,CCND2,CCNE2
GO:0000308	CDK14,CDK14,CCNY,CCNY,CCNY,CCNYL2
GO:0000309	NMNAT1,NMNAT3,NMNAT2,NMNAT1
GO:0000320	CCND1,CCNF
GO:0000322	CDC42,STX4
GO:0000323	UVRAG
GO:0000333	TERT,TERT,TERT,TERT,TERT,TERT,TERT,TERT
GO:0000334	HAAO,HAAO,HAAO,HAAO
GO:0000338	TOR1A,COPS2,GPS1,COPS6,COPS5,COPS5,COPS8,COPS4,COPS4,COPS7B,COPS7A,COPS3,COPS5,COPS2
GO:0000339	EIF4G3,EIF4E2,SNUPN,EIF4E,NCBP2,EIF4A1,IFIT5,LARP1,LSM1,NCBP2,NCBP1,NCBP2L,NCBP3
GO:0000340	EIF4E,NCBP2,NCBP2,NCBP2,NCBP1,NCBP3,LARP1,GEMIN5,GEMIN5,GEMIN5,DCPS,DCPS,DCPS,DCPS,DCPS,AGO2,CYFIP1,EIF4E,DCPS,CYFIP2,EIF4E3,EIF4E2,EIF4E1B
GO:0000346	SARNP,THOC5,THOC5,DDX39B,DDX39B,THOC7,THOC7,ALYREF,ALYREF,THOC6,THOC6,THOC2,THOC2,THOC1,THOC1,THOC3,THOC3,CHTOP
GO:0000347	THOC5,THOC7,THOC6,THOC2,THOC1
GO:0000349	YJU2,PRPF19,XAB2
GO:0000350	ISY1,PRPF18,M0QXG2,M0R3G1
GO:0000354	SNRNP200,DDX23
GO:0000375	MPHOSPH10,GEMIN2,LSM1,PRPF4,PRPF3,SRSF10,SF3B1,BCAS2,SMNDC1,PRPF6,SLU7,TRA2B,TXNL4A,SRSF4,SF3A3,SF3B3,SF3B4,PRPF8,SRRM1,KHSRP,SNRNP40,SCAF11,WDR83,DDX23,DBR1
GO:0000379	TSEN54,TSEN2,TSEN34
GO:0000380	KDM1A,PQBP1,SLU7,DDX5,DDX5,SFPQ,HNRNPM,SRSF1,DHX9,SFSWAP,SRSF6,CDK13,CDK13,DDX17,DDX17,RBM17,SCNM1,CELF4,ESRP2,STRAP,PUF60,RBM17,SRSF6,SFPQ,RBMY1A1,PQBP1,HNRNPM,RSRC1,SRSF9,DDX17,SRSF1,RBMY1F
GO:0000381	SRRM4,SRRM4,SAP18,SAP18,RBFOX2,ZBTB7A,HNRNPA1,RBMY1A1,HNRNPL,MYOD1,DDX5,DDX5,PTBP1,PTBP1,RBMX,RBMX,RBM25,NOVA1,RBM5,RBM5,RBM11,MAGOH,TRA2B,TRA2B,TRA2B,RBM10,HNRNPU,SRSF2,FMR1,KHDRBS1,REST,SRSF6,SRSF6,DYRK1A,WTAP,RNPS1,SMU1,CELF3,CELF5,RBM15B,FAM172A,SRSF12,DDX17,CELF6,RBM15,RBM4,RBM4,RBM4,RBM4,RBM4,RBM24,RBM24,RBM24,RBM24,CELF4,CELF4,NSRP1,NOVA2,NOVA2,THRAP3,RBM8A,HNRNPU,CELF3,RBM11,RBFOX2,FXR1,CELF2,RAVER2,CELF6,NOVA1,RAVER1,RBFOX3,YTHDC1,RBFOX1,MBNL3,KHDRBS1,K7EQG2,WTAP,RBM15B,MBNL2,NOVA2,RBM15,CELF4,FXR2,PUF60,I3L521,KHDRBS3,ZC3H10,FMR1,MBNL1,RBM7,CELF1,CELF5,RBM25,KHDRBS2
GO:0000386	SLU7
GO:0000387	SNRPGP15,PRMT5,GEMIN2,GEMIN2,SART1,SNRPC,SNRPB,CLNS1A,GEMIN4,SNRPE,SNRPF,SNRPG,SNRPD1,SNRPD2,SNRPD3,SART3,SART3,SMN1,GEMIN5,GEMIN5,GEMIN6,GEMIN6,TGS1,GEMIN7,GEMIN7,PRMT7,GEMIN8,GEMIN8,DDX20,STRAP,SNRPD2,DDX20,GEMIN4,COIL,SNRPD1,LSM4,GEMIN8,SNRPE,SNRPD3,SMN1,GEMIN2,STRAP,GEMIN7,GEMIN6
GO:0000388	SNRNP200
GO:0000389	SLU7,SF3A3,SF3A2,SF3A1,SF1,ISY1
GO:0000390	TFIP11,DHX8,TFIP11
GO:0000395	PSIP1,SRSF1,SRSF1,SRSF12,SNRPC,PRPF39,SFSWAP
GO:0000398	DDX39A,CASC3,RNF113A,PRPF4,PRPF4,SART1,SART1,HNRNPR,PRPF3,PRPF3,PPIH,PLRG1,PLRG1,HTATSF1,DHX16,DHX16,DHX16,DHX16,AQR,AQR,SYNCRIP,CDC40,CDC40,SRSF10,SF3B1,SF3B1,SF3B1,SF3B1,SF3B1,WBP4,SNRNP200,SNRNP200,SNRNP200,BCAS2,PRPF6,PRPF6,PRPF6,PRPF6,PRPF6,SLU7,LSM8,SYF2,SYF2,HNRNPC,HNRNPC,HNRNPC,SNRPB2,SNRPB2,SNRPB2,SNRPB2,SNRPB2,SNRNP70,SNRNP70,SNRPA,SNRPC,HNRNPA1,HNRNPA1,SNRPA1,SNRPA1,SNRPA1,SNRPA1,PABPC1,SNRPB,SNRPB,SNRPB,DDX5,HNRNPA2B1,HNRNPA2B1,HNRNPA2B1,U2AF2,U2AF2,HNRNPH3,HNRNPH1,RBMX,EIF4A3,EIF4A3,BUD31,MTREX,HNRNPA3,HNRNPM,HNRNPM,HNRNPF,MFAP1,SNU13,MAGOH,HNRNPK,SNRPE,SNRPE,SNRPF,SNRPF,SNRPG,SNRPG,LSM3,LSM3,LSM3,LSM3,LSM6,SNRPD1,SNRPD1,SNRPD2,SNRPD2,SNRPD3,SNRPD3,TRA2B,TXNL4A,HNRNPU,U2AF1,U2AF1,SRSF1,SF3A3,SF3A3,SF3A3,IK,SF3B2,SF3B2,SF3B2,PRPF4B,SNW1,SNW1,SNW1,TRA2A,DDX39B,FRG1,DHX8,DHX8,SART3,EFTUD2,SF3B3,SF3B3,SF3B3,SF3B4,SF3B4,SF3A2,SF3A2,SF3A2,SF3A1,SF3A1,SF3A1,SF3A1,SF1,ZRSR2,SMU1,USP39,ZCCHC8,PRPF8,PRPF8,PRPF8,CWC27,CWC27,USP49,PHF5A,PHF5A,METTL3,METTL3,METTL3,ALYREF,SRRM1,PRPF38A,PRPF38A,SNIP1,GEMIN5,CACTIN,PRPF31,PRPF31,PRPF31,GEMIN6,DHX38,DHX38,GPKOW,MAGOHB,PPWD1,ESS2,SNRNP40,RSRC1,ZMAT2,CDC5L,CDC5L,BUD13,BUD13,GPATCH1,WDR83,WDR83,DDX23,SNRNP25,SF3B5,SF3B5,CRNKL1,CRNKL1,PPIL3,PNN,DHX35,GEMIN7,METTL14,CWC22,CWC22,XAB2,XAB2,RBM22,TXNL4B,CWC25,CWC15,CWC15,CWC15,TFIP11,DDX41,DDX41,LSM7,RALY,ISY1,ISY1,PRPF19,PRPF19,PPIE,PPIE,SRRM2,SRRM2,LSM2,LSM2,RBMX2,SF3B6,PPIL1,PPIL1,LSM5,LSM4,PAXBP1,RBM8A,RBM8A,ZRSR2P1,RNPS1,RBM6,SNRPB,GCFC2,PRPF40B,CWC22,ZMAT2,RBM17,SF3A3,DHX38,IK,SF3B5,U2AF1L5,CWF19L1,RBMY1F,SRSF2,PLRG1,SRSF9,SNRNP70,BUD31,SNRPB2,SNRPG,U2AF1L4,UBL5,YTHDC1,NOVA2,SNRNP35,SNRPF,LSM3,C9orf78,PRPF40A,RBM10,EFTUD2,DDX23,RBMXL2,RNPC3,PHF5A,MFAP1,CRNKL1,SART3,DDX39B,PRPF6,NCBP2L,RBM4B,DDX46,DDX41,ZCRB1,BUD13,SNRPA1,CDC5L,DBR1,PRPF3,GPKOW,NCBP2,PRPF31,PRPF4,SF3B3,SNRPN,SNRPA,LSM8,RBMY1A1,SRSF6,LSM2,U2AF1,XAB2,DDX39A,RBMX2,METTL3,ZRSR2,RBM14,SF3B6,SRSF5,CDC40,LSM5,SRSF12,SRSF8,RBMXL3,RBM5,SRSF3,SF3B2,RBM41,SRSF1,CWC25,SNU13,SRSF7,CWF19L2,RBM19,SNRPGP15,LSM6,RBM4,SRSF10,NOVA1,SRSF4
GO:0000400	MEN1,RAD51B,HMGB3,RAD51C,XRCC3,XRCC2,RAD51D,ABL1,HMGB1,YY1,HMGB2,HMGB2,MSH2,MSH6,BLM,BLM,BLM,WRN,GEN1,GEN1,GEN1,XRCC3,RAD51C,FANCM,RAD51B,GEN1,MSH2,XRCC2,RAD51D
GO:0000403	MEN1,BLM,WRN,WRN,WRN,RAD18,MEN1,RBBP8
GO:0000404	XPC
GO:0000405	RECQL4,ABL1,HMGB1,ERCC5,ERCC5,BLM,BLM,XPC,WRN,WRN,NEIL3
GO:0000406	MSH2,RBBP8
GO:0000407	ATG13,SQSTM1,WDR45B,WIPI1,WIPI1,WIPI1,ULK3,ATG9A,STX12,RB1CC1,VMP1,ATG101,PHAF1,BCAS3,ZFYVE1,ZFYVE1,WDR45,WIPI2,WIPI2,WIPI2,TRAPPC8,ATG2B,ATG13,ILRUN,PIK3C3,BECN1,ATG9A,ATG7,BECN2,NBR1,ATG2A,ATG101,H7C152,ATG9B
GO:0000408	LAGE3,LAGE3,TP53RK,TP53RK,GON7,OSGEP,OSGEP,TPRKB,TPRKB,TP53RK,TPRKB,GON7,OSGEP,LAGE3
GO:0000413	AIP,PIN1P1,PPIH,FKBP9,PPIB,PPIB,FKBP2,PPIF,NKTR,PPIC,RANBP2,PPIA,PPIA,FKBP1A,FKBP1B,FKBP3,PPID,PPIG,PIN1,PIN1,FKBP8,PTPA,FKBP15,FKBP9P1,PPIL4,FKBP10,PPWD1,FKBP14,FKBP11,AIPL1,PPIE,PIN4,PPIL1,PPIL1,FKBP7,PPIH,PPIL1,PPIG,FKBP4,PPIL6,PPIAL4C,PPIAL4F,PPIL3,PPIE,PPWD1,PPIAL4G,PPIAL4H,PPIAL4D,FKBP1B,PPIA,PPIB,PPIAL4A,PPIF,NKTR,PPIC,FKBP1C,FKBP5,PPIL2,PPID,FKBP1A,PPIAL4E,CWC27
GO:0000414	NSD1
GO:0000415	BCOR
GO:0000416	PAXIP1
GO:0000417	HIRA
GO:0000421	IRGM,TMEM150B,TM9SF1,ATP6AP2,GABARAP,GABARAP,GABARAP,SNAP29,RPN2,LAMP1,RAB7A,STX17,STX17,STX17,GABARAPL2,GABARAPL2,GABARAPL2,CALCOCO2,PRKD1,WDR81,WIPI1,ATG9B,ATG14,ATG9A,TECPR1,TECPR1,STING1,MCOLN3,RB1CC1,VMP1,TMEM74,MAP1LC3C,MAP1LC3B,MAP1LC3B,MAP1LC3B,MAP1LC3B,GABARAPL1,MAP1LC3A,RUBCNL,ATP13A2,UVRAG,SH3GLB1,TEX264,TEX264,MAP1LC3C,ATG16L2,GABARAP,STX17,TECPR1,GABARAPL3,RUBCNL,MAP1LC3B,ATG16L1,GABARAPL2,TEX264,GABARAPL1,MAP1LC3A,MAP1LC3B2
GO:0000422	PRKN,PRKN,PRKN,PRKN,ATG7,CTSK,BNIP3,SQSTM1,BECN1,USP30,USP30,MARK2,FUNDC1,FUNDC1,FUNDC1,PINK1,PINK1,PINK1,AMBRA1,AMBRA1,MAP1LC3B,MAP1LC3A,PPARGC1A,FIS1,FBXO7,GABARAPL2,PRKN,GABARAP,ATG3,GABARAPL3,ATG2A,FUNDC1,H7C152,WDR45B,ULK2,MAP1LC3B2,ATG2B,PINK1,ATG9A,ULK1,ATG7,ATG9B,WIPI1,FIS1,ATG12,WIPI2,MAP1LC3C,ATG5,GABARAPL1,CISD2,MAP1LC3B,RB1CC1,FUNDC2,WDR45,MAP1LC3A
GO:0000423	PRKN,SQSTM1,BECN1,TAZ,TAZ,ATG14,PHB2,AMBRA1,AMBRA1,MAP1LC3B,RETREG1,SQSTM1,ATG14,ATG13
GO:0000425	PJVK,USP30
GO:0000430	USF1,USF2
GO:0000432	USF1,USF1,USF2,USF2,FOXA2
GO:0000435	NCOA1
GO:0000438	GTF2H2,GTF2H3,GTF2H4
GO:0000439	ERCC2,ERCC2,ERCC3,ERCC3,GTF2H1,CDK7,CCNH,CCNH,MNAT1,GTF2H2,GTF2H2C,GTF2H3,GTF2H5,GTF2H1,GTF2H4
GO:0000444	PMF1,NSL1,MIS12,DSN1,NSL1
GO:0000445	THOC5,THOC7,THOC6,THOC2,THOC1,THOC3,THOC1,THOC3,THOC5,THOC7,THOC2
GO:0000447	UTP20,NOP14,RCL1,KRI1,RPP40,ABT1,RPS21,NOP9,RRS1
GO:0000448	BOP1,NOL9
GO:0000451	MRM1,MRM3,MRM2
GO:0000453	FTSJ3
GO:0000454	NAF1,NOP10,GAR1
GO:0000455	DKC1,TSR3,RPUSD1,RPUSD3,RPUSD4,RPUSD2
GO:0000460	MTREX,PRKDC,EXOSC10,EXOSC10,C1D,NOL9,MPHOSPH6,EXOSC4,RPF1,C1D,MPHOSPH6,MTREX,A0A0U1RQV5,NSA2,EIF6,MAK16,LAS1L,RRP15
GO:0000461	RPS21
GO:0000462	ERCC2,RPS19,RPS19,NOP14,BYSL,GTF2H5,FAM207A,RRP36,WDR46,PWP2,RPS14,UTP4,MRPS11,UTP6,HEATR1,DHX37,NGDN,DCAF13,RPS8,HELB,UTP25,BMS1,UTP3,RPS16,TSR1,TSR2,LOC102724159,NOL10
GO:0000463	PES1,PES1,BOP1,GTPBP4,WDR12,WDR12,RPL35,NIFK,RPL7L1,FTSJ3,ZNHIT3,RPL7,URB1,RPF2,WDR12,ZNHIT6,DDX18,PES1,BOP1
GO:0000466	PES1,WDR12,URB1,WDR12,FTSJ3
GO:0000467	EXOSC10,ERI2,EXOSC7,EXOSC9,EXOSC3,ERI3,ERI1,EXOSC8,EXOSC2
GO:0000469	RRP36,NOB1,NHP2
GO:0000470	RRP15,MRPL1,RPF1,LAS1L,RSL1D1,RPL7A,RPL10A,SNU13,A0A0U1RQV5,NOP2,NSA2,EIF6,MAK16,NHP2
GO:0000472	UTP20,NOP14,ABT1,TBL3,NOP9
GO:0000479	TSR1,RCL1,BMS1
GO:0000480	UTP20,NOP14,UTP23,RCL1,ABT1,TBL3,NOP9
GO:0000481	SART1
GO:0000492	SNU13,TAF9,NOPCHAP1,ZNHIT6,PIH1D1,NUFIP1,ZNHIT3,ZNHIT6,PIH1D1,NOPCHAP1,NUFIP1,RUVBL2,RUVBL1,PIH1D2
GO:0000493	NAF1,NAF1,NAF1,SHQ1
GO:0000494	LARP7,FBL,FBLL1
GO:0000495	PARN,DKC1
GO:0000502	PSMD11,PSMD12,PSMD14,PSMD14,PSMA7,PSMD3,TXNL1,PSMD10,HSPB1,PSMC3,PSMC3,PSMB1,PSMA1,PSMA2,PSMA3,PSMA3,PSMA4,PSMB8,PSMB9,PSMA5,PSMB4,PSMB4,PSMB6,PSMB5,PSMC2,PSMC2,PSMC2,PSMB10,PSMC4,PSMD8,PSMB3,PSMB2,PSMD7,USP14,RAD23A,RAD23B,PSMD4,VCP,PSMA6,PSME3,PSMC1,PSMC5,PSMC5,PSMC6,PSMC6,UBE3A,PSME1,PSMD2,PSMD6,UBE3C,ADRM1,ADRM1,PSMD5,ECPAS,UBR1,ZFAND2A,PSMB7,PSMD1,PAAF1,PSME2,UBQLN1,PSMD13,PSMD7,SEM1
GO:0000506	DPM2,DPM2,DPM2,PIGA,PIGP,PIGP,PIGH,PIGH,PIGY,PIGC,PIGC,PYURF,PIGQ,PIGY,PIGH,PIGC,PIGA
GO:0000578	WNT7A,COBL,WNT1,CTNNB1,FZD5,STIL,CITED1
GO:0000701	PCNA,MUTYH,MUTYH
GO:0000703	NTHL1,NTHL1,NTHL1,NTHL1,SMUG1
GO:0000706	SLX4,SPO11
GO:0000707	RAD51C
GO:0000709	PSMC3IP
GO:0000710	MSH6,MSH5,MSH4,MSH6,ERCC1
GO:0000711	SPATA22,TEX12,SYCP1
GO:0000712	CENPX,MLH1,SHOC1,FANCM,TEX11,CENPS,MEIOB,ERCC4,CENPS,TOP2B,RMI1,HFM1,EME1,EME2,TOP2A,CENPX,CORT,SLX4,MSH4,MUS81,SHOC1,MEIOB
GO:0000715	RAD23B,XPC,XPC,XPA
GO:0000717	ERCC3,ERCC2
GO:0000718	PNKP
GO:0000719	CRY2
GO:0000720	HMGN1,ERCC1,XPC,SIRT1
GO:0000721	SORD,SORD
GO:0000722	RAD51C,XRCC3,RAD51D,BRCA2,RAD51,SMC5,NSMCE2,SMC6,TEP1,TPRKB,TEP1,RAD50,XRCC3
