	Terms
NNMT	hsa00760
PANK1	hsa00770
PANK3	hsa00770
PANK2	hsa00770
PPCS	hsa00770
PPCDC	hsa00770
COASY	hsa00770
AASDHPPT	hsa00770
VNN1	hsa00770
VNN2	hsa00770
HLCS	hsa00780
BTD	hsa00780,hsa04977
LIPT2	hsa00785
LIAS	hsa00785
LIPT1	hsa00785
GCH1	hsa00790
FPGS	hsa00790
GGH	hsa00790
PTS	hsa00790
SPR	hsa00790
QDPR	hsa00790
PCBD2	hsa00790
PCBD1	hsa00790
MOCS1	hsa00790
MOCS2	hsa00790,hsa04122
GPHN	hsa00790,hsa04727
MOCOS	hsa00790
BCO1	hsa00830
DHRS3	hsa00830
DHRS4	hsa00830,hsa04146
DHRS4L2	hsa00830
DHRS9	hsa00830
RDH8	hsa00830
RDH10	hsa00830
RDH11	hsa00830
RDH12	hsa00830
RDH13	hsa00830
RDH16	hsa00830
SDR16C5	hsa00830
LRAT	hsa00830,hsa04977
AWAT2	hsa00830,hsa04977
PNPLA4	hsa00830
RPE65	hsa00830
RDH5	hsa00830
ALDH1A2	hsa00830
ALDH1A1	hsa00830
ALDH1A3	hsa00830
CYP26A1	hsa00830
CYP26B1	hsa00830
CYP26C1	hsa00830
CYP2C18	hsa00830,hsa04726,hsa05204
CYP2S1	hsa00830,hsa00980
CYP2W1	hsa00830
RETSAT	hsa00830
CYP27C1	hsa00830
EARS2	hsa00860,hsa00970
EPRS1	hsa00860,hsa00970
ALAD	hsa00860
HMBS	hsa00860
UROS	hsa00860
UROD	hsa00860
CPOX	hsa00860
PPOX	hsa00860
FECH	hsa00860
MMAB	hsa00860
HMOX1	hsa00860,hsa04066,hsa04216,hsa04978,hsa05200,hsa05206,hsa05208,hsa05225,hsa05418
HMOX2	hsa00860,hsa04978
BLVRA	hsa00860
HCCS	hsa00860
CP	hsa00860,hsa04216
HEPH	hsa00860,hsa04978
HEPHL1	hsa00860,hsa04978
FXN	hsa00860
HMGCR	hsa00900,hsa04152,hsa04976
MVK	hsa00900,hsa04146
PMVK	hsa00900,hsa04146
MVD	hsa00900
IDI1	hsa00900
IDI2	hsa00900
FDPS	hsa00900,hsa05164,hsa05166
GGPS1	hsa00900
PDSS1	hsa00900
PDSS2	hsa00900
DHDDS	hsa00900
NUS1	hsa00900
FNTA	hsa00900
FNTB	hsa00900
RCE1	hsa00900
ZMPSTE24	hsa00900
ICMT	hsa00900
PCYOX1	hsa00900
CA13	hsa00910
CA1	hsa00910
CA6	hsa00910
CA7	hsa00910
CA12	hsa00910
CA5B	hsa00910
CA14	hsa00910
CA9	hsa00910
CA3	hsa00910
CA5A	hsa00910
CA8	hsa00910
CA2	hsa00910,hsa04964,hsa04966,hsa04971,hsa04972,hsa04976
CA4	hsa00910,hsa04964
BPNT1	hsa00920
BPNT2	hsa00920,hsa04070
SUOX	hsa00920
SQOR	hsa00920
ETHE1	hsa00920
SELENBP1	hsa00920
TRNA	hsa00970
TRNR	hsa00970
TRNN	hsa00970
TRND	hsa00970
TRNC	hsa00970
TRNQ	hsa00970
TRNE	hsa00970
TRNG	hsa00970
TRNH	hsa00970
TRNI	hsa00970
TRNL2	hsa00970
TRNL1	hsa00970
TRNK	hsa00970
TRNM	hsa00970
TRNF	hsa00970
TRNP	hsa00970
TRNS2	hsa00970
TRNS1	hsa00970
TRNT	hsa00970
TRNW	hsa00970
TRNY	hsa00970
TRNV	hsa00970
QRSL1	hsa00970
GATB	hsa00970
GATC	hsa00970
QARS1	hsa00970
AARS2	hsa00970
AARS1	hsa00970
DARS1	hsa00970
DARS2	hsa00970
NARS2	hsa00970
NARS1	hsa00970
GARS1	hsa00970
TARS2	hsa00970
TARS1	hsa00970
TARS3	hsa00970
SARS2	hsa00970
SARS1	hsa00970
CARS1	hsa00970
CARS2	hsa00970
VARS2	hsa00970
VARS1	hsa00970
LARS1	hsa00970
LARS2	hsa00970
IARS1	hsa00970
IARS2	hsa00970
KARS1	hsa00970
RARS2	hsa00970
RARS1	hsa00970
PARS2	hsa00970
HARS1	hsa00970
HARS2	hsa00970
FARSA	hsa00970
FARS2	hsa00970
FARSB	hsa00970
YARS1	hsa00970
YARS2	hsa00970
WARS2	hsa00970
WARS1	hsa00970
EPHX1	hsa00980,hsa04976,hsa05204,hsa05207,hsa05208
SULT2A1	hsa00980,hsa04976,hsa05204
CYP2F1	hsa00980,hsa05208
CYP2A13	hsa00980,hsa05204
CYP2D6	hsa00980,hsa00980,hsa00982,hsa00982,hsa04726,hsa04726
cytochrome P450 2D6-like [KO:K17712] [EC:1.14.14.1]	hsa00980,hsa00982,hsa04726
CYP2D7	hsa00980,hsa00982,hsa04726
AKR7A2	hsa00980
AKR7A3	hsa00980
AKR7L	hsa00980
FMO1	hsa00982
FMO2	hsa00982
FMO5	hsa00982
FMO3	hsa00982
FMO4	hsa00982
TPMT	hsa00983
CES1	hsa00983
CES2	hsa00983
MPO	hsa00983,hsa04145,hsa04613,hsa05202,hsa05221
SCD	hsa01040,hsa03320,hsa04152,hsa04936
SCD5	hsa01040,hsa03320,hsa04152,hsa04936
FADS1	hsa01040
DEFB1	hsa02010,hsa05150
ABCA1	hsa02010,hsa04975,hsa04979,hsa05417
ABCA2	hsa02010,hsa04142
ABCA3	hsa02010
ABCA4	hsa02010
ABCA7	hsa02010
ABCA12	hsa02010
ABCA13	hsa02010
ABCA5	hsa02010
ABCA6	hsa02010
ABCA8	hsa02010
ABCA9	hsa02010
ABCA10	hsa02010
TAP1	hsa02010,hsa04145,hsa04612,hsa05163,hsa05168,hsa05169,hsa05170,hsa05340
TAP2	hsa02010,hsa04145,hsa04612,hsa05163,hsa05168,hsa05169,hsa05170,hsa05340
ABCB8	hsa02010
ABCB9	hsa02010,hsa04142
ABCB10	hsa02010
ABCB1	hsa02010,hsa04976,hsa05206,hsa05226
ABCB4	hsa02010,hsa04976
ABCB5	hsa02010
ABCB6	hsa02010
ABCB7	hsa02010
ABCB11	hsa02010,hsa04976,hsa04979
ABCC1	hsa02010,hsa04071,hsa04977,hsa05206
ABCC2	hsa02010,hsa04976
ABCC3	hsa02010,hsa04976
ABCC4	hsa02010,hsa04024,hsa04976
ABCC5	hsa02010
ABCC6	hsa02010
ABCC10	hsa02010
ABCC11	hsa02010
ABCC12	hsa02010
CFTR	hsa02010,hsa04024,hsa04152,hsa04530,hsa04971,hsa04972,hsa04976,hsa05110
ABCC8	hsa02010,hsa04911,hsa04930
ABCC9	hsa02010
ABCD1	hsa02010,hsa04146
ABCD2	hsa02010,hsa04146
ABCD3	hsa02010,hsa04146
ABCD4	hsa02010,hsa04146
ABCG1	hsa02010,hsa05417
ABCG4	hsa02010
ABCG2	hsa02010,hsa04976
ABCG5	hsa02010,hsa04975,hsa04976,hsa04979
ABCG8	hsa02010,hsa04975,hsa04976,hsa04979
CSNK2B	hsa03008,hsa04064,hsa04137,hsa04310,hsa04520,hsa05010,hsa05020,hsa05022,hsa05162,hsa05235
CSNK2A1	hsa03008,hsa04064,hsa04137,hsa04310,hsa04520,hsa05010,hsa05020,hsa05022,hsa05162,hsa05235
CSNK2A2	hsa03008,hsa04064,hsa04137,hsa04310,hsa04520,hsa05010,hsa05020,hsa05022,hsa05162,hsa05235
CSNK2A3	hsa03008,hsa04064,hsa04137,hsa04310,hsa04520,hsa05010,hsa05020,hsa05022,hsa05162,hsa05235
NOL6	hsa03008
RRP7A	hsa03008
WDR43	hsa03008
UTP4	hsa03008
UTP15	hsa03008
HEATR1	hsa03008
WDR75	hsa03008
UTP18	hsa03008
WDR36	hsa03008
TBL3	hsa03008
WDR3	hsa03008
UTP6	hsa03008
PWP2	hsa03008
MPHOSPH10	hsa03008
IMP3	hsa03008
IMP4	hsa03008
TCOF1	hsa03008
FBL	hsa03008
FBLL1	hsa03008
NOP56	hsa03008,hsa05017
NOP58	hsa03008
SNU13	hsa03008,hsa03040
DKC1	hsa03008
NHP2	hsa03008
GAR1	hsa03008
NOP10	hsa03008
FCF1	hsa03008
UTP14C	hsa03008
UTP14A	hsa03008
DROSHA	hsa03008,hsa05205
EMG1	hsa03008
BMS1	hsa03008
NAT10	hsa03008
RCL1	hsa03008
POP1	hsa03008
RPP38	hsa03008
POP4	hsa03008
POP5	hsa03008
RPP25L	hsa03008
RPP25	hsa03008
POP7	hsa03008
RPP30	hsa03008
RPP40	hsa03008
REXO1	hsa03008
putative exonuclease GOR [KO:K14570] [EC:3.1.-.-]	hsa03008,hsa03008
REXO5	hsa03008
REXO2	hsa03008
XRN1	hsa03008,hsa03018
XRN2	hsa03008,hsa03018
GTPBP4	hsa03008
GNL2	hsa03008
GNL3	hsa03008
GNL3L	hsa03008
NVL	hsa03008
MDN1	hsa03008
RBM28	hsa03008
NOB1	hsa03008
RAN	hsa03008,hsa03013,hsa05166
XPO1	hsa03008,hsa03013,hsa05164,hsa05166
NMD3	hsa03008,hsa03013
NXF1	hsa03008,hsa03013,hsa03015,hsa05014,hsa05164,hsa05168
NXF2	hsa03008,hsa03013,hsa03015,hsa05014,hsa05164,hsa05168
NXF2B	hsa03008,hsa03013,hsa03015,hsa05014,hsa05164,hsa05168
NXF3	hsa03008,hsa03013,hsa03015,hsa05014,hsa05164,hsa05168
NXT1	hsa03008,hsa03013,hsa03015,hsa05014,hsa05164
NXT2	hsa03008,hsa03013,hsa03015,hsa05014,hsa05164
EIF6	hsa03008
SBDS	hsa03008
EFL1	hsa03008
LSG1	hsa03008
SPATA5	hsa03008
RIOK1	hsa03008
RIOK2	hsa03008
RNR1	hsa03008,hsa03010
RNA5-8SN5	hsa03008,hsa03010
RNA5-8SN1	hsa03008,hsa03010
RNA5-8SN2	hsa03008,hsa03010
RNA5-8SN3	hsa03008,hsa03010
RNA5-8SN4	hsa03008,hsa03010
RNR2	hsa03008,hsa03010
RNA5S1	hsa03008,hsa03010
RNA5S16	hsa03008,hsa03010
RNA5S6	hsa03008,hsa03010
RNA5S11	hsa03008,hsa03010
RNA5S5	hsa03008,hsa03010
RNA5S13	hsa03008,hsa03010
RNA5S4	hsa03008,hsa03010
RNA5S3	hsa03008,hsa03010
RNA5S2	hsa03008,hsa03010
RNA5S10	hsa03008,hsa03010
RNA5S12	hsa03008,hsa03010
RNA5S8	hsa03008,hsa03010
RNA5S7	hsa03008,hsa03010
RNA5S14	hsa03008,hsa03010
RNA5S15	hsa03008,hsa03010
RNA5S17	hsa03008,hsa03010
RNA5S9	hsa03008,hsa03010
SNORD3A	hsa03008
SNORD3C	hsa03008
SNORD3B-2	hsa03008
SNORD3B-1	hsa03008
SNORD3E	hsa03008
RMRP	hsa03008
MRPS2	hsa03010
MRPS5	hsa03010
MRPS6	hsa03010
MRPS7	hsa03010
MRPS9	hsa03010
MRPS10	hsa03010
MRPS11	hsa03010
MRPS12	hsa03010
MRPS14	hsa03010
MRPS15	hsa03010
MRPS16	hsa03010
MRPS17	hsa03010
MRPS18C	hsa03010
MRPS18A	hsa03010
MRPS21	hsa03010
RPS2	hsa03010,hsa05171
RPS3	hsa03010,hsa05130,hsa05132,hsa05171
RPS3A	hsa03010,hsa05171
RPS4Y1	hsa03010,hsa05171
RPS4X	hsa03010,hsa05171
RPS4Y2	hsa03010,hsa05171
RPS5	hsa03010,hsa05171
RPS6	hsa03010,hsa04066,hsa04150,hsa04151,hsa04371,hsa04714,hsa04910,hsa05171,hsa05205
RPS7	hsa03010,hsa05171
RPS8	hsa03010,hsa05171
RPS9	hsa03010,hsa05171
RPS10	hsa03010,hsa05171
RPS10-NUDT3	hsa03010,hsa05171
RPS11	hsa03010,hsa05171
RPS12	hsa03010,hsa05171
RPS13	hsa03010,hsa05171
RPS14	hsa03010,hsa05171
RPS15	hsa03010,hsa05171
RPS15A	hsa03010,hsa05171
RPS16	hsa03010,hsa05171
RPS17	hsa03010,hsa05171
RPS18	hsa03010,hsa05171
RPS19	hsa03010,hsa05171
RPS20	hsa03010,hsa05171
RPS21	hsa03010,hsa05171
RPS23	hsa03010,hsa05171
RPS24	hsa03010,hsa05171
RPS25	hsa03010,hsa05171
RPS26	hsa03010,hsa05171
RPS27	hsa03010,hsa05171
RPS27L	hsa03010,hsa05171
RPS27A	hsa03010,hsa04120,hsa04137,hsa05012,hsa05022,hsa05131,hsa05167,hsa05171
RPS28	hsa03010,hsa05171
RPS29	hsa03010,hsa05171
FAU	hsa03010,hsa05171
RPSA	hsa03010,hsa05171
MRPL1	hsa03010
MRPL2	hsa03010
MRPL3	hsa03010
MRPL4	hsa03010
MRPL12	hsa03010
MRPL9	hsa03010
MRPL10	hsa03010
MRPL11	hsa03010
MRPL13	hsa03010
MRPL14	hsa03010
MRPL15	hsa03010
MRPL16	hsa03010
MRPL17	hsa03010
MRPL18	hsa03010
MRPL19	hsa03010
MRPL20	hsa03010
MRPL21	hsa03010
MRPL22	hsa03010
MRPL23	hsa03010
MRPL24	hsa03010
MRPL27	hsa03010
MRPL28	hsa03010
MRPL30	hsa03010
MRPL32	hsa03010
MRPL33	hsa03010
MRPL34	hsa03010
MRPL35	hsa03010
MRPL36	hsa03010
RPL3L	hsa03010,hsa05171
RPL3	hsa03010,hsa05171
RPL4	hsa03010,hsa05171
RPL5	hsa03010,hsa05171
RPL6	hsa03010,hsa05171
RPL7	hsa03010,hsa05171
RPL7A	hsa03010,hsa05171
RPL8	hsa03010,hsa05171
RPL9	hsa03010,hsa05171
RPL10L	hsa03010,hsa05171
RPL10	hsa03010,hsa05171
RPL10A	hsa03010,hsa05171
RPL11	hsa03010,hsa05171
RPL12	hsa03010,hsa05171
RPL13	hsa03010,hsa05171
RPL13A	hsa03010,hsa05171
RPL14	hsa03010,hsa05171
RPL15	hsa03010,hsa05171
RPL17	hsa03010,hsa05171
RPL17-C18orf32	hsa03010,hsa05171
RPL18	hsa03010,hsa05171
RPL18A	hsa03010,hsa05171
RPL19	hsa03010,hsa05171
RPL21	hsa03010,hsa05171
RPL22L1	hsa03010,hsa05171
RPL22	hsa03010,hsa05171
RPL23	hsa03010,hsa05171
RPL23A	hsa03010,hsa05171
RSL24D1	hsa03010,hsa05171
RPL24	hsa03010,hsa05171
RPL26	hsa03010,hsa05171
RPL26L1	hsa03010,hsa05171
RPL27	hsa03010,hsa05171
RPL27A	hsa03010,hsa05171
RPL28	hsa03010,hsa05171
RPL29	hsa03010,hsa05171
RPL30	hsa03010,hsa05171
RPL31	hsa03010,hsa05171
RPL32	hsa03010,hsa05171
RPL34	hsa03010,hsa05171
RPL35	hsa03010,hsa05171
RPL35A	hsa03010,hsa05171
RPL36	hsa03010,hsa05171
RPL37	hsa03010,hsa05171
RPL37A	hsa03010,hsa05171
RPL38	hsa03010,hsa05171
RPL39	hsa03010,hsa05171
UBA52	hsa03010,hsa04120,hsa04137,hsa05012,hsa05022,hsa05131,hsa05167,hsa05171
RPL41	hsa03010,hsa05171
RPL36AL	hsa03010,hsa05171
RPL36A	hsa03010,hsa05171
RPL36A-HNRNPH2	hsa03010,hsa05171
RPLP0	hsa03010,hsa05171
RPLP1	hsa03010,hsa05171
RPLP2	hsa03010,hsa05171
AAAS	hsa03013
NUP42	hsa03013
GLE1	hsa03013,hsa03015,hsa05014
DDX19B	hsa03013,hsa03015
DDX19A	hsa03013,hsa03015
RAE1	hsa03013,hsa05014,hsa05164
NUP98	hsa03013,hsa05014,hsa05164
NUP214	hsa03013,hsa05014
NUP88	hsa03013,hsa05014
RANBP2	hsa03013,hsa05014
RANGAP1	hsa03013
UBE2I	hsa03013,hsa04064,hsa04120,hsa05206
SUMO3	hsa03013,hsa05418
SUMO2	hsa03013,hsa05418
SUMO1	hsa03013,hsa05418
SUMO4	hsa03013,hsa05418
NUP160	hsa03013,hsa05014
NUP85	hsa03013,hsa05014
SEC13	hsa03013,hsa04141,hsa04150,hsa05014
NUP107	hsa03013,hsa05014
NUP133	hsa03013,hsa05014
SEH1L	hsa03013,hsa04150,hsa05014
NUP43	hsa03013,hsa05014
NUP37	hsa03013,hsa05014
AHCTF1	hsa03013
NUP62	hsa03013,hsa05014
NUP58	hsa03013,hsa05014
NUP54	hsa03013,hsa05014
NUP205	hsa03013,hsa05014
NUP188	hsa03013,hsa05014
NUP155	hsa03013,hsa05014
NUP93	hsa03013,hsa05014
NUP35	hsa03013,hsa05014
NDC1	hsa03013,hsa05014
NUP210	hsa03013,hsa05014
NUP210L	hsa03013,hsa05014
POM121C	hsa03013,hsa05014
POM121	hsa03013,hsa05014
POM121L2	hsa03013,hsa05014
TMEM33	hsa03013
TPR	hsa03013,hsa05014,hsa05200,hsa05216
NUP50	hsa03013,hsa05014
NUP153	hsa03013,hsa05014
SENP2	hsa03013,hsa04310
KPNA1	hsa03013,hsa05132,hsa05164,hsa05207
KPNA2	hsa03013,hsa05164,hsa05207
KPNA7	hsa03013,hsa05164,hsa05207
KPNA3	hsa03013,hsa05132,hsa05207
KPNA4	hsa03013,hsa05132,hsa05207
KPNA6	hsa03013,hsa05164,hsa05207
KPNA5	hsa03013,hsa05164,hsa05207
KPNB1	hsa03013,hsa05207
TNPO1	hsa03013
TNPO2	hsa03013
TNPO3	hsa03013
IPO4	hsa03013
IPO5	hsa03013
IPO7	hsa03013
IPO8	hsa03013
IPO9	hsa03013
IPO11	hsa03013
IPO13	hsa03013
SNUPN	hsa03013
CSE1L	hsa03013,hsa05132
XPOT	hsa03013
XPO4	hsa03013
XPO5	hsa03013
XPO6	hsa03013
XPO7	hsa03013
RANBP17	hsa03013
EEF1A1	hsa03013,hsa05134,hsa05140
EEF1A2	hsa03013,hsa05134,hsa05140
PHAX	hsa03013
NCBP1	hsa03013,hsa03015,hsa03040,hsa05014
NCBP2	hsa03013,hsa03015,hsa03040
NCBP2L	hsa03013,hsa03015,hsa03040
RBM8A	hsa03013,hsa03015,hsa03040
MAGOH	hsa03013,hsa03015,hsa03040
MAGOHB	hsa03013,hsa03015,hsa03040
CASC3	hsa03013,hsa03015
EIF4A3	hsa03013,hsa03015,hsa03040
ACIN1	hsa03013,hsa03015,hsa03040
SAP18	hsa03013,hsa03015
RNPS1	hsa03013,hsa03015
PNN	hsa03013,hsa03015
ALYREF	hsa03013,hsa03015,hsa03040,hsa05014,hsa05168
UPF1	hsa03013,hsa03015
UPF2	hsa03013,hsa03015
UPF3B	hsa03013,hsa03015
UPF3A	hsa03013,hsa03015
DDX39B	hsa03013,hsa03015,hsa03040
SRRM1	hsa03013,hsa03015
PYM1	hsa03013,hsa03015
THOC1	hsa03013,hsa03040
THOC2	hsa03013,hsa03040
THOC5	hsa03013
THOC6	hsa03013
THOC7	hsa03013
THOC3	hsa03013,hsa03040
RNGTT	hsa03015
RNMT	hsa03015
FUS	hsa03015,hsa03040,hsa05014,hsa05022,hsa05202
TARDBP	hsa03015,hsa05014,hsa05022
PABPN1	hsa03015,hsa05164
PABPN1L	hsa03015,hsa05164
BCL2L2-PABPN1	hsa03015,hsa05164
NUDT21	hsa03015
CPSF6	hsa03015
CPSF7	hsa03015
PAPOLG	hsa03015
PAPOLB	hsa03015
PAPOLA	hsa03015
CLP1	hsa03015
PCF11	hsa03015
CPSF1	hsa03015
CPSF2	hsa03015
CPSF3	hsa03015
CPSF4	hsa03015,hsa05164
CPSF4L	hsa03015,hsa05164
FIP1L1	hsa03015
WDR33	hsa03015
WDR82	hsa03015
PPP1CA	hsa03015,hsa04022,hsa04024,hsa04114,hsa04218,hsa04261,hsa04270,hsa04390,hsa04510,hsa04611,hsa04720,hsa04728,hsa04750,hsa04810,hsa04910,hsa04921,hsa04931,hsa05031,hsa05034,hsa05168,hsa05205,hsa05415
PPP1CB	hsa03015,hsa04022,hsa04024,hsa04114,hsa04218,hsa04261,hsa04270,hsa04390,hsa04510,hsa04611,hsa04720,hsa04728,hsa04750,hsa04810,hsa04910,hsa04921,hsa04931,hsa05031,hsa05034,hsa05168,hsa05205,hsa05415
PPP1CC	hsa03015,hsa04022,hsa04024,hsa04114,hsa04218,hsa04261,hsa04270,hsa04390,hsa04510,hsa04611,hsa04720,hsa04728,hsa04750,hsa04810,hsa04910,hsa04921,hsa04931,hsa05031,hsa05034,hsa05168,hsa05205,hsa05415
SSU72	hsa03015
CSTF1	hsa03015
CSTF2	hsa03015
CSTF2T	hsa03015
CSTF3	hsa03015
SYMPK	hsa03015,hsa04530
DAZAP1	hsa03015
MSI1	hsa03015
MSI2	hsa03015
PABPC1	hsa03015,hsa03018
PABPC5	hsa03015,hsa03018
PABPC3	hsa03015,hsa03018
PABPC1L2B	hsa03015,hsa03018
PABPC1L	hsa03015,hsa03018
PABPC1L2A	hsa03015,hsa03018
PABPC4	hsa03015,hsa03018
PABPC4L	hsa03015,hsa03018
ETF1	hsa03015
GSPT2	hsa03015
GSPT1	hsa03015
SMG1	hsa03015
SMG7	hsa03015
SMG5	hsa03015
SMG6	hsa03015
PPP2CA	hsa03015,hsa04071,hsa04114,hsa04136,hsa04140,hsa04151,hsa04152,hsa04261,hsa04350,hsa04390,hsa04530,hsa04728,hsa04730,hsa05142,hsa05160,hsa05165
PPP2CB	hsa03015,hsa04071,hsa04114,hsa04136,hsa04140,hsa04151,hsa04152,hsa04261,hsa04350,hsa04390,hsa04530,hsa04728,hsa04730,hsa05142,hsa05160,hsa05165
PPP2R1B	hsa03015,hsa04071,hsa04114,hsa04151,hsa04152,hsa04261,hsa04350,hsa04390,hsa04530,hsa04728,hsa04730,hsa05142,hsa05160,hsa05165
PPP2R1A	hsa03015,hsa04071,hsa04114,hsa04151,hsa04152,hsa04261,hsa04350,hsa04390,hsa04530,hsa04728,hsa04730,hsa05142,hsa05160,hsa05165
PPP2R2A	hsa03015,hsa04071,hsa04151,hsa04152,hsa04261,hsa04390,hsa04530,hsa04728,hsa05142,hsa05160,hsa05165
PPP2R2B	hsa03015,hsa04071,hsa04151,hsa04152,hsa04261,hsa04390,hsa04530,hsa04728,hsa05142,hsa05160,hsa05165
PPP2R2C	hsa03015,hsa04071,hsa04151,hsa04152,hsa04261,hsa04390,hsa04530,hsa04728,hsa05142,hsa05160,hsa05165
PPP2R2D	hsa03015,hsa04071,hsa04151,hsa04152,hsa04261,hsa04390,hsa04530,hsa04728,hsa05142,hsa05160,hsa05165
PPP2R3B	hsa03015,hsa04071,hsa04151,hsa04152,hsa04261,hsa04728,hsa05165
PPP2R3C	hsa03015,hsa04071,hsa04151,hsa04152,hsa04261,hsa04728,hsa05165
PPP2R3A	hsa03015,hsa04071,hsa04151,hsa04152,hsa04261,hsa04728,hsa05165
PPP2R5B	hsa03015,hsa04071,hsa04114,hsa04151,hsa04152,hsa04261,hsa04728,hsa05165
PPP2R5C	hsa03015,hsa04071,hsa04114,hsa04151,hsa04152,hsa04261,hsa04728,hsa05165
PPP2R5D	hsa03015,hsa04071,hsa04114,hsa04151,hsa04152,hsa04261,hsa04728,hsa05165
PPP2R5E	hsa03015,hsa04071,hsa04114,hsa04151,hsa04152,hsa04261,hsa04728,hsa05165
PPP2R5A	hsa03015,hsa04071,hsa04114,hsa04151,hsa04152,hsa04261,hsa04728,hsa05165
HBS1L	hsa03015,hsa05134
PELO	hsa03015
DCPS	hsa03018
EXOSC1	hsa03018
EXOSC2	hsa03018
EXOSC3	hsa03018
EXOSC8	hsa03018
EXOSC6	hsa03018
EXOSC7	hsa03018
EXOSC4	hsa03018
EXOSC5	hsa03018
EXOSC9	hsa03018
DIS3	hsa03018
EXOSC10	hsa03018
C1D	hsa03018
MPHOSPH6	hsa03018
DIS3L	hsa03018
TENT4A	hsa03018
TENT4B	hsa03018
ZCCHC7	hsa03018
MTREX	hsa03018
SKIV2L	hsa03018
TTC37	hsa03018
WDR61	hsa03018
CNOT6	hsa03018
CNOT6L	hsa03018
CNOT1	hsa03018
CNOT2	hsa03018
CNOT3	hsa03018
CNOT4	hsa03018
CNOT7	hsa03018
CNOT8	hsa03018
CNOT9	hsa03018
CNOT10	hsa03018
DHX36	hsa03018
PARN	hsa03018
PNLDC1	hsa03018
TOB1	hsa03018
TOB2	hsa03018
BTG3	hsa03018
BTG4	hsa03018
BTG1	hsa03018
BTG2	hsa03018
PAN2	hsa03018
PAN3	hsa03018
DCP1A	hsa03018
DCP1B	hsa03018
DCP2	hsa03018
DDX6	hsa03018
EDC3	hsa03018
EDC4	hsa03018
PATL1	hsa03018
LSM1	hsa03018
LSM2	hsa03018,hsa03040
LSM3	hsa03018,hsa03040
LSM4	hsa03018,hsa03040
LSM5	hsa03018,hsa03040
LSM6	hsa03018,hsa03040
LSM7	hsa03018,hsa03040
LSM8	hsa03018,hsa03040
PNPT1	hsa03018
HSPA9	hsa03018,hsa05152
HSPD1	hsa03018,hsa04940,hsa05134,hsa05152,hsa05417
POLR2B	hsa03020,hsa05016
POLR2A	hsa03020,hsa05016
POLR2C	hsa03020,hsa05016
POLR2J	hsa03020,hsa05016
POLR2J3	hsa03020,hsa05016
POLR2J2	hsa03020,hsa05016
POLR2D	hsa03020,hsa05016
POLR2G	hsa03020,hsa05016
POLR2I	hsa03020,hsa05016
POLR2E	hsa03020,hsa04623,hsa05016
POLR2F	hsa03020,hsa04623,hsa05016
POLR2H	hsa03020,hsa04623,hsa05016
POLR2K	hsa03020,hsa04623,hsa05016
POLR2L	hsa03020,hsa04623,hsa05016
POLR3B	hsa03020,hsa04623
POLR3A	hsa03020,hsa04623
POLR1D	hsa03020,hsa04623
POLR1C	hsa03020,hsa04623
POLR3C	hsa03020,hsa04623
POLR3D	hsa03020,hsa04623
POLR3E	hsa03020,hsa04623
POLR3F	hsa03020,hsa04623
POLR3GL	hsa03020,hsa04623
POLR3G	hsa03020,hsa04623
POLR3H	hsa03020,hsa04623
CRCP	hsa03020
POLR3K	hsa03020,hsa04623
POLR1B	hsa03020
POLR1A	hsa03020
POLR1H	hsa03020
POLR1F	hsa03020
POLR1E	hsa03020
GTF2A1L	hsa03022,hsa05203
GTF2A1	hsa03022,hsa05203
GTF2A2	hsa03022,hsa05203
GTF2B	hsa03022,hsa05017,hsa05203
TBPL2	hsa03022,hsa05016,hsa05017,hsa05165,hsa05166,hsa05203
TBPL1	hsa03022,hsa05016,hsa05017,hsa05165,hsa05166,hsa05203
TBP	hsa03022,hsa05016,hsa05017,hsa05165,hsa05166,hsa05203
TAF1	hsa03022
TAF1L	hsa03022
TAF2	hsa03022
TAF7	hsa03022
TAF7L	hsa03022
TAF8	hsa03022
TAF3	hsa03022
TAF10	hsa03022
TAF5L	hsa03022
TAF5	hsa03022
TAF4B	hsa03022,hsa05016
TAF4	hsa03022,hsa05016
TAF12	hsa03022
TAF6	hsa03022
TAF6L	hsa03022
TAF9	hsa03022
TAF9B	hsa03022
TAF11	hsa03022
TAF13	hsa03022
TAF15	hsa03022,hsa05202
GTF2E1	hsa03022,hsa05203
GTF2E2	hsa03022,hsa05203
GTF2F1	hsa03022
GTF2F2	hsa03022
GTF2H1	hsa03022,hsa03420,hsa05203
GTF2H2	hsa03022,hsa03420,hsa05203
GTF2H2C_2	hsa03022,hsa03420,hsa05203
GTF2H2C	hsa03022,hsa03420,hsa05203
GTF2H3	hsa03022,hsa03420,hsa05203
GTF2H4	hsa03022,hsa03420,hsa05203
ERCC3	hsa03022,hsa03420
ERCC2	hsa03022,hsa03420
GTF2H5	hsa03022,hsa03420
CDK7	hsa03022,hsa03420,hsa04110
MNAT1	hsa03022,hsa03420
CCNH	hsa03022,hsa03420,hsa04110
GTF2IRD1	hsa03022,hsa04022
GTF2I	hsa03022,hsa04022
SSBP1	hsa03030,hsa03430,hsa03440
RNASEH1	hsa03030
RPA1	hsa03030,hsa03420,hsa03430,hsa03440,hsa03460
PCNA	hsa03030,hsa03410,hsa03420,hsa03430,hsa04110,hsa04530,hsa05161
DNA2	hsa03030
FEN1	hsa03030,hsa03410,hsa03450
LIG1	hsa03030,hsa03410,hsa03420,hsa03430
POLA1	hsa03030
POLA2	hsa03030
